method,dataset,run,ticker filename,total return,profit per trade,total log return,avg return,avg log return,total investment,sharpe ratio,total trading days skipped,total trading days successful,total trading days
Adv-ALSTM,stocknet,2,ORCL.csv,4.732551999999998,-40.267448,0.12866039901594328,0.10516782222222218,0.002859119978132073,1.0739599999999996,0.16641475073124548,0,25,45
Adv-ALSTM,stocknet,2,PFE.csv,2.891635000000001,-37.108365,0.0945004953396611,0.07229087500000002,0.0023625123834915274,1.1346930000000057,0.12484334123310614,0,18,40
Adv-ALSTM,stocknet,2,JNJ.csv,1.4817879999999803,-32.51821200000002,0.014531745643668366,0.04358199999999942,0.0004274042836373049,9.79249000000003,0.03572131050292534,0,21,34
Adv-ALSTM,stocknet,2,WFC.csv,4.442374000000008,-37.55762599999999,0.08677381376842538,0.10577080952380971,0.0020660431849625093,2.9858919999999856,0.14158119125502783,0,19,42
Adv-ALSTM,stocknet,2,KO.csv,-3.1205710000000053,-41.120571000000005,-0.07777613095579601,-0.08212028947368435,-0.002046740288310421,3.666765000000005,-0.16303942008613337,0,22,38
Adv-ALSTM,stocknet,2,XOM.csv,15.819250000000054,-30.180749999999946,0.2137018501385673,0.34389673913043595,0.004645692394316681,3.5346939999999876,0.24830767542528204,0,22,46
Adv-ALSTM,stocknet,2,UN.csv,4.305616000000015,-35.694383999999985,0.10673252063419418,0.10764040000000037,0.0026683130158548546,2.4837619999999987,0.17026104247203583,0,21,40
Adv-ALSTM,stocknet,2,PICO.csv,1.2099999999999973,-52.790000000000006,0.11454092746796224,0.02240740740740736,0.0021211282864437454,0.5700000000000003,0.06778806682438727,0,27,54
Adv-ALSTM,stocknet,2,V.csv,5.296700999999999,-40.703299,0.06773715567388246,0.11514567391304345,0.0014725468624757056,8.74346100000001,0.0964682780190252,0,26,46
Adv-ALSTM,stocknet,2,GE.csv,-4.12667299999999,-41.12667299999999,-0.1582307744386017,-0.11153170270270242,-0.004276507417259505,5.511800999999998,-0.26659098589473557,0,22,37
Adv-ALSTM,stocknet,2,CMCSA.csv,3.7343139999999977,-35.265686,0.12666732435390654,0.09575164102564096,0.003247880111638629,-0.2076980000000006,0.21753549990825988,0,19,39
Adv-ALSTM,stocknet,2,CSCO.csv,2.9362970000000033,-39.063703,0.11736044131186751,0.06991183333333341,0.002794296221711131,1.2987469999999988,0.15792365455117732,0,22,42
Adv-ALSTM,stocknet,2,MRK.csv,7.170292999999987,-29.829707000000013,0.14341335760620835,0.19379170270270235,0.0038760366920596854,3.5912969999999973,0.2184700373888944,0,20,37
Adv-ALSTM,stocknet,2,PPL.csv,7.070598000000004,-38.929401999999996,0.22569552937478032,0.15370865217391314,0.00490642455162566,1.5238960000000006,0.34474720423824545,0,25,46
Adv-ALSTM,stocknet,2,CAT.csv,27.27446300000002,-22.72553699999998,0.41725960705557136,0.5454892600000004,0.008345192141111428,3.5916790000000063,0.4715326458578308,0,25,50
Adv-ALSTM,stocknet,2,SLB.csv,3.954743999999991,-44.04525600000001,0.05734091694046431,0.08239049999999981,0.001194602436259673,1.1379539999999935,0.059049792748500377,0,21,48
Adv-ALSTM,stocknet,2,TOT.csv,11.072763000000016,-31.927236999999984,0.2518278300721963,0.25750611627907016,0.005856461164469681,1.4049329999999927,0.3264684629997462,0,20,43
Adv-ALSTM,stocknet,2,UNH.csv,15.998204000000015,-30.001795999999985,0.1390620637529983,0.3477870434782612,0.0030230883424564843,1.3978819999999814,0.15544465953126776,0,25,46
Adv-ALSTM,stocknet,2,UPS.csv,7.322303999999988,-30.67769600000001,0.07641611208767396,0.1926922105263155,0.002010950318096683,-2.45755800000002,0.15922631569358567,0,19,38
Adv-ALSTM,stocknet,2,DUK.csv,5.667523000000017,-32.33247699999998,0.08723874864059965,0.14914534210526362,0.002295756543173675,-0.6949709999999953,0.13634760808601104,0,21,38
Adv-ALSTM,stocknet,2,CVX.csv,9.09643699999998,-47.90356300000002,0.10129132544388703,0.15958661403508737,0.0017770407972611758,12.630156999999997,0.09080743579184863,0,29,57
Adv-ALSTM,stocknet,2,HON.csv,25.02143699999992,-13.97856300000008,0.26096599512178137,0.6415753076923056,0.006691435772353369,8.36741499999998,0.41686538449403804,0,20,39
Adv-ALSTM,stocknet,2,ABBV.csv,9.296413999999984,-45.703586000000016,0.17299608144012366,0.1690257090909088,0.003145383298911339,4.9188800000000015,0.11525440096168374,0,30,55
Adv-ALSTM,stocknet,3,PCLN.csv,300.8200670000001,256.8200670000001,0.224146325087832,6.836819704545457,0.005094234661087091,23.49999700000035,0.2376657517380336,0,24,44
Adv-ALSTM,stocknet,3,BA.csv,9.767885000000064,-33.232114999999936,0.07424288416675061,0.22716011627907126,0.0017265787015523398,14.24560500000004,0.10025292916043671,0,26,43
Adv-ALSTM,stocknet,3,CELG.csv,54.450016999999946,3.4500169999999457,0.47447818521977747,1.0676473921568617,0.009303493827838774,10.969996999999978,0.34193038696738526,0,26,51
Adv-ALSTM,stocknet,3,SPLP.csv,0.25750200000000945,-35.74249799999999,0.01845122944321135,0.007152833333333596,0.0005125341512003152,-0.23767599999999334,0.025276912772553835,0,14,36
Adv-ALSTM,stocknet,3,T.csv,2.283978999999995,-32.716021000000005,0.07360530521618483,0.06525654285714272,0.0021030087204624236,1.366301,0.17493094285063576,0,17,35
Adv-ALSTM,stocknet,3,C.csv,10.602459999999994,-34.397540000000006,0.20375816620214698,0.23561022222222208,0.0045279592489365994,2.261250000000004,0.248233189628188,0,20,45
Adv-ALSTM,stocknet,3,MO.csv,-0.7331009999999978,-39.733101,-0.014390112116540352,-0.01879746153846148,-0.0003689772337574449,4.173513000000007,-0.022793739572627515,0,23,39
Adv-ALSTM,stocknet,3,AMGN.csv,70.59014999999997,23.590149999999966,0.47519575286898097,1.5019180851063823,0.010110547933382574,21.708403999999945,0.5609010611870764,0,26,47
Adv-ALSTM,stocknet,3,IEP.csv,7.652544999999996,-44.347455000000004,0.11246878472035321,0.14716432692307685,0.002162861244622177,-3.8341349999999963,0.11485685979800299,0,23,52
Adv-ALSTM,stocknet,3,PEP.csv,2.3943589999999944,-32.605641000000006,0.02577195475960356,0.06841025714285698,0.0007363415645601017,7.787198999999973,0.05769400231443136,0,19,35
Adv-ALSTM,stocknet,3,HD.csv,0.004395999999985634,-36.995604000000014,0.001995724144402979,0.00011881081081042253,5.39384903892697e-05,16.443311999999963,6.567860737313276e-05,0,24,37
Adv-ALSTM,stocknet,3,D.csv,3.353475000000053,-29.646524999999947,0.05578736755982438,0.10162045454545615,0.0016905262896916478,-3.1244190000000103,0.11294560903497743,0,15,33
Adv-ALSTM,stocknet,3,AAPL.csv,-4.333435000000009,-50.33343500000001,-0.04631576440876345,-0.09420510869565236,-0.0010068644436687707,-3.3450929999999914,-0.046502817815961286,0,20,46
Adv-ALSTM,stocknet,3,VZ.csv,2.536896999999996,-40.463103000000004,0.061384465204530246,0.0589976046511627,0.001427545702430936,2.3706649999999883,0.1171318097759507,0,21,43
Adv-ALSTM,stocknet,3,BHP.csv,5.914953000000001,-53.085047,0.19454657794925972,0.10025344067796611,0.0032973996262586395,-5.5506509999999984,0.13976198994669892,0,28,59
Adv-ALSTM,stocknet,3,SNP.csv,16.461059000000006,-27.538940999999994,0.2673438040786681,0.3741149772727274,0.006075995547242457,-2.4456089999999904,0.24358243768377658,0,21,44
Adv-ALSTM,stocknet,3,SO.csv,3.0782120000000077,-32.92178799999999,0.07386514567060246,0.0855058888888891,0.002051809601961179,2.1593680000000006,0.14668777710902764,0,21,36
Adv-ALSTM,stocknet,3,UTX.csv,9.557358000000008,-29.442641999999992,0.10617466926566219,0.24506046153846173,0.0027224274170682614,8.956280000000035,0.18051682197109623,0,22,39
Adv-ALSTM,stocknet,3,BUD.csv,-4.493839000000008,-46.49383900000001,-0.03411324871418704,-0.10699616666666686,-0.0008122202074806439,19.791077,-0.06678628841318406,0,25,42
Adv-ALSTM,stocknet,3,PTR.csv,30.83454499999999,-24.16545500000001,0.43250843501050945,0.5606280909090907,0.007863789727463807,-4.121732999999992,0.3471544572877257,0,27,55
Adv-ALSTM,stocknet,3,CODI.csv,1.5704220000000007,-40.429578,0.11195977910127775,0.037391000000000015,0.0026657090262208988,0.1650920000000049,0.20936555374729846,0,20,42
Adv-ALSTM,stocknet,3,DIS.csv,7.201473999999976,-34.798526000000024,0.05985983280113949,0.1714636666666661,0.001425234114312845,0.3126979999999975,0.09823242706012929,0,22,42
Adv-ALSTM,stocknet,3,HRG.csv,2.8100000000000023,-44.19,0.21751723152701527,0.05978723404255324,0.004628026202702452,1.610000000000003,0.2884729734141837,0,25,47
Adv-ALSTM,stocknet,3,PG.csv,-3.1287549999999555,-38.128754999999956,-0.047260468590219123,-0.08939299999999872,-0.0013502991025776893,6.936522999999994,-0.09424312552722072,0,21,35
Adv-ALSTM,stocknet,3,PCG.csv,4.538774000000004,-35.461225999999996,0.09012468720660094,0.1134693500000001,0.0022531171801650233,0.3632039999999961,0.15030781442946312,0,21,40
Adv-ALSTM,stocknet,3,AMZN.csv,95.61993000000035,47.61993000000035,0.16479000946266315,1.9920818750000073,0.0034331251971388157,175.03985599999993,0.16301702621606481,0,30,48
Adv-ALSTM,stocknet,3,BBL.csv,3.7998230000000106,-52.20017699999999,0.11853301788390375,0.06785398214285733,0.002116661033641138,-7.456800999999992,0.08804739076136657,0,25,56
Adv-ALSTM,stocknet,3,JPM.csv,16.407923000000004,-21.592076999999996,0.2592971952915963,0.4317874473684212,0.006823610402410429,5.518189,0.41185466616563593,0,19,38
Adv-ALSTM,stocknet,3,REX.csv,13.24998800000003,-40.75001199999997,0.24671854275788813,0.2453701481481487,0.004568861902923854,3.1499979999999965,0.13481728721515243,0,27,54
Adv-ALSTM,stocknet,3,AGFS.csv,4.14,-45.86,0.7198324979087138,0.0828,0.014396649958174277,-1.3600000000000003,0.23588260785781626,0,24,50
Adv-ALSTM,stocknet,3,GD.csv,7.28056399999997,-35.71943600000003,0.056228512057405644,0.1693154418604644,0.0013076398152885034,0.17173400000001493,0.09094155861147937,0,21,43
Adv-ALSTM,stocknet,3,PM.csv,4.710877000000053,-32.28912299999995,0.060022511471534534,0.12732100000000143,0.0016222300397712036,8.929961000000006,0.11334269362653678,0,22,37
Adv-ALSTM,stocknet,3,NEE.csv,16.03598100000002,-21.96401899999998,0.1694948761509882,0.4219995000000005,0.004460391477657585,4.766802999999982,0.29663367755339637,0,20,38
Adv-ALSTM,stocknet,3,NVS.csv,-3.724029999999942,-50.72402999999994,-0.04525147774117465,-0.0792346808510626,-0.0009627973987483968,-5.432799999999958,-0.07780260574415143,0,19,47
Adv-ALSTM,stocknet,3,BABA.csv,20.41001000000002,-29.58998999999998,0.2828233499594835,0.4082002000000004,0.00565646699918967,22.990001999999997,0.20810116123673733,0,29,50
Adv-ALSTM,stocknet,3,MMM.csv,14.78089700000001,-23.21910299999999,0.1029153655019914,0.3889709736842108,0.0027082990921576686,9.698958999999974,0.15920880508473,0,20,38
Adv-ALSTM,stocknet,3,BCH.csv,6.576560000000015,-36.423439999999985,0.11333972449089293,0.15294325581395382,0.0026358075462998357,-2.461726000000013,0.19751843335164182,0,19,43
Adv-ALSTM,stocknet,3,AEP.csv,14.737298999999986,-24.262701000000014,0.28101370608954684,0.3778794615384612,0.007205479643321714,1.3037490000000176,0.49990960860236006,0,23,39
Adv-ALSTM,stocknet,3,HSBC.csv,4.815740999999981,-37.18425900000002,0.13917860650496425,0.11466049999999955,0.003313776345356292,0.7070149999999771,0.23192936764649075,0,20,42
Adv-ALSTM,stocknet,3,TM.csv,11.94919000000003,-32.05080999999997,0.10271248620387263,0.27157250000000066,0.002334374686451651,7.289413999999979,0.17360062339356735,0,24,44
Adv-ALSTM,stocknet,3,EXC.csv,0.26522699999999944,-44.734773000000004,0.009606592195249404,0.005893933333333321,0.00021347982656109787,-1.5846710000000037,0.012510939479809016,0,21,45
Adv-ALSTM,stocknet,3,CHL.csv,12.489847000000005,-30.510152999999995,0.2324098331528706,0.290461558139535,0.0054048798407644325,-3.264885000000014,0.38779492785920294,0,19,43
Adv-ALSTM,stocknet,3,MDT.csv,6.708037000000033,-30.291962999999967,0.09882341070880636,0.18129829729729818,0.002670902992129902,10.358795000000029,0.16789037780505367,0,23,37
Adv-ALSTM,stocknet,3,MCD.csv,-13.29468700000001,-43.29468700000001,-0.13294833290477243,-0.4431562333333337,-0.004431611096825747,18.209784999999982,-0.24374384556945214,0,20,30
Adv-ALSTM,stocknet,3,WMT.csv,10.24226700000002,-28.75773299999998,0.1759532467080806,0.26262223076923125,0.004511621710463605,-2.6633950000000013,0.20957515429385531,0,20,39
Adv-ALSTM,stocknet,3,UL.csv,4.159314999999999,-32.840685,0.10471955993224882,0.1124139189189189,0.0028302583765472656,2.610537000000015,0.18584147216958183,0,20,37
Adv-ALSTM,stocknet,3,RDS-B.csv,4.519135000000013,-46.48086499999999,0.10139349839600745,0.08861049019607868,0.0019881078116864206,0.25119699999998346,0.088708997076216,0,23,51
Adv-ALSTM,stocknet,3,BSAC.csv,3.8834899999999983,-38.116510000000005,0.23298333173795965,0.09246404761904758,0.005547222184237134,-0.6714559999999921,0.301904774521813,0,17,42
Adv-ALSTM,stocknet,3,MSFT.csv,-1.9968890000000172,-41.99688900000002,-0.0453407224437902,-0.04992222500000043,-0.001133518061094755,9.674129000000015,-0.046675343424044786,0,23,40
