method,dataset,run,ticker filename,total log return,avg log return,sharpe ratio,total trading days skipped,total trading days successful,total trading days
Adv-ALSTM,stocknet,1,BSAC.csv,0.265246860640873,0.006315401443830309,0.3518648816734443,0,17,42
Adv-ALSTM,stocknet,1,T.csv,0.06882997313992989,0.001966570661140854,0.1613835776354828,0,17,35
Adv-ALSTM,stocknet,1,SNP.csv,0.2734826185376707,0.006215514057674334,0.24593082717055675,0,21,44
Adv-ALSTM,stocknet,1,SPLP.csv,0.13103882210050624,0.003639967280569618,0.2210301007268036,0,14,36
Adv-ALSTM,stocknet,1,CSCO.csv,0.0465882284874838,0.001109243535416281,0.06329082987049053,0,22,42
Adv-ALSTM,stocknet,2,MCD.csv,-0.0955426574330723,-0.0031847552477690766,-0.17695758403149708,0,20,30
Adv-ALSTM,stocknet,2,UNH.csv,0.1949717966066266,0.0042385173175353615,0.21633951335933613,0,25,46
Adv-ALSTM,stocknet,2,DUK.csv,0.002289516748578172,6.025044075205715e-05,0.0035029088051802687,0,21,38
Adv-ALSTM,stocknet,2,C.csv,0.02578202726125864,0.0005729339391390808,0.03048545661211766,0,20,45
Adv-ALSTM,stocknet,2,ABB.csv,0.30305091230145753,0.007215497911939465,0.6005446962299368,0,20,42
Adv-ALSTM,stocknet,2,BBL.csv,0.1586647062733632,0.0028332983263100573,0.09803965814183338,0,25,56
Adv-ALSTM,stocknet,2,PG.csv,0.03731661733575827,0.0010661890667359507,0.08147099242934765,0,21,35
Adv-ALSTM,stocknet,2,PPL.csv,0.22263792572252508,0.004839954907011415,0.3389236210088324,0,25,46
Adv-ALSTM,stocknet,2,HRG.csv,0.11114046792204631,0.002364690806852049,0.14448042565431712,0,25,47
Adv-ALSTM,stocknet,2,PEP.csv,-0.08771699598064878,-0.0025061998851613936,-0.2030609204199699,0,19,35
Adv-ALSTM,stocknet,2,KO.csv,-0.0345227806686617,-0.0009084942281226763,-0.07178101592454816,0,22,38
Adv-ALSTM,stocknet,2,AEP.csv,0.19772286242021384,0.005069816985133688,0.3328191568800191,0,23,39
Adv-ALSTM,stocknet,2,WMT.csv,0.18710511195858331,0.004797566973297008,0.22485265032285587,0,20,39
Adv-ALSTM,stocknet,2,DIS.csv,0.047721395133246775,0.0011362236936487326,0.07091544140296681,0,22,42
Adv-ALSTM,stocknet,2,V.csv,0.10287788800062561,0.002236475826100557,0.14316647282161374,0,26,46
Adv-ALSTM,stocknet,2,SO.csv,0.09181459127458497,0.0025504053131829157,0.18136068188041612,0,21,36
Adv-ALSTM,stocknet,2,PFE.csv,0.1056435797574606,0.002641089493936515,0.14156926684111223,0,18,40
Adv-ALSTM,stocknet,2,VZ.csv,0.01640010437048877,0.0003813977760578784,0.03131501063094093,0,21,43
Adv-ALSTM,stocknet,2,EXC.csv,0.005092340480117007,0.00011316312178037792,0.006401214146558574,0,21,45
Adv-ALSTM,stocknet,2,CELG.csv,0.18011718643568245,0.0035317095379545577,0.12454623115784924,0,26,51
Adv-ALSTM,stocknet,2,BA.csv,0.0027945190479669625,6.498881506899913e-05,0.003833661738667898,0,26,43
Adv-ALSTM,stocknet,2,CHL.csv,0.19115329478241772,0.004445425460056226,0.3100787050779087,0,19,43
Adv-ALSTM,stocknet,2,ORCL.csv,0.18937646365703353,0.0042083658590451895,0.2509577638715013,0,25,45
Adv-ALSTM,stocknet,2,BABA.csv,0.15981134528599678,0.0031962269057199356,0.12107669914726316,0,29,50
Adv-ALSTM,stocknet,2,BAC.csv,0.03161742169684621,0.0006873352542792655,0.034895781005694425,0,22,46
Adv-ALSTM,stocknet,2,NEE.csv,0.1032957051171365,0.002718308029398329,0.1771780282901463,0,20,38
Adv-ALSTM,stocknet,2,ABBV.csv,-0.15772391538283478,-0.002867707552415178,-0.10136805808317834,0,30,55
Adv-ALSTM,stocknet,2,CVX.csv,0.06564787580564388,0.001151717119397261,0.05419496383294285,0,29,57
Adv-ALSTM,stocknet,2,SLB.csv,0.08624537209076233,0.0017967785852242152,0.09109573964944234,0,21,48
Adv-ALSTM,stocknet,2,CHTR.csv,0.10852705132288672,0.0025839774124496837,0.1252833303535659,0,21,42
Adv-ALSTM,stocknet,2,CODI.csv,0.03539694632052482,0.0008427844362029719,0.06371617026973343,0,20,42
Adv-ALSTM,stocknet,2,TSM.csv,0.1706341721515004,0.004062718384559533,0.25470099135410207,0,21,42
Adv-ALSTM,stocknet,2,AGFS.csv,0.647794172332617,0.012955883446652341,0.22940853831776148,0,24,50
Adv-ALSTM,stocknet,2,PICO.csv,0.05297567374909326,0.000981030995353579,0.029962820491099867,0,27,54
Adv-ALSTM,stocknet,2,PM.csv,-0.006309484465299803,-0.00017052660717026494,-0.01217078652944788,0,22,37
Adv-ALSTM,stocknet,2,FB.csv,-0.044259477763421984,-0.0008678328973219997,-0.04956414369710537,0,30,51
Adv-ALSTM,stocknet,2,BCH.csv,-0.002257472360873116,-5.249935722960735e-05,-0.0036751115376936106,0,19,43
Adv-ALSTM,stocknet,2,GE.csv,-0.14292535394131772,-0.003862847403819398,-0.24779588277967415,0,22,37
Adv-ALSTM,stocknet,2,D.csv,0.11421607621195187,0.003461093218543996,0.2520932318862927,0,15,33
Adv-ALSTM,stocknet,2,HD.csv,-0.013600395534924248,-0.0003675782577006554,-0.024711952394108703,0,24,37
Adv-ALSTM,stocknet,2,PTR.csv,0.2055120779407836,0.0037365832352869747,0.15904008720156207,0,27,55
Adv-ALSTM,stocknet,2,MDT.csv,0.1485470221540154,0.004014784382540957,0.2710022064120137,0,23,37
Adv-ALSTM,stocknet,2,DHR.csv,0.11467102535316745,0.003583469542286483,0.226360196076014,0,15,32
Adv-ALSTM,stocknet,2,GOOG.csv,0.12896878720868882,0.002931108800197473,0.1594796890942641,0,25,44
Adv-ALSTM,stocknet,2,NGG.csv,0.08661407208871702,0.0028871357362905675,0.1829541030286647,0,14,30
Adv-ALSTM,stocknet,2,PCLN.csv,0.1554461006309868,0.003532865923431518,0.16361894884884776,0,24,44
Adv-ALSTM,stocknet,2,JPM.csv,0.10308170986079905,0.0027126765752841855,0.15024671230315628,0,19,38
Adv-ALSTM,stocknet,2,MRK.csv,0.03709743180103784,0.0010026332919199417,0.05487978157952727,0,20,37
Adv-ALSTM,stocknet,2,REX.csv,0.35066312704009955,0.006493761611853695,0.20648811546256998,0,27,54
Adv-ALSTM,stocknet,2,SRE.csv,0.13727782113933237,0.0033482395399837164,0.2161157413396543,0,19,41
Adv-ALSTM,stocknet,2,WFC.csv,0.1708864407332427,0.0040687247793629215,0.28858071975908883,0,19,42
Adv-ALSTM,stocknet,2,HON.csv,0.19206911930126955,0.004924849212853065,0.297814113910745,0,20,39
Adv-ALSTM,stocknet,2,AMZN.csv,0.18925609270502647,0.003942835264688051,0.2013540009211197,0,30,48
Adv-ALSTM,stocknet,2,BRK-A.csv,-0.037347971692896574,-0.0009336992923224144,-0.06383551218361029,0,17,40
Adv-ALSTM,stocknet,2,BP.csv,0.17979472355474313,0.003995438301216514,0.17670686133437966,0,19,45
Adv-ALSTM,stocknet,2,XOM.csv,0.11920865755619117,0.0025914925555693734,0.13651278743399956,0,22,46
Adv-ALSTM,stocknet,2,HSBC.csv,0.13464107144647838,0.0032057397963447232,0.22546563694870025,0,20,42
Adv-ALSTM,stocknet,2,LMT.csv,0.11016173326553394,0.0026868715430618034,0.20384503654110533,0,20,41
Adv-ALSTM,stocknet,2,BUD.csv,-0.024976153710868386,-0.0005946703264492472,-0.041638382328928435,0,25,42
Adv-ALSTM,stocknet,2,SNY.csv,0.31682040398856137,0.007367916371827009,0.3700372394075884,0,19,43
Adv-ALSTM,stocknet,2,RDS-B.csv,0.17113440287959697,0.003355576527050921,0.14826354216570684,0,23,51
Adv-ALSTM,stocknet,2,JNJ.csv,0.01270220553753459,0.0003735942805157232,0.029067778129749793,0,21,34
Adv-ALSTM,stocknet,2,INTC.csv,0.10789430726132797,0.0025091699363099526,0.15822985942296602,0,26,43
Adv-ALSTM,stocknet,2,MO.csv,0.01923354729459366,0.0004931678793485553,0.03280708511426188,0,23,39
Adv-ALSTM,stocknet,2,MMM.csv,0.014440581147561266,0.00038001529335687545,0.022400489945774645,0,20,38
Adv-ALSTM,stocknet,2,GD.csv,0.063389964025303,0.0014741852098907676,0.10915847018541418,0,21,43
Adv-ALSTM,stocknet,2,CMCSA.csv,0.11726886837723795,0.0030068940609548193,0.1976789052380664,0,19,39
Adv-ALSTM,stocknet,2,TOT.csv,0.10975429975662818,0.002552425575735539,0.13493204055782626,0,20,43
Adv-ALSTM,stocknet,2,TM.csv,0.06511314715293859,0.001479844253475877,0.11196984131191944,0,24,44
Adv-ALSTM,stocknet,2,UPS.csv,0.05769936925016203,0.0015184044539516325,0.11991150742911184,0,19,38
Adv-ALSTM,stocknet,2,AAPL.csv,-0.0020701940419612895,-4.500421830350629e-05,-0.0024521611863310973,0,20,46
Adv-ALSTM,stocknet,2,UTX.csv,0.13107136754307333,0.0033608042959762394,0.226268562161869,0,22,39
Adv-ALSTM,stocknet,2,MA.csv,0.21837647227050955,0.005459411806762739,0.37692651459857585,0,22,40
Adv-ALSTM,stocknet,2,CAT.csv,0.22627356317626204,0.004525471263525241,0.23380177687803408,0,25,50
Adv-ALSTM,stocknet,2,BHP.csv,-0.08454614744172267,-0.0014329855498597063,-0.056517015423072275,0,28,59
Adv-ALSTM,stocknet,2,UL.csv,0.143528747690515,0.0038791553429868915,0.26583748970988963,0,20,37
Adv-ALSTM,stocknet,2,AMGN.csv,0.400035435513568,0.008511392244969532,0.4469704027163678,0,26,47
Adv-ALSTM,stocknet,2,IEP.csv,0.09060061585883217,0.0017423195357467725,0.07926608867842073,0,23,52
Adv-ALSTM,stocknet,2,UN.csv,0.15971200765066568,0.003992800191266642,0.26499889533615056,0,21,40
Adv-ALSTM,stocknet,2,PCG.csv,0.06278459708581596,0.001569614927145399,0.10371988689644467,0,21,40
Adv-ALSTM,stocknet,2,NVS.csv,-0.03626901473064083,-0.0007716811644817198,-0.0627418933874544,0,19,47
Adv-ALSTM,stocknet,2,MSFT.csv,-0.09075570349981313,-0.002268892587495328,-0.10488127219530527,0,23,40
Adv-ALSTM,stocknet,2,BSAC.csv,0.16892888535690645,0.004022116318021582,0.21609635142214745,0,17,42
Adv-ALSTM,stocknet,2,T.csv,0.11139725861238416,0.0031827788174966904,0.26705128188191485,0,17,35
Adv-ALSTM,stocknet,2,SNP.csv,0.25525774604155427,0.005801312410035325,0.22863229694441187,0,21,44
Adv-ALSTM,stocknet,2,SPLP.csv,0.053583548605767396,0.001488431905715761,0.08854841111107342,0,14,36
Adv-ALSTM,stocknet,2,CSCO.csv,0.07824201191947963,0.001862905045701896,0.10669224529218424,0,22,42
Adv-ALSTM,stocknet,3,MCD.csv,0.09365705185901659,0.003121901728633886,0.1733554937046326,0,20,30
Adv-ALSTM,stocknet,3,UNH.csv,0.1355666053757122,0.0029471001168633083,0.14859894367195303,0,25,46
Adv-ALSTM,stocknet,3,DUK.csv,0.0661079428503454,0.0017396827065880368,0.10167856694062624,0,21,38
Adv-ALSTM,stocknet,3,C.csv,0.21341804556864286,0.00474262323485873,0.26086165081818846,0,20,45
Adv-ALSTM,stocknet,3,ABB.csv,0.2836764578817227,0.0067542013781362546,0.5497224590873266,0,20,42
Adv-ALSTM,stocknet,3,BBL.csv,0.2392182953378844,0.004271755273890793,0.1487436517971476,0,25,56
Adv-ALSTM,stocknet,3,PG.csv,0.06720190611677515,0.00192005446047929,0.14785505975165658,0,21,35
Adv-ALSTM,stocknet,3,PPL.csv,0.12759932122987838,0.0027738982876060517,0.18701227172168075,0,25,46
Adv-ALSTM,stocknet,3,HRG.csv,-0.032090152374776026,-0.0006827691994633197,-0.04131466595311699,0,25,47
Adv-ALSTM,stocknet,3,PEP.csv,-0.08178424640453713,-0.0023366927544153466,-0.1888038930124438,0,19,35
Adv-ALSTM,stocknet,3,KO.csv,-0.02192454849421227,-0.0005769618024792703,-0.045514516025143156,0,22,38
Adv-ALSTM,stocknet,3,AEP.csv,0.21688156420643134,0.005561065748882855,0.36935899236643027,0,23,39
Adv-ALSTM,stocknet,3,WMT.csv,0.06465210088229063,0.0016577461764689906,0.0759788536361924,0,20,39
Adv-ALSTM,stocknet,3,DIS.csv,0.05985983280113949,0.001425234114312845,0.08908520722676451,0,22,42
Adv-ALSTM,stocknet,3,V.csv,0.08063063935636378,0.001752839986007908,0.11175615941706203,0,26,46
Adv-ALSTM,stocknet,3,SO.csv,0.08299463357992304,0.0023054064883311957,0.16343382607468482,0,21,36
Adv-ALSTM,stocknet,3,PFE.csv,0.19580672426792053,0.004895168106698013,0.269218819965672,0,18,40
Adv-ALSTM,stocknet,3,VZ.csv,-0.003149452155330905,-7.324307337978848e-05,-0.0060107836593151645,0,21,43
Adv-ALSTM,stocknet,3,EXC.csv,0.019233345174075014,0.0004274076705350003,0.024183574555471852,0,21,45
Adv-ALSTM,stocknet,3,CELG.csv,0.25691408392798726,0.005037531057411515,0.17912125384900673,0,26,51
Adv-ALSTM,stocknet,3,BA.csv,0.01595932955897278,0.0003711471990458786,0.021899020080585474,0,26,43
Adv-ALSTM,stocknet,3,CHL.csv,0.16841667034591776,0.003916666752230646,0.27023683566869316,0,19,43
Adv-ALSTM,stocknet,3,ORCL.csv,0.15203400415345375,0.0033785334256323054,0.19920457111650566,0,25,45
Adv-ALSTM,stocknet,3,BABA.csv,0.33574410375144165,0.006714882075028833,0.26112172464448524,0,29,50
Adv-ALSTM,stocknet,3,BAC.csv,0.0856312812121488,0.0018615495915684523,0.0948851182371029,0,22,46
Adv-ALSTM,stocknet,3,NEE.csv,0.1674950526440353,0.004407764543264087,0.29515264990868356,0,20,38
Adv-ALSTM,stocknet,3,ABBV.csv,0.1356024565824783,0.0024654992105905145,0.08703203927995828,0,30,55
Adv-ALSTM,stocknet,3,CVX.csv,0.36041572936974164,0.006323082971398976,0.3114118568517198,0,29,57
Adv-ALSTM,stocknet,3,SLB.csv,0.13717791180671796,0.0028578731626399574,0.14584122484636058,0,21,48
Adv-ALSTM,stocknet,3,CHTR.csv,0.17267587370410598,0.004111330326288238,0.20183721401460075,0,21,42
Adv-ALSTM,stocknet,3,CODI.csv,0.05319280120836241,0.0012664952668657715,0.09600105449505851,0,20,42
Adv-ALSTM,stocknet,3,TSM.csv,0.13265350682180185,0.0031584168290905205,0.19545556396777566,0,21,42
Adv-ALSTM,stocknet,3,AGFS.csv,0.6402486790408491,0.012804973580816982,0.22659552079434894,0,24,50
Adv-ALSTM,stocknet,3,PICO.csv,0.07951048819115802,0.0014724164479844079,0.0449965874649965,0,27,54
Adv-ALSTM,stocknet,3,PM.csv,-0.07058681475878953,-0.0019077517502375549,-0.13746502026832966,0,22,37
Adv-ALSTM,stocknet,3,FB.csv,-0.08742369911586928,-0.0017141901787425349,-0.09825962078679873,0,30,51
Adv-ALSTM,stocknet,3,BCH.csv,0.18084483460755435,0.00420569382808266,0.30841119774915726,0,19,43
Adv-ALSTM,stocknet,3,GE.csv,-0.12911622366860512,-0.003489627666719057,-0.22256660259062683,0,22,37
Adv-ALSTM,stocknet,3,D.csv,0.11413249599083833,0.0034585604845708585,0.2518966811144347,0,15,33
Adv-ALSTM,stocknet,3,HD.csv,0.021320481923385703,0.0005762292411725866,0.03875709969829737,0,24,37
Adv-ALSTM,stocknet,3,PTR.csv,0.41868052178044174,0.007612373123280759,0.3380121963391543,0,27,55
Adv-ALSTM,stocknet,3,MDT.csv,0.19884480419974201,0.005374183897290325,0.37411587770990895,0,23,37
Adv-ALSTM,stocknet,3,DHR.csv,0.057783962486742266,0.0018057488277106958,0.11187924939682309,0,15,32
Adv-ALSTM,stocknet,3,GOOG.csv,0.219579107304417,0.004990434256918568,0.27849441177753986,0,25,44
Adv-ALSTM,stocknet,3,NGG.csv,0.10342541611776992,0.003447513870592331,0.22009333459498182,0,14,30
Adv-ALSTM,stocknet,3,PCLN.csv,0.1755038596642951,0.0039887240832794345,0.18543032677921592,0,24,44
Adv-ALSTM,stocknet,3,JPM.csv,0.06601749117031079,0.001737302399218705,0.09557251786090297,0,19,38
Adv-ALSTM,stocknet,3,MRK.csv,0.15844056732348408,0.004282177495229299,0.24090420246521602,0,20,37
Adv-ALSTM,stocknet,3,REX.csv,0.004958856286721618,9.183067197632626e-05,0.002858605138228783,0,27,54
Adv-ALSTM,stocknet,3,SRE.csv,0.1592852644564398,0.0038850064501570686,0.2528669614575267,0,19,41
Adv-ALSTM,stocknet,3,WFC.csv,0.08577907101058811,0.0020423588335854313,0.14044558415872732,0,19,42
Adv-ALSTM,stocknet,3,HON.csv,0.14626702419624402,0.0037504365178524105,0.22257982047657135,0,20,39
Adv-ALSTM,stocknet,3,AMZN.csv,0.20340181302898755,0.004237537771437241,0.21710209514574097,0,30,48
Adv-ALSTM,stocknet,3,BRK-A.csv,0.026587834305175286,0.0006646958576293821,0.04539741644869275,0,17,40
Adv-ALSTM,stocknet,3,BP.csv,0.22328538883086252,0.0049618975295747225,0.22137587811165307,0,19,45
Adv-ALSTM,stocknet,3,XOM.csv,0.1520025709150879,0.003304403715545389,0.17511406353583864,0,22,46
Adv-ALSTM,stocknet,3,HSBC.csv,0.19115083781923872,0.004551210424267589,0.328910482936005,0,20,42
Adv-ALSTM,stocknet,3,LMT.csv,-0.02020060877173524,-0.0004926977749203717,-0.03663323010831499,0,20,41
Adv-ALSTM,stocknet,3,BUD.csv,-0.040525392663764974,-0.0009648903015182136,-0.0676590837523836,0,25,42
Adv-ALSTM,stocknet,3,SNY.csv,0.41195117725920066,0.009580259936260481,0.5062820725755953,0,19,43
Adv-ALSTM,stocknet,3,RDS-B.csv,-0.04508851903162914,-0.0008840886084633164,-0.038661508662153475,0,23,51
Adv-ALSTM,stocknet,3,JNJ.csv,0.06573166139706452,0.0019332841587371918,0.15213737685121043,0,21,34
Adv-ALSTM,stocknet,3,INTC.csv,0.009392664661857258,0.00021843406190365718,0.013602662101507504,0,26,43
Adv-ALSTM,stocknet,3,MO.csv,0.018070957073026132,0.00046335787366733673,0.030822033640657068,0,23,39
