method,dataset,run,ticker filename,total log return,avg log return,sharpe ratio,total trading days skipped,total trading days successful,total trading days
Adv-ALSTM,stocknet,3,MMM.csv,-0.011685993266948672,-0.00030752613860391244,-0.01812591171739346,0,20,38
Adv-ALSTM,stocknet,3,GD.csv,0.06140709575842841,0.001428071994382056,0.10570424292631445,0,21,43
Adv-ALSTM,stocknet,3,CMCSA.csv,0.13574288052416478,0.003480586680106789,0.2303960442709608,0,19,39
Adv-ALSTM,stocknet,3,TOT.csv,0.25421079371525945,0.005911878923610685,0.3260727503516893,0,20,43
Adv-ALSTM,stocknet,3,TM.csv,0.1275615585800257,0.002899126331364221,0.2234629701312017,0,24,44
Adv-ALSTM,stocknet,3,UPS.csv,0.14500819238725524,0.0038160050628225062,0.3139319469122256,0,19,38
Adv-ALSTM,stocknet,3,AAPL.csv,0.0969942961452991,0.002108571655332589,0.11567320044844069,0,20,46
Adv-ALSTM,stocknet,3,UTX.csv,0.11302803970345796,0.0028981548641912294,0.1938192625145571,0,22,39
Adv-ALSTM,stocknet,3,MA.csv,0.13336390939517206,0.003334097734879302,0.22034500278667773,0,22,40
Adv-ALSTM,stocknet,3,CAT.csv,0.1895804546091946,0.003791609092183892,0.19427970711533263,0,25,50
Adv-ALSTM,stocknet,3,BHP.csv,0.29083506928175396,0.004929407953928033,0.1979308698398788,0,28,59
Adv-ALSTM,stocknet,3,UL.csv,0.04562742907986384,0.001233173758915239,0.08187831680629326,0,20,37
Adv-ALSTM,stocknet,3,AMGN.csv,0.2943032540314047,0.006261771362370314,0.3144397283414826,0,26,47
Adv-ALSTM,stocknet,3,IEP.csv,0.29372087836330146,0.005648478430063489,0.2651800795388168,0,23,52
Adv-ALSTM,stocknet,3,UN.csv,0.13215600626007382,0.0033039001565018456,0.21682892489892283,0,21,40
Adv-ALSTM,stocknet,3,PCG.csv,0.05407987579693305,0.0013519968949233263,0.08921280181191973,0,21,40
Adv-ALSTM,stocknet,3,NVS.csv,-0.037256899903929205,-0.0007926999979559405,-0.06445799751112272,0,19,47
Adv-ALSTM,stocknet,3,MSFT.csv,-0.006261275360132951,-0.00015653188400332379,-0.0071955200247562105,0,23,40
Adv-ALSTM,stocknet,3,BSAC.csv,0.2104956766139456,0.005011801824141562,0.27290081592966237,0,17,42
Adv-ALSTM,stocknet,3,T.csv,0.05804692505388865,0.0016584835729682472,0.13557705234730066,0,17,35
Adv-ALSTM,stocknet,3,SNP.csv,0.32002929706114663,0.00727339311502606,0.29113505174910836,0,21,44
Adv-ALSTM,stocknet,3,SPLP.csv,0.01845122944321135,0.0005125341512003152,0.030383406573966806,0,14,36
Adv-ALSTM,stocknet,3,CSCO.csv,0.07469516565046609,0.0017784563250110973,0.10180311994306147,0,22,42
Adv-ALSTM,stocknet,4,MCD.csv,-0.11859907963163614,-0.003953302654387872,-0.22161112385869144,0,20,30
Adv-ALSTM,stocknet,4,UNH.csv,0.15763655478392508,0.003426881625737502,0.17348129311030439,0,25,46
Adv-ALSTM,stocknet,4,DUK.csv,0.05046336033902657,0.0013279831668164886,0.07744473790933115,0,21,38
Adv-ALSTM,stocknet,4,C.csv,0.2116723844326312,0.004703830765169582,0.258581366923017,0,20,45
Adv-ALSTM,stocknet,4,ABB.csv,0.2671522103716465,0.006360766913610631,0.5088687786494224,0,20,42
Adv-ALSTM,stocknet,4,BBL.csv,-0.03650497197952862,-0.0006518744996344397,-0.022452779933875698,0,25,56
Adv-ALSTM,stocknet,4,PG.csv,-0.009787742731025223,-0.0002796497923150064,-0.0213012957040212,0,21,35
Adv-ALSTM,stocknet,4,PPL.csv,0.16510683999920633,0.003589279130417529,0.24495463088784,0,25,46
Adv-ALSTM,stocknet,4,HRG.csv,0.20757505986569755,0.004416490635440373,0.2773020256602778,0,25,47
Adv-ALSTM,stocknet,4,PEP.csv,-0.08178424640453713,-0.0023366927544153466,-0.1888038930124438,0,19,35
Adv-ALSTM,stocknet,4,KO.csv,0.003123607721156966,8.220020318834121e-05,0.006477741500938248,0,22,38
Adv-ALSTM,stocknet,4,AEP.csv,0.23630236251930462,0.006059034936392426,0.4078109290075236,0,23,39
Adv-ALSTM,stocknet,4,WMT.csv,0.13879726799603134,0.003558904307590547,0.16488620638745194,0,20,39
Adv-ALSTM,stocknet,4,DIS.csv,0.0029487811933648113,7.02090760324955e-05,0.004370777305615847,0,22,42
Adv-ALSTM,stocknet,4,V.csv,0.0948341289926978,0.0020616114998412566,0.13176539693001696,0,26,46
Adv-ALSTM,stocknet,4,SO.csv,0.16786329957320972,0.004662869432589159,0.3455551714825698,0,21,36
Adv-ALSTM,stocknet,4,PFE.csv,0.1706720533565673,0.0042668013339141825,0.23259280584575706,0,18,40
Adv-ALSTM,stocknet,4,VZ.csv,0.09315871642051957,0.0021664817772213854,0.1807403852724923,0,21,43
Adv-ALSTM,stocknet,4,EXC.csv,0.05629461447597818,0.001250991432799515,0.07094430970460752,0,21,45
Adv-ALSTM,stocknet,4,CELG.csv,0.3764269652333152,0.007380920886927749,0.2675137965598761,0,26,51
Adv-ALSTM,stocknet,4,BA.csv,0.09508913099536322,0.0022113751394270517,0.13159843331902618,0,26,43
Adv-ALSTM,stocknet,4,CHL.csv,0.18303859819795634,0.004256711585998984,0.29570845608487756,0,19,43
Adv-ALSTM,stocknet,4,ORCL.csv,0.1368038324621021,0.003040085165824491,0.1785607715320734,0,25,45
Adv-ALSTM,stocknet,4,BABA.csv,0.2241573377586835,0.00448314675517367,0.17106895830488794,0,29,50
Adv-ALSTM,stocknet,4,BAC.csv,0.16443346056285602,0.0035746404470186092,0.18449898158109623,0,22,46
Adv-ALSTM,stocknet,4,NEE.csv,0.21336924262094917,0.005614980068972346,0.38692437415489067,0,20,38
Adv-ALSTM,stocknet,4,ABBV.csv,0.2594279063172988,0.004716871023950887,0.16824070704939445,0,30,55
Adv-ALSTM,stocknet,4,CVX.csv,0.15824883384124155,0.0027762953305480974,0.13159049203194625,0,29,57
Adv-ALSTM,stocknet,4,SLB.csv,0.11271048103142117,0.002348135021487941,0.11940794316545739,0,21,48
Adv-ALSTM,stocknet,4,CHTR.csv,0.16133457474539947,0.0038412993986999874,0.18808267312656604,0,21,42
Adv-ALSTM,stocknet,4,CODI.csv,0.11605336382524628,0.0027631753291725305,0.21326981859280045,0,20,42
Adv-ALSTM,stocknet,4,TSM.csv,0.1940886337801749,0.004621157947147021,0.2925811798600195,0,21,42
Adv-ALSTM,stocknet,4,AGFS.csv,0.7469201207813749,0.0149384024156275,0.2668842786701029,0,24,50
Adv-ALSTM,stocknet,4,PICO.csv,-0.1687385576488277,-0.0031247881046079203,-0.09583954155825523,0,27,54
Adv-ALSTM,stocknet,4,PM.csv,0.003301327086854147,8.922505640146343e-05,0.006367798581429726,0,22,37
Adv-ALSTM,stocknet,4,FB.csv,-0.11342771584107561,-0.0022240728596289337,-0.1279179250417107,0,30,51
Adv-ALSTM,stocknet,4,BCH.csv,0.1550445098584845,0.003605686275778709,0.2610647331537441,0,19,43
Adv-ALSTM,stocknet,4,GE.csv,-0.14292535394131772,-0.003862847403819398,-0.24779588277967415,0,22,37
Adv-ALSTM,stocknet,4,D.csv,0.1297521575522111,0.003931883562188215,0.2891500512722179,0,15,33
Adv-ALSTM,stocknet,4,HD.csv,0.02105948956802187,0.0005691753937303208,0.03828193984222479,0,24,37
Adv-ALSTM,stocknet,4,PTR.csv,0.3873822734301762,0.00704331406236684,0.3101578253031063,0,27,55
Adv-ALSTM,stocknet,4,MDT.csv,0.15780393141907662,0.004264971119434503,0.2892966836414626,0,23,37
Adv-ALSTM,stocknet,4,DHR.csv,-0.06351277891388754,-0.0019847743410589857,-0.12313684705108952,0,15,32
Adv-ALSTM,stocknet,4,GOOG.csv,0.25392474727188624,0.00577101698345196,0.3264543849124,0,25,44
Adv-ALSTM,stocknet,4,NGG.csv,0.09837146971898153,0.0032790489906327175,0.20884003577264523,0,14,30
Adv-ALSTM,stocknet,4,PCLN.csv,0.16484203457895338,0.003746409876794395,0.1738056311400615,0,24,44
Adv-ALSTM,stocknet,4,JPM.csv,0.11399240230085413,0.002999800060548793,0.16658055686981274,0,19,38
Adv-ALSTM,stocknet,4,MRK.csv,0.03338299647634595,0.00090224314800935,0.04937032865247847,0,20,37
Adv-ALSTM,stocknet,4,REX.csv,0.41971761076346475,0.0077725483474715695,0.24950664131400488,0,27,54
Adv-ALSTM,stocknet,4,SRE.csv,0.08337022662835993,0.002033420161667315,0.12931018366947136,0,19,41
Adv-ALSTM,stocknet,4,WFC.csv,0.16755278589877096,0.003989352045208832,0.28248593070763633,0,19,42
Adv-ALSTM,stocknet,4,HON.csv,0.23710310164304896,0.0060795667087961275,0.3767348714449422,0,20,39
Adv-ALSTM,stocknet,4,AMZN.csv,0.15225292442403648,0.00317193592550076,0.16081508757351093,0,30,48
Adv-ALSTM,stocknet,4,BRK-A.csv,0.12865815056495794,0.0032164537641239483,0.22507436923892493,0,17,40
Adv-ALSTM,stocknet,4,BP.csv,0.3870896267830812,0.008601991706290692,0.4046541976779689,0,19,45
Adv-ALSTM,stocknet,4,XOM.csv,0.13151924616397995,0.0028591140470430425,0.15092292028179627,0,22,46
Adv-ALSTM,stocknet,4,HSBC.csv,0.15321347454396797,0.0036479398700944754,0.2585594468472051,0,20,42
Adv-ALSTM,stocknet,4,LMT.csv,0.11268552134217291,0.0027484273498090952,0.20872119246224316,0,20,41
Adv-ALSTM,stocknet,4,BUD.csv,-0.08304377519897878,-0.001977232742832828,-0.1396973916323877,0,25,42
Adv-ALSTM,stocknet,4,SNY.csv,0.3063201627120992,0.007123724714234865,0.3561496417364679,0,19,43
Adv-ALSTM,stocknet,4,RDS-B.csv,0.10693969997096288,0.002096856862175743,0.0920213254307394,0,23,51
Adv-ALSTM,stocknet,4,JNJ.csv,0.04690755788377212,0.0013796340554050623,0.10793881639754492,0,21,34
Adv-ALSTM,stocknet,4,INTC.csv,0.07433696839179622,0.0017287667067859586,0.10829050006889629,0,26,43
Adv-ALSTM,stocknet,4,MO.csv,0.03820678302562412,0.0009796611032211312,0.06527645177122617,0,23,39
Adv-ALSTM,stocknet,4,MMM.csv,0.14544048268921317,0.0038273811234003467,0.2316856058985011,0,20,38
Adv-ALSTM,stocknet,4,GD.csv,0.06077756586185572,0.0014134317642292026,0.1046083857153347,0,21,43
Adv-ALSTM,stocknet,4,CMCSA.csv,0.13443611841780584,0.003447079959430919,0.22805907969382724,0,19,39
Adv-ALSTM,stocknet,4,TOT.csv,0.23072874325757917,0.005365784726920446,0.2931544175208536,0,20,43
Adv-ALSTM,stocknet,4,TM.csv,0.0875028890755187,0.001988702024443607,0.15125566278219935,0,24,44
Adv-ALSTM,stocknet,4,UPS.csv,0.07156231442672459,0.0018832188007032787,0.1493162492646772,0,19,38
Adv-ALSTM,stocknet,4,AAPL.csv,0.15734064829290392,0.003420448875932694,0.18977009320392182,0,20,46
Adv-ALSTM,stocknet,4,UTX.csv,0.14739036505025163,0.0037792401294936316,0.25622689004611965,0,22,39
Adv-ALSTM,stocknet,4,MA.csv,0.21197149357237474,0.0052992873393093685,0.364340178004629,0,22,40
Adv-ALSTM,stocknet,4,CAT.csv,0.3660790965071534,0.007321581930143068,0.39657096828402005,0,25,50
Adv-ALSTM,stocknet,4,BHP.csv,-0.02545397993180441,-0.000431423388674651,-0.016990275788568154,0,28,59
Adv-ALSTM,stocknet,4,UL.csv,-0.0323820034247283,-0.0008751892817494136,-0.05801032426155223,0,20,37
Adv-ALSTM,stocknet,4,AMGN.csv,0.3608927252843402,0.007678568623071068,0.3957868605058532,0,26,47
Adv-ALSTM,stocknet,4,IEP.csv,0.14272814679808837,0.0027447720538093918,0.1254691698010015,0,23,52
Adv-ALSTM,stocknet,4,UN.csv,0.10206672789484358,0.0025516681973710895,0.16585548811047626,0,21,40
Adv-ALSTM,stocknet,4,PCG.csv,0.06080571391075523,0.0015201428477688809,0.10041641517389313,0,21,40
Adv-ALSTM,stocknet,4,NVS.csv,-0.07007854971715749,-0.0014910329727054784,-0.12190105823349032,0,19,47
Adv-ALSTM,stocknet,4,MSFT.csv,-0.08032285836808332,-0.002008071459202083,-0.09271135792409461,0,23,40
Adv-ALSTM,stocknet,4,BSAC.csv,0.3478731363877186,0.00828269372351711,0.48410749841093853,0,17,42
Adv-ALSTM,stocknet,4,T.csv,0.08049815079812343,0.0022999471656606693,0.1896790828861871,0,17,35
Adv-ALSTM,stocknet,4,SNP.csv,0.2110632119529182,0.004796891180748141,0.18746844420212816,0,21,44
Adv-ALSTM,stocknet,4,SPLP.csv,0.104303784444271,0.0028973273456741945,0.17433700985656933,0,14,36
Adv-ALSTM,stocknet,4,CSCO.csv,-0.030693516229065562,-0.0007307980054539419,-0.04164928344465451,0,22,42
Adv-ALSTM,stocknet,5,MCD.csv,0.011713367841431689,0.0003904455947143896,0.021356662747518993,0,20,30
Adv-ALSTM,stocknet,5,UNH.csv,0.07052434373240977,0.0015331379072262995,0.07667541411712768,0,25,46
Adv-ALSTM,stocknet,5,DUK.csv,0.10812071146294144,0.002845281880603722,0.16779584797603556,0,21,38
Adv-ALSTM,stocknet,5,C.csv,0.22452710025508077,0.0049894911167795725,0.27546608790602417,0,20,45
Adv-ALSTM,stocknet,5,ABB.csv,0.22677096467829724,0.005399308682816601,0.4167790678387042,0,20,42
Adv-ALSTM,stocknet,5,BBL.csv,-0.007778164967709347,-0.00013889580299480977,-0.0047828732985391855,0,25,56
Adv-ALSTM,stocknet,5,PG.csv,-0.05103950434629715,-0.0014582715527513472,-0.11176425784820636,0,21,35
Adv-ALSTM,stocknet,5,PPL.csv,0.22453797577469978,0.004881260342928256,0.34216060220458505,0,25,46
Adv-ALSTM,stocknet,5,HRG.csv,0.11406010970063947,0.002426810844694457,0.14836014357668212,0,25,47
Adv-ALSTM,stocknet,5,PEP.csv,-0.12390326694424852,-0.0035400933412642437,-0.29308807328512093,0,19,35
Adv-ALSTM,stocknet,5,KO.csv,-0.05885213906449255,-0.0015487405016971724,-0.12298935140268115,0,22,38
Adv-ALSTM,stocknet,5,AEP.csv,0.1711763051086878,0.004389136028427893,0.28411731806456175,0,23,39
Adv-ALSTM,stocknet,5,WMT.csv,0.190976585301242,0.004896835520544667,0.2297545405721653,0,20,39
Adv-ALSTM,stocknet,5,DIS.csv,0.0600759556664827,0.0014303798968210168,0.08940947693673935,0,22,42
Adv-ALSTM,stocknet,5,V.csv,-0.04443248402446826,-0.0009659235657493101,-0.06131264346209867,0,26,46
Adv-ALSTM,stocknet,5,SO.csv,0.11105940894575636,0.0030849835818265656,0.22111396952310033,0,21,36
Adv-ALSTM,stocknet,5,PFE.csv,0.14213663819734162,0.0035534159549335405,0.1920785116402134,0,18,40
Adv-ALSTM,stocknet,5,VZ.csv,0.19622983383831188,0.004563484507867718,0.40468053618964644,0,21,43
Adv-ALSTM,stocknet,5,EXC.csv,-0.05908653513993495,-0.0013130341142207765,-0.07448226773121108,0,21,45
Adv-ALSTM,stocknet,5,CELG.csv,0.2753865174943456,0.005399735637144032,0.19247003477632765,0,26,51
Adv-ALSTM,stocknet,5,BA.csv,-0.06815857066152264,-0.0015850830386400616,-0.09392394788915276,0,26,43
Adv-ALSTM,stocknet,5,CHL.csv,0.15818208518690244,0.003678653143881452,0.2527038576814442,0,19,43
Adv-ALSTM,stocknet,5,ORCL.csv,0.16309500454466447,0.003624333434325877,0.21435433718661914,0,25,45
Adv-ALSTM,stocknet,5,BABA.csv,0.19389514473927108,0.0038779028947854214,0.1474207551255211,0,29,50
Adv-ALSTM,stocknet,5,BAC.csv,0.3084535500926241,0.006705511958535307,0.3623363610968212,0,22,46
Adv-ALSTM,stocknet,5,NEE.csv,0.22790285274038188,0.005997443493167945,0.417829443237573,0,20,38
Adv-ALSTM,stocknet,5,ABBV.csv,0.14651738259175504,0.0026639524107591826,0.09409823544931181,0,30,55
Adv-ALSTM,stocknet,5,CVX.csv,0.36725707177788397,0.006443106522419017,0.3179249291408565,0,29,57
Adv-ALSTM,stocknet,5,SLB.csv,-0.03435974355880736,-0.0007158279908084866,-0.03616341580177428,0,21,48
Adv-ALSTM,stocknet,5,CHTR.csv,0.2333978245123798,0.005557091059818567,0.27764680295853095,0,21,42
Adv-ALSTM,stocknet,5,CODI.csv,-0.007752843747869235,-0.00018459151780641036,-0.013927938889653059,0,20,42
Adv-ALSTM,stocknet,5,TSM.csv,0.12456721977716408,0.0029658861851705734,0.18311795433153902,0,21,42
Adv-ALSTM,stocknet,5,AGFS.csv,0.8341396648184415,0.01668279329636883,0.3007628433977313,0,24,50
Adv-ALSTM,stocknet,5,PICO.csv,-0.11233708699245504,-0.0020803164257862045,-0.06363924394569441,0,27,54
Adv-ALSTM,stocknet,5,PM.csv,-0.18886187792816764,-0.005104375079139666,-0.39199118023342805,0,22,37
Adv-ALSTM,stocknet,5,FB.csv,0.08339548936882486,0.0016352056738985266,0.09369060068602923,0,30,51
Adv-ALSTM,stocknet,5,BCH.csv,0.03181676357267717,0.0007399247342483062,0.051867862798527745,0,19,43
Adv-ALSTM,stocknet,5,GE.csv,-0.1281436950979096,-0.0034633431107543135,-0.22080584829765174,0,22,37
Adv-ALSTM,stocknet,5,D.csv,0.06358844716002343,0.0019269226412128313,0.1372801130018128,0,15,33
Adv-ALSTM,stocknet,5,HD.csv,-0.014319545928407,-0.00038701475482181083,-0.026019536824474006,0,24,37
Adv-ALSTM,stocknet,5,PTR.csv,0.21485609134181696,0.0039064743880330354,0.16647070366463423,0,27,55
Adv-ALSTM,stocknet,5,MDT.csv,0.15989429948570297,0.004321467553667648,0.29346567993170036,0,23,37
Adv-ALSTM,stocknet,5,DHR.csv,-0.0228189609870499,-0.0007130925308453094,-0.04394229630668617,0,15,32
Adv-ALSTM,stocknet,5,GOOG.csv,0.22423606455424455,0.005096274194414649,0.2848858875591435,0,25,44
Adv-ALSTM,stocknet,5,NGG.csv,0.034981185786459756,0.0011660395262153252,0.07284254392128961,0,14,30
Adv-ALSTM,stocknet,5,PCLN.csv,0.06266595187622753,0.0014242261790051712,0.06521687059192807,0,24,44
Adv-ALSTM,stocknet,5,JPM.csv,0.13219308929894244,0.0034787655078669065,0.19413402324232656,0,19,38
Adv-ALSTM,stocknet,5,MRK.csv,0.0868276550701244,0.0023466933802736324,0.1293473942703553,0,20,37
Adv-ALSTM,stocknet,5,REX.csv,0.17761190483876452,0.0032891093488660096,0.10293775509330481,0,27,54
Adv-ALSTM,stocknet,5,SRE.csv,-0.07165711840552066,-0.0017477345952566015,-0.11089474134991242,0,19,41
Adv-ALSTM,stocknet,5,WFC.csv,0.22719416901260986,0.005409384976490711,0.3968835709518064,0,19,42
Adv-ALSTM,stocknet,5,HON.csv,0.0245545241248893,0.0006296031826894693,0.0364752057042647,0,20,39
Adv-ALSTM,stocknet,5,AMZN.csv,0.011396573219119313,0.00023742860873165236,0.01188244843583629,0,30,48
Adv-ALSTM,stocknet,5,BRK-A.csv,0.03906878182237363,0.0009767195455593408,0.06678989664622094,0,17,40
Adv-ALSTM,stocknet,5,BP.csv,0.19544328530861382,0.004343184117969196,0.1926462405367884,0,19,45
Adv-ALSTM,stocknet,5,XOM.csv,0.07381421739003406,0.0016046568997833493,0.08403686086780354,0,22,46
Adv-ALSTM,stocknet,5,HSBC.csv,0.12690182349818982,0.0030214719880521388,0.2118906129632837,0,20,42
Adv-ALSTM,stocknet,5,LMT.csv,0.015177547913481066,0.0003701840954507577,0.02751581177402712,0,20,41
Adv-ALSTM,stocknet,5,BUD.csv,0.0041066171683215805,9.777659924575192e-05,0.0068403385370527535,0,25,42
Adv-ALSTM,stocknet,5,SNY.csv,0.22955955412319648,0.005338594281934802,0.25961468428457674,0,19,43
Adv-ALSTM,stocknet,5,RDS-B.csv,-0.04122443531373729,-0.0008083222610536724,-0.035343799577738685,0,23,51
Adv-ALSTM,stocknet,5,JNJ.csv,0.009256473886752438,0.00027224923196330703,0.02117822950745283,0,21,34
Adv-ALSTM,stocknet,5,INTC.csv,0.1298932826390615,0.003020774014861895,0.19159858611524574,0,26,43
Adv-ALSTM,stocknet,5,MO.csv,0.11368047012157692,0.002914883849271203,0.1976470498114093,0,23,39
Adv-ALSTM,stocknet,5,MMM.csv,0.022329574349963705,0.0005876203776306238,0.03465046078272389,0,20,38
Adv-ALSTM,stocknet,5,GD.csv,0.15213292020249247,0.0035379748884300575,0.26992918978785324,0,21,43
Adv-ALSTM,stocknet,5,CMCSA.csv,0.06412840326647765,0.001644318032473786,0.10661241908431802,0,19,39
Adv-ALSTM,stocknet,5,TOT.csv,0.1616959621847932,0.003760371213599842,0.2009938910443833,0,20,43
Adv-ALSTM,stocknet,5,TM.csv,0.017684046870528658,0.0004019101561483786,0.03023075411360979,0,24,44
Adv-ALSTM,stocknet,5,UPS.csv,0.02077662082927233,0.000546753179717693,0.04290338702966666,0,19,38
Adv-ALSTM,stocknet,5,AAPL.csv,-0.09860217693176913,-0.0021435255854732422,-0.11761761478956502,0,20,46
Adv-ALSTM,stocknet,5,UTX.csv,0.2215300328376538,0.005680257252247533,0.4025673450420057,0,22,39
Adv-ALSTM,stocknet,5,MA.csv,0.17305996516190847,0.004326499129047712,0.29092801997749873,0,22,40
Adv-ALSTM,stocknet,5,CAT.csv,0.2651322941749711,0.005302645883499422,0.2768481566064092,0,25,50
Adv-ALSTM,stocknet,5,BHP.csv,-0.1372464766118981,-0.002326211467998273,-0.09199059352757359,0,28,59
Adv-ALSTM,stocknet,5,UL.csv,0.10320870224182552,0.0027894243849142034,0.18789167195058165,0,20,37
Adv-ALSTM,stocknet,5,AMGN.csv,0.33890022607640635,0.0072106431080086455,0.3682024227917797,0,26,47
Adv-ALSTM,stocknet,5,IEP.csv,0.021805881074538448,0.00041934386681804706,0.019020561258604157,0,23,52
Adv-ALSTM,stocknet,5,UN.csv,0.1801616017125998,0.0045040400428149946,0.30190661110818406,0,21,40
Adv-ALSTM,stocknet,5,PCG.csv,0.03894998707403552,0.0009737496768508879,0.06412795646282606,0,21,40
Adv-ALSTM,stocknet,5,NVS.csv,0.01513174515060825,0.0003219520244810266,0.026133086684197983,0,19,47
Adv-ALSTM,stocknet,5,MSFT.csv,-0.06107063699049065,-0.0015267659247622664,-0.07035906188788674,0,23,40
Adv-ALSTM,stocknet,5,BSAC.csv,0.3129087479558899,0.007450208284664046,0.4258014784645523,0,17,42
Adv-ALSTM,stocknet,5,T.csv,0.13297734521150825,0.003799352720328807,0.323877293272967,0,17,35
Adv-ALSTM,stocknet,5,SNP.csv,0.22277843398086009,0.005063146226837729,0.19828120893338036,0,21,44
Adv-ALSTM,stocknet,5,SPLP.csv,-0.0846624925513794,-0.0023517359042049837,-0.14075924448888555,0,14,36
Adv-ALSTM,stocknet,5,CSCO.csv,0.22302516112401857,0.005310122883905204,0.31760116939343486,0,22,42
Adv-ALSTM,kdd17,1,JPM.csv,0.5302508527041282,0.003734160934536114,0.18474182739110673,0,81,142
Adv-ALSTM,kdd17,1,MRK.csv,0.13976805538432588,0.0009195266801600387,0.055314840210556035,0,78,152
Adv-ALSTM,kdd17,1,CMCSA.csv,0.3690312318801907,0.0030002539177251277,0.20201079497707045,0,68,123
Adv-ALSTM,kdd17,1,UNH.csv,0.2929707172908275,0.0020778065056087057,0.13300574362776643,0,76,141
Adv-ALSTM,kdd17,1,BRK-B.csv,0.0007890458040878566,6.415006537299647e-06,0.0004888000857006731,0,70,123
Adv-ALSTM,kdd17,1,CHL.csv,0.1721204511770193,0.0010368701878133693,0.0672929268155788,0,79,166
Adv-ALSTM,kdd17,1,DUK.csv,0.007620901040348543,5.5223920582235824e-05,0.0038397931503168234,0,79,138
Adv-ALSTM,kdd17,1,TOT.csv,0.5498555091901145,0.0029883451586419267,0.146690120919734,0,99,184
Adv-ALSTM,kdd17,1,WFC.csv,0.07409850425552267,0.0004631156515970167,0.024910505430296985,0,77,160
Adv-ALSTM,kdd17,1,ORCL.csv,0.11241057282351952,0.0008713997893296086,0.05231160511750169,0,64,129
Adv-ALSTM,kdd17,1,TM.csv,-0.06348385358611874,-0.0003627648776349642,-0.020553479424066396,0,93,175
Adv-ALSTM,kdd17,1,VALE.csv,-0.18059346249630845,-0.0008246276826315455,-0.016501994727584225,0,117,219
Adv-ALSTM,kdd17,1,UPS.csv,0.22848655426749948,0.002040058520245531,0.1725553019418379,0,63,112
Adv-ALSTM,kdd17,1,DOW.csv,-0.045461582481586056,-0.0002895642196279367,-0.018225774716246108,0,81,157
Adv-ALSTM,kdd17,1,AAPL.csv,0.15202708696375783,0.0009561452010299234,0.051881653004064096,0,85,159
Adv-ALSTM,kdd17,1,AMZN.csv,0.5589135789933967,0.0033071809407893295,0.14696004176609243,0,89,169
Adv-ALSTM,kdd17,1,PG.csv,0.013135642665313365,0.00010343025720719184,0.008393252561959353,0,66,127
Adv-ALSTM,kdd17,1,BAC.csv,-0.422058802433825,-0.0022569989434963905,-0.09630372907509646,0,103,187
Adv-ALSTM,kdd17,1,MA.csv,0.5276117441307031,0.003426050286563007,0.21020756844926697,0,81,154
Adv-ALSTM,kdd17,1,NTT.csv,0.620319741201051,0.0036923794119110183,0.2106890178134691,0,85,168
Adv-ALSTM,kdd17,1,BHP.csv,0.9838305592885476,0.004662704072457571,0.148156910252113,0,108,211
Adv-ALSTM,kdd17,1,GOOGL.csv,0.1898534387629213,0.0013093340604339399,0.0790414959114499,0,79,145
Adv-ALSTM,kdd17,1,SYT.csv,0.28559424831365365,0.0025963113483059423,0.14836532673463784,0,53,110
Adv-ALSTM,kdd17,1,CVX.csv,0.19211549805379435,0.0012315096029089383,0.06570257762902945,0,86,156
Adv-ALSTM,kdd17,1,XOM.csv,0.18093877941943043,0.001340287254958744,0.08273606425163932,0,72,135
Adv-ALSTM,kdd17,1,DCM.csv,0.3699057061533726,0.00205503170085207,0.10957858305391542,0,92,180
Adv-ALSTM,kdd17,1,PEP.csv,-0.02894015452048331,-0.00025165351756942006,-0.02063626445769109,0,64,115
Adv-ALSTM,kdd17,1,KO.csv,-0.0439722612449587,-0.0004071505670829509,-0.03062981864847871,0,58,108
Adv-ALSTM,kdd17,1,RIO.csv,0.7181101801609635,0.003387312170570583,0.11214213602260271,0,108,212
Adv-ALSTM,kdd17,1,WMT.csv,0.09039117565473972,0.0006953167358056902,0.041957955641185485,0,68,130
Adv-ALSTM,kdd17,1,GE.csv,0.08252259986485401,0.0006347892297296462,0.042766459913903696,0,62,130
Adv-ALSTM,kdd17,1,DIS.csv,0.3778415023940609,0.00290647309533893,0.1995530242775534,0,66,130
Adv-ALSTM,kdd17,1,D.csv,0.41855515510034746,0.0029896796792881963,0.2196864533844216,0,79,140
Adv-ALSTM,kdd17,1,RDS-B.csv,0.1114072360700753,0.0006054741090764962,0.026252616439080827,0,100,184
Adv-ALSTM,kdd17,1,SO.csv,0.1267161325724806,0.0008986959756913517,0.07030551158924622,0,76,141
Adv-ALSTM,kdd17,1,HD.csv,-0.30204691809754736,-0.0021574779864110528,-0.1390594671208154,0,75,140
Adv-ALSTM,kdd17,1,NVS.csv,0.04137402071006671,0.00027955419398693725,0.01768321618601054,0,65,148
Adv-ALSTM,kdd17,1,JNJ.csv,-0.11853829888499548,-0.0011078345690186493,-0.0877032701757557,0,58,107
Adv-ALSTM,kdd17,1,PTR.csv,0.7569961083746641,0.004026575044546086,0.1619070408822386,0,90,188
Adv-ALSTM,kdd17,1,MSFT.csv,0.09799076788623515,0.0006757983992154148,0.036077598222473674,0,77,145
Adv-ALSTM,kdd17,1,INTC.csv,0.3981147711418258,0.0026899646698772014,0.14641911463986484,0,81,148
Adv-ALSTM,kdd17,1,T.csv,0.004993368707275646,4.059649355508655e-05,0.0031652452596959996,0,78,123
