method,dataset,dropout,run,prob,prob measure,total tes trading days skipped,total tes trading days profitable,total tes trading days averted loss by skipping,tes trading days averted loss by skipping percentage of total skipped,total tes trading days,total tes return,total tes return if without filtering,total tes log return,avg tes return,tes profit per trade,tes sharpe ratio,dropout tes acc,dropout tes mcc,tes acc,tes mcc,tes acc of y to log return,best benchmark tes total return,best benchmark tes total profit per trade,best benchmark tes avg sharpe ratio,best benchmark tes total log return,best benchmark tes acc
Adv-ALSTM,stocknet,0.05,1,1.0,entr,1497,1074,714,47.69539078156313,2223,-1460.768140999999,15591.000595000005,-2.811655698306187,-0.39267960779569866,-0.657115672964462,-0.0020857377834994756,49.91935483870968,0.012773976610369994,48.313090418353575,0.001545086419803759,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,1,0.9,entr,1101,1287,531,48.228882833787466,2619,1361.2524200000016,15591.000595000005,-2.8485706340958226,0.36592806989247356,0.5197603741886222,0.001698633569066409,49.91935483870968,0.012773976610369994,49.140893470790374,0.01866488214222562,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,1,0.8,entr,933,1395,471,50.482315112540185,2787,5991.219719000004,15591.000595000005,-2.0619721664845407,1.6105429352150549,2.1497020879081465,0.00640630377951609,49.91935483870968,0.012773976610369994,50.05382131324004,0.03667092425967762,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,1,0.7,entr,812,1462,417,51.35467980295566,2908,14007.443826,15591.000595000005,-1.7068324302614308,3.7654418887096774,4.816865139614856,0.014047429119791871,49.91935483870968,0.012773976610369994,50.27510316368639,0.03552575986459056,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,1,0.6,entr,668,1542,353,52.84431137724551,3052,13992.530800000004,15591.000595000005,-1.1811954535510962,3.761433010752689,4.584708650065532,0.01403244320550269,49.91935483870968,0.012773976610369994,50.524246395806024,0.04509287569575107,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,1,0.5,entr,523,1605,271,51.816443594646266,3197,15700.409197000004,15591.000595000005,-1.3815099405633413,4.220540106720431,4.910981919612138,0.015115365542657497,49.91935483870968,0.012773976610369994,50.20331560838286,0.036774450727624586,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,1,0.4,entr,397,1667,207,52.141057934508815,3323,15452.130429000008,15591.000595000005,-1.4973623360468489,4.153798502419357,4.650054297020767,0.014775183287070792,49.91935483870968,0.012773976610369994,50.1655130905808,0.032740883922823295,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,1,0.3,entr,293,1722,158,53.92491467576792,3427,19722.459364000006,15591.000595000005,-1.3284378597690292,5.301736388172045,5.755021699445581,0.018309307120438878,49.91935483870968,0.012773976610369994,50.24803034724249,0.03094853773315079,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,1,0.2,entr,175,1778,96,54.85714285714286,3545,17998.971443000002,15591.000595000005,-1.4585174068836615,4.8384331836021515,5.077283904936531,0.016627546900928145,49.91935483870968,0.012773976610369994,50.15514809590973,0.024472371715875296,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,1,0.1,entr,72,1827,42,58.333333333333336,3648,21414.49766200001,15591.000595000005,-1.4463706180716018,5.756585393010755,5.870202209978072,0.019582714719062803,49.91935483870968,0.012773976610369994,50.08223684210527,0.019354201894033547,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,1,0.0,entr,0,1857,0,100.0,3720,15591.000595000005,15591.000595000005,-1.6244019997645562,4.191129192204302,4.191129192204302,0.013898637988199687,49.91935483870968,0.012773976610369994,49.91935483870968,0.012773976610369994,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,1.0,std,2655,665,1231,46.365348399246706,1065,4155.260524999999,11618.835754999995,5.350970307346988,1.117005517473118,3.9016530751173697,0.007466719900363415,56.155913978494624,0.12269525405817666,62.441314553990615,0.2291045081105302,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.9,std,2474,764,1149,46.443007275666936,1246,621.7834919999996,11618.835754999995,5.734724234342163,0.16714609999999988,0.49902366934189374,0.0010398553540843104,56.155913978494624,0.12269525405817666,61.31621187800963,0.20862933619215154,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.8,std,2093,977,981,46.87052078356426,1627,7101.29337,11618.835754999995,6.424470701959503,1.9089498306451613,4.364654806392133,0.009885145362365858,56.155913978494624,0.12269525405817666,60.04917025199754,0.19251742200290148,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.7,std,1842,1125,878,47.66558089033659,1878,7137.370341000002,11618.835754999995,7.335049287657069,1.9186479411290327,3.8005166884984036,0.00993529902359368,56.155913978494624,0.12269525405817666,59.904153354632584,0.19252481037321115,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.6,std,1594,1266,771,48.36888331242158,2126,8823.38798,11618.835754999995,7.897541984401607,2.3718784892473117,4.150229529633114,0.010168678471626653,56.155913978494624,0.12269525405817666,59.54844778927564,0.1860137995195535,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.5,std,1321,1422,654,49.50794852384558,2399,10848.643868000001,11618.835754999995,8.598547900924956,2.916302115053764,4.522152508545227,0.01237127388689567,56.155913978494624,0.12269525405817666,59.274697790746146,0.18184859190005365,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.4,std,1051,1559,521,49.57183634633682,2669,14398.424542999997,11618.835754999995,8.234909862514026,3.8705442319892467,5.3946888508804784,0.015928240278171014,56.155913978494624,0.12269525405817666,58.41139003372049,0.16560581098427618,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.3,std,755,1724,390,51.65562913907284,2965,16530.187224,11618.835754999995,8.642073850840973,4.443598716129032,5.575105303204047,0.017419239821564115,56.155913978494624,0.12269525405817666,58.14502529510961,0.16024610315726406,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.2,std,441,1876,228,51.70068027210885,3279,6573.714073999999,11618.835754999995,8.295978361812338,1.7671274392473115,2.0047923372979564,0.006424864373627434,56.155913978494624,0.12269525405817666,57.2125648063434,0.14247844798829537,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.1,std,187,1998,96,51.33689839572193,3533,10190.866011999995,11618.835754999995,7.993332550312063,2.739480110752687,2.884479482592696,0.00911796531802472,56.155913978494624,0.12269525405817666,56.55250495329748,0.13005563549011848,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.0,std,0,2089,0,100.0,3720,11618.835754999995,11618.835754999995,7.76574789739033,3.123342944892472,3.123342944892472,0.010357196414177086,56.155913978494624,0.12269525405817666,56.155913978494624,0.12269525405817666,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,1.0,var,2655,665,1231,46.365348399246706,1065,4155.260524999999,11618.835754999995,5.350970307346988,1.117005517473118,3.9016530751173697,0.007466719900363415,56.155913978494624,0.12269525405817666,62.441314553990615,0.2291045081105302,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.9,var,1812,1146,869,47.95805739514349,1908,7151.772105000002,11618.835754999995,7.546645949223055,1.9225193830645166,3.7483082311320763,0.009955346459095973,56.155913978494624,0.12269525405817666,60.062893081761004,0.19649388748606159,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.8,var,1455,1340,706,48.52233676975945,2265,10830.226407,11618.835754999995,8.159860323065255,2.9113511846774194,4.781556912582782,0.012350293154901834,56.155913978494624,0.12269525405817666,59.16114790286976,0.1793944454546703,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.7,var,1209,1481,601,49.71050454921422,2511,10839.983774,11618.835754999995,8.541789032813732,2.913974132795699,4.316998715252887,0.012361384229240385,56.155913978494624,0.12269525405817666,58.98048586220629,0.17679311213609103,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.6,var,965,1605,481,49.84455958549223,2755,14397.324548999997,11618.835754999995,8.15805684011853,3.8702485346774185,5.225889128493647,0.01592701435467363,56.155913978494624,0.12269525405817666,58.257713248638844,0.16259370859883826,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.5,var,725,1738,374,51.58620689655172,2995,16526.110298,11618.835754999995,8.618864246388334,4.44250276827957,5.517899932554257,0.01741494126079166,56.155913978494624,0.12269525405817666,58.03005008347245,0.15798854674472076,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.4,var,513,1848,272,53.021442495126706,3207,6617.053162999998,11618.835754999995,8.673471212483811,1.7787777319892466,2.063315610539444,0.006467230387709873,56.155913978494624,0.12269525405817666,57.62394761459307,0.15057435227144902,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.3,var,339,1926,176,51.91740412979351,3381,6928.071145,11618.835754999995,8.146711928619531,1.8623847163978495,2.0491189426205265,0.0062555306997585085,56.155913978494624,0.12269525405817666,56.96539485359361,0.13769874308326802,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.2,var,199,1991,101,50.753768844221106,3521,7960.395049999997,11618.835754999995,8.0071607457737,2.1398911424731177,2.260833584209031,0.0071751124995239534,56.155913978494624,0.12269525405817666,56.54643567168418,0.12993439558281375,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.1,var,87,2042,40,45.97701149425287,3633,11656.011198999999,11618.835754999995,7.605671438521126,3.133336343817204,3.2083708227360304,0.010390379184716934,56.155913978494624,0.12269525405817666,56.20699146710707,0.12338429710856275,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.0,var,0,2089,0,100.0,3720,11618.835754999995,11618.835754999995,7.76574789739033,3.123342944892472,3.123342944892472,0.010357196414177086,56.155913978494624,0.12269525405817666,56.155913978494624,0.12269525405817666,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,1.0,entr,2655,665,1231,46.365348399246706,1065,4155.260524999999,11618.835754999995,5.350970307346988,1.117005517473118,3.9016530751173697,0.007466719900363415,56.155913978494624,0.12269525405817666,62.441314553990615,0.2291045081105302,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.9,entr,2030,1012,953,46.94581280788178,1690,7111.5739459999995,11618.835754999995,6.552607774188323,1.9117134263440858,4.2080319207100585,0.00989945123416099,56.155913978494624,0.12269525405817666,59.88165680473373,0.1898987350466997,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.8,entr,1733,1191,835,48.18234275822274,1987,8796.748908,11618.835754999995,7.772752050921104,2.3647174483870965,4.427150935078007,0.010137988090991023,56.155913978494624,0.12269525405817666,59.9396074484147,0.1927294241129019,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.7,entr,1455,1340,706,48.52233676975945,2265,10830.226407,11618.835754999995,8.159860323065255,2.9113511846774194,4.781556912582782,0.012350293154901834,56.155913978494624,0.12269525405817666,59.16114790286976,0.1793944454546703,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.6,entr,1231,1470,612,49.71567831031681,2489,10835.353948,11618.835754999995,8.556124936644274,2.9127295559139785,4.353296081960627,0.012356108237576286,56.155913978494624,0.12269525405817666,59.0598633989554,0.1783548618936223,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.5,entr,978,1601,490,50.10224948875256,2742,14412.540667999998,11618.835754999995,8.310024699674234,3.874338889247311,5.256214685630925,0.015943854049000408,56.155913978494624,0.12269525405817666,58.38803792851933,0.165134870133687,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.4,entr,725,1738,374,51.58620689655172,2995,16526.110298,11618.835754999995,8.618864246388334,4.44250276827957,5.517899932554257,0.01741494126079166,56.155913978494624,0.12269525405817666,58.03005008347245,0.15798854674472076,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.3,entr,470,1866,247,52.55319148936171,3250,6606.562014999999,11618.835754999995,8.479701465881938,1.7759575309139781,2.0327883123076917,0.006456974994110284,56.155913978494624,0.12269525405817666,57.41538461538461,0.14653521205024164,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.2,entr,285,1953,149,52.28070175438596,3435,7971.107563999996,11618.835754999995,8.104448992789967,2.1427708505376333,2.320555331586607,0.007184772750755977,56.155913978494624,0.12269525405817666,56.855895196506545,0.13558974658330783,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.1,entr,132,2027,70,53.03030303030303,3588,11698.664017,11618.835754999995,7.8540919746683855,3.1448021551075267,3.260497217670011,0.010428412971668301,56.155913978494624,0.12269525405817666,56.493868450390195,0.12907821646250708,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,2,0.0,entr,0,2089,0,100.0,3720,11618.835754999995,11618.835754999995,7.76574789739033,3.123342944892472,3.123342944892472,0.010357196414177086,56.155913978494624,0.12269525405817666,56.155913978494624,0.12269525405817666,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,3,1.0,std,3038,428,1449,47.69585253456221,682,-1950.8792669999998,13235.344143000004,3.2094923121562724,-0.5244299104838709,-2.8605267844574778,-0.004155237448918986,54.22043010752689,0.09398277093327861,62.75659824046921,0.2575191445153854,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,3,0.9,std,2848,528,1359,47.717696629213485,872,-2018.7474789999997,13235.344143000004,3.2198885802829893,-0.5426740534946236,-2.3150773841743115,-0.004299702917057797,54.22043010752689,0.09398277093327861,60.550458715596335,0.2167164474794635,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,3,0.8,std,2504,727,1214,48.48242811501598,1216,1737.6606049999996,13235.344143000004,3.916343312010431,0.46711306586021495,1.4289972080592102,0.0031744816842864607,54.22043010752689,0.09398277093327861,59.786184210526315,0.19714237673443336,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,3,0.7,std,2253,848,1084,48.113626276076346,1467,82.78762200000085,13235.344143000004,3.6284664719520827,0.022254737096774422,0.05643328016359976,0.0001427366731039509,54.22043010752689,0.09398277093327861,57.805044308111796,0.15818382487163046,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,3,0.6,std,2002,1001,986,49.25074925074925,1718,4504.951067000001,13235.344143000004,4.400632439017079,1.2110083513440864,2.6222066746216535,0.007049102525136454,54.22043010752689,0.09398277093327861,58.26542491268918,0.1677468068167852,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,3,0.5,std,1662,1193,838,50.42117930204573,2058,3489.438927000002,13235.344143000004,5.339285051316976,0.9380212169354843,1.695548555393587,0.005433195131828172,54.22043010752689,0.09398277093327861,57.968901846452866,0.16222566348924825,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,3,0.4,std,1319,1382,684,51.85746777862017,2401,1117.6054570000033,13235.344143000004,5.6864212004127745,0.30043157446236646,0.4654749925031251,0.0014588628964623612,54.22043010752689,0.09398277093327861,57.559350270720536,0.15655155636259896,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,3,0.3,std,938,1574,495,52.771855010660985,2782,11593.598667000002,13235.344143000004,5.771635909308617,3.1165587814516136,4.167361131200576,0.011500512639808355,54.22043010752689,0.09398277093327861,56.57800143781452,0.14007427937012365,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,3,0.2,std,571,1750,304,53.239929947460595,3149,6620.050257000009,13235.344143000004,5.624391972217707,1.7795834024193573,2.1022706436964143,0.006207552481098829,54.22043010752689,0.09398277093327861,55.57319784058431,0.11999062037144335,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.05,3,0.1,std,230,1919,132,57.391304347826086,3490,14237.170937,13235.344143000004,5.2265761059613105,3.8271964884408605,4.0794186065902585,0.012798727137081611,54.22043010752689,0.09398277093327861,54.985673352435526,0.10861081067541123,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
