method,dataset,dropout,run,prob,prob measure,total tes trading days skipped,total tes trading days profitable,total tes trading days averted loss by skipping,tes trading days averted loss by skipping percentage of total skipped,total tes trading days,total tes return,total tes return if without filtering,total tes log return,avg tes return,tes profit per trade,tes sharpe ratio,dropout tes acc,dropout tes mcc,tes acc,tes mcc,tes acc of y to log return,best benchmark tes total return,best benchmark tes total profit per trade,best benchmark tes avg sharpe ratio,best benchmark tes total log return,best benchmark tes acc
Adv-ALSTM,stocknet,0.25,2,0.1,std,601,1791,293,48.75207986688852,3119,9135.561317,1384.1532890000067,8.137019026817413,2.4557960529569893,2.9290033077909587,0.008520962053760534,56.424731182795696,0.12732349912962873,57.42225072138506,0.1471943156966805,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.0,std,0,2099,0,100.0,3720,1384.1532890000067,1384.1532890000067,8.722412277694637,0.3720842174731201,0.3720842174731201,0.0012337887920251677,56.424731182795696,0.12732349912962873,56.424731182795696,0.12732349912962873,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,1.0,var,2571,698,1170,45.5075845974329,1149,6264.033278999999,1384.1532890000067,5.664858872371053,1.6838799137096772,5.4517260913838115,0.009735296990115794,56.424731182795696,0.12732349912962873,60.74847693646649,0.18030002183967384,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.9,var,1868,1100,869,46.520342612419704,1852,10393.017144,1384.1532890000067,6.979780569036829,2.7938218129032255,5.611780315334773,0.015586894045565432,56.424731182795696,0.12732349912962873,59.395248380129594,0.18225747068423262,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.8,var,1603,1246,750,46.78727386150967,2117,8771.056030000002,1384.1532890000067,7.312822396833983,2.3578107607526886,4.1431535333018426,0.010876403885132948,56.424731182795696,0.12732349912962873,58.85687293339632,0.1742279687150412,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.7,var,1409,1357,667,47.338537970191624,2311,2115.3825490000004,1384.1532890000067,7.765010195929773,0.5686512228494625,0.9153537641713546,0.0023475213161295466,56.424731182795696,0.12732349912962873,58.719169190826484,0.17234953310118054,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.6,var,1247,1461,609,48.837209302325576,2473,2178.3084630000008,1384.1532890000067,8.516401454951826,0.5855667911290324,0.8808364185200165,0.0024173433088125204,56.424731182795696,0.12732349912962873,59.07804286291953,0.18033348652764622,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.5,var,1084,1545,530,48.8929889298893,2636,5890.986143,1384.1532890000067,8.245699072791961,1.5835984255376345,2.234820236342944,0.006434836981951077,56.424731182795696,0.12732349912962873,58.611532625189675,0.1706147090405178,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.4,var,921,1631,453,49.185667752442995,2799,19483.369049,1384.1532890000067,8.334474918804382,5.23746479811828,6.960832100392998,0.019585087210320998,56.424731182795696,0.12732349912962873,58.27081100392998,0.1641133026543735,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.3,var,767,1707,375,48.89178617992177,2953,11260.679273000003,1384.1532890000067,8.07097949807817,3.027064320698926,3.813301480866916,0.010579121648667355,56.424731182795696,0.12732349912962873,57.8056214019641,0.15471002448462695,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.2,var,612,1786,299,48.8562091503268,3108,9148.49172,1384.1532890000067,8.235840321486325,2.4592719677419357,2.9435301544401544,0.008533024825340078,56.424731182795696,0.12732349912962873,57.46460746460747,0.14807738156953448,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.1,var,414,1888,203,49.033816425120776,3306,10559.635854,1384.1532890000067,8.310679996913885,2.8386117887096773,3.194082230490018,0.009817246302213334,56.424731182795696,0.12732349912962873,57.108287961282514,0.14117856599724238,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.0,var,0,2099,0,100.0,3720,1384.1532890000067,1384.1532890000067,8.722412277694637,0.3720842174731201,0.3720842174731201,0.0012337887920251677,56.424731182795696,0.12732349912962873,56.424731182795696,0.12732349912962873,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,1.0,entr,2571,698,1170,45.5075845974329,1149,6264.033278999999,1384.1532890000067,5.664858872371053,1.6838799137096772,5.4517260913838115,0.009735296990115794,56.424731182795696,0.12732349912962873,60.74847693646649,0.18030002183967384,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.9,entr,2060,996,957,46.456310679611654,1660,8327.935727999999,1384.1532890000067,6.808280861705853,2.2386923999999997,5.016828751807228,0.012722090212926673,56.424731182795696,0.12732349912962873,60.0,0.19179249508704474,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.8,entr,1787,1146,834,46.67039731393397,1933,10427.501163,1384.1532890000067,7.2686267015651715,2.803091710483871,5.394465164511123,0.015638577190799346,56.424731182795696,0.12732349912962873,59.28608380755303,0.18074996894504744,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.7,entr,1594,1251,746,46.800501882057716,2126,8774.590693999999,1384.1532890000067,7.360332951674563,2.3587609392473117,4.127276902163687,0.010880787061555958,56.424731182795696,0.12732349912962873,58.84289746001882,0.17392256283360694,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.6,entr,1421,1349,671,47.22026741731175,2299,2120.2360290000006,1384.1532890000067,7.701703525629715,0.5699559217741937,0.9222427268377558,0.002352908245872449,56.424731182795696,0.12732349912962873,58.67768595041323,0.1713359778186711,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.5,entr,1254,1456,611,48.72408293460925,2466,2174.522684,1384.1532890000067,8.457094362482259,0.5845491086021506,0.8818015750202758,0.002413142117993355,56.424731182795696,0.12732349912962873,59.042984590429846,0.17959538470170475,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.4,entr,1084,1545,530,48.8929889298893,2636,5890.986143,1384.1532890000067,8.245699072791961,1.5835984255376345,2.234820236342944,0.006434836981951077,56.424731182795696,0.12732349912962873,58.611532625189675,0.1706147090405178,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.3,entr,899,1643,443,49.2769744160178,2821,11327.505368000002,1384.1532890000067,8.357414173310769,3.045028324731183,4.015421966678484,0.010641956499023995,56.424731182795696,0.12732349912962873,58.24175824175825,0.163404985352047,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.2,entr,714,1736,351,49.159663865546214,3006,11239.061644000001,1384.1532890000067,8.119176093316423,3.021253130107527,3.7388761290751833,0.010558800453680439,56.424731182795696,0.12732349912962873,57.75116433799069,0.15372947065346337,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.1,entr,491,1848,240,48.87983706720978,3229,10542.857225000002,1384.1532890000067,8.305395195008991,2.8341014045698927,3.2650533369464236,0.009801651646027967,56.424731182795696,0.12732349912962873,57.23134097243728,0.1432738830019686,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,0.0,entr,0,2099,0,100.0,3720,1384.1532890000067,1384.1532890000067,8.722412277694637,0.3720842174731201,0.3720842174731201,0.0012337887920251677,56.424731182795696,0.12732349912962873,56.424731182795696,0.12732349912962873,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,1.0,std,3040,430,1403,46.151315789473685,680,7838.815994,5261.130259000003,3.6281821674279904,2.1072086005376343,11.527670579411764,0.015468234559773857,55.564516129032256,0.11313994790698016,63.23529411764706,0.2664559414749129,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.9,std,2831,553,1317,46.52066407629813,889,9053.883931,5261.130259000003,4.278431757814069,2.4338397663978495,10.184346379077615,0.01709541290378581,55.564516129032256,0.11313994790698016,62.20472440944882,0.24233070712499868,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.8,std,2638,664,1235,46.81576952236543,1082,10648.534074000003,5261.130259000003,4.568130136393532,2.86250915967742,9.84152871903882,0.01862695290537764,55.564516129032256,0.11313994790698016,61.367837338262476,0.224743406782165,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.7,std,2468,766,1167,47.28525121555916,1252,12048.582401999996,5261.130259000003,5.459735846046182,3.238866237096773,9.62346837220447,0.020858440830117914,55.564516129032256,0.11313994790698016,61.18210862619809,0.22138605347704418,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.6,std,2268,878,1079,47.57495590828924,1452,15241.877024999998,5261.130259000003,5.68421661288127,4.09727877016129,10.497160485537188,0.023513600590933416,55.564516129032256,0.11313994790698016,60.46831955922865,0.20965762852366787,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.5,std,2068,982,983,47.53384912959381,1652,21589.612943,5261.130259000003,6.051547810072041,5.8036593932795695,13.068772967917676,0.028678799074831573,55.564516129032256,0.11313994790698016,59.44309927360775,0.19122387009744662,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.4,std,1849,1104,886,47.91779340183883,1871,18934.155726000005,5261.130259000003,6.475655733942283,5.089826808064517,10.119805305184396,0.023790065257729122,55.564516129032256,0.11313994790698016,59.00587920897915,0.18273753245532678,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.3,std,1552,1266,751,48.38917525773196,2168,4060.5518460000003,5261.130259000003,6.847311678370586,1.0915461951612904,1.8729482684501846,0.004246940322619909,55.564516129032256,0.11313994790698016,58.39483394833949,0.17143203088316059,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.2,std,1256,1432,621,49.44267515923567,2464,-646.2279879999987,5261.130259000003,7.142741611199542,-0.17371720107526847,-0.26226785227272675,-0.000659411914697637,55.564516129032256,0.11313994790698016,58.11688311688312,0.16582347678833073,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.1,std,856,1650,439,51.28504672897196,2864,-3751.922299,5261.130259000003,7.615903705877942,-1.008581263172043,-1.3100287356843574,-0.003550735348920803,55.564516129032256,0.11313994790698016,57.61173184357542,0.15568103272099978,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.0,std,0,2067,0,100.0,3720,5261.130259000003,5261.130259000003,7.316740029578544,1.4142823276881729,1.4142823276881729,0.004689646771343328,55.564516129032256,0.11313994790698016,55.564516129032256,0.11313994790698016,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,1.0,var,3040,430,1403,46.151315789473685,680,7838.815994,5261.130259000003,3.6281821674279904,2.1072086005376343,11.527670579411764,0.015468234559773857,55.564516129032256,0.11313994790698016,63.23529411764706,0.2664559414749129,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.9,var,2440,786,1159,47.5,1280,9615.783562999997,5261.130259000003,5.599310985445895,2.5848880545698916,7.512330908593748,0.016116991429821995,55.564516129032256,0.11313994790698016,61.40624999999999,0.22645187977225023,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.8,var,2170,924,1027,47.32718894009217,1550,15248.728618000001,5261.130259000003,5.631446155873311,4.09912059623656,9.837889430967742,0.023523817419211786,55.564516129032256,0.11313994790698016,59.61290322580645,0.19371504202272552,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.7,var,1969,1043,945,47.99390553580498,1751,23916.834206,5261.130259000003,6.466939774129935,6.4292565069892476,13.65895728498001,0.031244275957324152,55.564516129032256,0.11313994790698016,59.565962307252995,0.1936509224890518,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.6,var,1757,1155,845,48.09334092202618,1963,16824.732208,5261.130259000003,6.5620766748708546,4.522777475268818,8.570928277126848,0.020874532328026097,55.564516129032256,0.11313994790698016,58.83851248089659,0.1799225539352647,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.5,var,1531,1273,737,48.13847158719791,2189,985.1635509999996,5261.130259000003,6.667603204382875,0.2648289115591397,0.4500518734581999,0.0010112722498366025,55.564516129032256,0.11313994790698016,58.15440840566469,0.16690342018292706,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.4,var,1338,1382,653,48.804185351270554,2382,1072.7215749999987,5261.130259000003,6.986308835172171,0.2883660147849459,0.45034490973971397,0.0011011447944065983,55.564516129032256,0.11313994790698016,58.01847187237615,0.16442175871711923,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.3,var,1120,1506,559,49.910714285714285,2600,-4628.805940999998,5261.130259000003,7.218581929045734,-1.2443026723118273,-1.7803099773076914,-0.004453741790171542,55.564516129032256,0.11313994790698016,57.92307692307692,0.16190296384605093,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.2,var,882,1636,451,51.13378684807256,2838,-1527.3082889999996,5261.130259000003,7.526416597056929,-0.4105667443548386,-0.5381635972515855,-0.0014574322936533517,55.564516129032256,0.11313994790698016,57.646229739252995,0.15621070837662618,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.1,var,609,1770,312,51.231527093596064,3111,-3733.444397000001,5261.130259000003,7.463757328622917,-1.0036140852150541,-1.2000785589842498,-0.0035332314372141685,55.564516129032256,0.11313994790698016,56.89488910318226,0.1402795579246819,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.0,var,0,2067,0,100.0,3720,5261.130259000003,5261.130259000003,7.316740029578544,1.4142823276881729,1.4142823276881729,0.004689646771343328,55.564516129032256,0.11313994790698016,55.564516129032256,0.11313994790698016,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,1.0,entr,3040,430,1403,46.151315789473685,680,7838.815994,5261.130259000003,3.6281821674279904,2.1072086005376343,11.527670579411764,0.015468234559773857,55.564516129032256,0.11313994790698016,63.23529411764706,0.2664559414749129,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.9,entr,2586,697,1216,47.022428460943544,1134,10667.445351999999,5261.130259000003,5.086901937865862,2.8675928365591394,9.406918299823632,0.01866003890279153,55.564516129032256,0.11313994790698016,61.46384479717813,0.22624729291541865,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.8,entr,2380,817,1130,47.47899159663865,1340,11570.981053999998,5261.130259000003,5.692777875271335,3.1104787779569887,8.6350604880597,0.019011386651507037,55.564516129032256,0.11313994790698016,60.97014925373134,0.21811543072489656,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.7,entr,2167,924,1024,47.25426857406553,1553,15240.195979,5261.130259000003,5.566506053358456,4.096826876075268,9.81339084288474,0.02351064412668555,55.564516129032256,0.11313994790698016,59.49774629748873,0.19146866848205912,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.6,entr,1988,1036,957,48.138832997987926,1732,23922.022825,5261.130259000003,6.518760070499193,6.430651297043011,13.811791469399537,0.031251065165200216,55.564516129032256,0.11313994790698016,59.815242494226325,0.19868320808880224,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.5,entr,1774,1147,854,48.13979706877114,1946,16831.766821999998,5261.130259000003,6.6260096012465635,4.524668500537634,8.649417688591983,0.02088327003598579,55.564516129032256,0.11313994790698016,58.94141829393627,0.181485265907964,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.4,entr,1531,1273,737,48.13847158719791,2189,985.1635509999996,5261.130259000003,6.667603204382875,0.2648289115591397,0.4500518734581999,0.0010112722498366025,55.564516129032256,0.11313994790698016,58.15440840566469,0.16690342018292706,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.3,entr,1314,1401,648,49.31506849315068,2406,1104.4264590000012,5261.130259000003,7.129548247708248,0.29688883306451647,0.45903011596010024,0.001133689327979529,55.564516129032256,0.11313994790698016,58.22942643391521,0.16863163477538803,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.2,entr,1032,1555,520,50.3875968992248,2688,-1562.384872999999,5261.130259000003,7.27753982744358,-0.41999593360215026,-0.5812443723958329,-0.0014909057161296045,55.564516129032256,0.11313994790698016,57.84970238095239,0.16009179929898953,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.1,entr,711,1717,361,50.773558368495074,3009,-3756.7026140000007,5261.130259000003,7.341026397982318,-1.0098662940860217,-1.248488738451313,-0.0035552495673438636,55.564516129032256,0.11313994790698016,57.06214689265536,0.1441590895669207,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,0.0,entr,0,2067,0,100.0,3720,5261.130259000003,5261.130259000003,7.316740029578544,1.4142823276881729,1.4142823276881729,0.004689646771343328,55.564516129032256,0.11313994790698016,55.564516129032256,0.11313994790698016,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,1.0,std,2822,540,1335,47.306874557051735,898,5928.399915,-7713.672399000002,2.9781109706801683,1.5936558911290322,6.601781642538976,0.009617382504094088,54.48924731182796,0.1114584252721185,60.13363028953229,0.21115234348717984,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.9,std,2710,595,1278,47.15867158671587,1010,7190.692180000003,-7713.672399000002,3.2092961096668704,1.932981768817205,7.119497207920795,0.011575521628744697,54.48924731182796,0.1114584252721185,58.91089108910891,0.18905657041550328,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.8,std,2443,746,1162,47.56446991404012,1277,5760.786086,-7713.672399000002,3.7947678555716706,1.5485984102150538,4.511187224745497,0.009168278768440912,54.48924731182796,0.1114584252721185,58.41816758026624,0.18518360744578918,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.7,std,2236,857,1066,47.674418604651166,1484,10707.760127000005,-7713.672399000002,3.7783418208487576,2.878430141666668,7.215471783692726,0.014207396858383979,54.48924731182796,0.1114584252721185,57.74932614555256,0.1715509456211335,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.6,std,2015,985,973,48.287841191067,1705,9145.355026000001,-7713.672399000002,4.339547248894804,2.4584287704301078,5.363844590029326,0.012031455114162091,54.48924731182796,0.1114584252721185,57.77126099706745,0.17948703045102096,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.5,std,1782,1115,870,48.821548821548824,1938,1935.0480819999993,-7713.672399000002,4.7373220566233885,0.5201742155913976,0.9984768224974196,0.002299430407877623,54.48924731182796,0.1114584252721185,57.53353973168215,0.17269805993662124,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.4,std,1526,1249,748,49.0170380078637,2194,-2057.1047069999986,-7713.672399000002,5.109546961126577,-0.5529851362903222,-0.9376046978122144,-0.002336717007851022,54.48924731182796,0.1114584252721185,56.92798541476755,0.15874913616370293,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.3,std,1279,1384,636,49.72634870992964,2441,-4078.1227209999997,-7713.672399000002,5.368241032333165,-1.096269548655914,-1.6706770671855795,-0.004318576403826761,54.48924731182796,0.1114584252721185,56.69807455960672,0.1502507129372107,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.2,std,1009,1529,511,50.64420218037661,2711,-2119.117919999999,-7713.672399000002,5.700980454754226,-0.5696553548387093,-0.7816738915529321,-0.0021539048300038013,54.48924731182796,0.1114584252721185,56.39985245296938,0.14728092075597432,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.1,std,678,1681,332,48.96755162241888,3042,-12838.014766,-7713.672399000002,5.534719541737809,-3.451079238172043,-4.2202546896778435,-0.011970212894297633,54.48924731182796,0.1114584252721185,55.25969756738988,0.12595621343985453,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.0,std,0,2027,0,100.0,3720,-7713.672399000002,-7713.672399000002,5.71656529621897,-2.073567849193549,-2.073567849193549,-0.00687587163251769,54.48924731182796,0.1114584252721185,54.48924731182796,0.1114584252721185,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,1.0,var,2822,540,1335,47.306874557051735,898,5928.399915,-7713.672399000002,2.9781109706801683,1.5936558911290322,6.601781642538976,0.009617382504094088,54.48924731182796,0.1114584252721185,60.13363028953229,0.21115234348717984,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.9,var,2209,877,1059,47.9402444545043,1511,10720.808191000004,-7713.672399000002,3.943134059885348,2.881937685752689,7.095174183322306,0.014224710892824117,54.48924731182796,0.1114584252721185,58.04103242885507,0.17588868797415577,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.8,var,1901,1049,923,48.55339295107838,1819,7597.764106000002,-7713.672399000002,4.535097083705411,2.042409705913979,4.176890657504124,0.009914453583762238,54.48924731182796,0.1114584252721185,57.6690489279824,0.17643301524261823,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.7,var,1670,1177,820,49.101796407185624,2050,-2232.909753000001,-7713.672399000002,4.829768196433049,-0.6002445572580647,-1.0892242697560979,-0.0025365436014018446,54.48924731182796,0.1114584252721185,57.414634146341456,0.16853775461421502,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.6,var,1453,1291,717,49.34618031658638,2267,-771.5951539999996,-7713.672399000002,5.204827829363156,-0.20741805215053755,-0.34035957388619303,-0.0008447498957061371,54.48924731182796,0.1114584252721185,56.947507719453014,0.15928693050556078,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.5,var,1263,1387,623,49.32699920823436,2457,-6185.589443,-7713.672399000002,5.2138320925409545,-1.6627928610215053,-2.517537420838421,-0.006490931190670212,54.48924731182796,0.1114584252721185,56.45095645095645,0.14655229331873854,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.4,var,1090,1483,546,50.091743119266056,2630,-2114.0749109999997,-7713.672399000002,5.56738779517884,-0.5682997072580644,-0.8038307646387831,-0.0021487804663594214,54.48924731182796,0.1114584252721185,56.387832699619764,0.14640438810565984,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.3,var,905,1578,456,50.38674033149171,2815,-3603.70492,-7713.672399000002,5.69583142128992,-0.9687378817204302,-1.2801793676731794,-0.003618769067665227,54.48924731182796,0.1114584252721185,56.05683836589698,0.14037836398991774,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.2,var,702,1671,346,49.287749287749286,3018,-12836.686608999997,-7713.672399000002,5.54673347880674,-3.450722206720429,-4.253375284625578,-0.011968975422922079,54.48924731182796,0.1114584252721185,55.367793240556665,0.12772430034439378,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.1,var,478,1777,228,47.69874476987448,3242,-9922.097711000002,-7713.672399000002,5.478109423157417,-2.6672305674731187,-3.0604866474398524,-0.00918443300338249,54.48924731182796,0.1114584252721185,54.81184454040715,0.11982566817255505,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,0.0,var,0,2027,0,100.0,3720,-7713.672399000002,-7713.672399000002,5.71656529621897,-2.073567849193549,-2.073567849193549,-0.00687587163251769,54.48924731182796,0.1114584252721185,54.48924731182796,0.1114584252721185,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
