method,dataset,dropout,run,prob,prob measure,total tes trading days skipped,total tes trading days profitable,total tes trading days averted loss by skipping,tes trading days averted loss by skipping percentage of total skipped,total tes trading days,total tes return,total tes return if without filtering,total tes log return,avg tes return,tes profit per trade,tes sharpe ratio,dropout tes acc,dropout tes mcc,tes acc,tes mcc,tes acc of y to log return,best benchmark tes total return,best benchmark tes total profit per trade,best benchmark tes avg sharpe ratio,best benchmark tes total log return,best benchmark tes acc
Adv-ALSTM,stocknet,0.1,3,,var,843,1628,417,49.46619217081851,2877,-5433.076669,-5443.215652999999,6.3178017467428065,-1.4605044809139784,-1.8884520921098367,-0.00484320135740914,55.21505376344086,0.11507885563751072,56.586722280152934,0.14516918730219128,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.1,3,,entr,820,1641,407,49.63414634146341,2900,-5446.573966000002,-5443.215652999999,6.61531661516873,-1.4641327865591403,-1.878128953793104,-0.004855232462436046,55.21505376344086,0.11507885563751072,56.58620689655173,0.14218608057358564,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.1,4,,std,783,1645,377,48.148148148148145,2937,637.0961980000002,-12695.644565000002,5.378675280492013,0.17126241881720436,0.21692073476336404,0.0008396904980335975,55.13440860215054,0.11507574321804709,56.009533537623426,0.13102815151470118,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.1,4,,var,774,1654,377,48.708010335917315,2946,-2218.7180340000004,-12695.644565000002,5.719793869939012,-0.5964295790322582,-0.7531290000000002,-0.0028489514781781635,55.13440860215054,0.11507574321804709,56.1439239646979,0.13515921088316984,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.1,4,,entr,786,1642,377,47.96437659033079,2934,-2257.669029999998,-12695.644565000002,5.423158736351025,-0.60690027688172,-0.7694850136332646,-0.0028989614474183123,55.13440860215054,0.11507574321804709,55.964553510565786,0.13240938117801807,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.1,5,,std,578,1759,294,50.86505190311419,3142,16512.914392,23805.161113000006,5.868943983804745,4.43895548172043,5.255542454487587,0.019507190994578354,54.91935483870968,0.09986873329425223,55.98345003182686,0.12202407665363509,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.1,5,,var,594,1742,293,49.32659932659932,3126,16511.493795000002,23805.161113000006,5.735645956496791,4.4385736008064525,5.281987778310941,0.019505516410933003,54.91935483870968,0.09986873329425223,55.72616762635957,0.11719878082868074,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.1,5,,entr,576,1753,286,49.65277777777778,3144,16487.140728000002,23805.161113000006,5.665101235648121,4.432027077419355,5.244001503816794,0.019476673564163296,54.91935483870968,0.09986873329425223,55.75699745547074,0.11722428550839786,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,1,,std,985,1609,460,46.7005076142132,2735,7410.924755999998,7594.377013000001,8.121278549490874,1.9921840741935477,2.7096617023765988,0.0066061632484420854,57.36559139784946,0.1463237968805335,58.82998171846435,0.1753957559875486,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,1,,var,949,1633,448,47.20758693361433,2771,7411.670719000002,7594.377013000001,8.025835064557786,1.9923846018817208,2.6747277946589683,0.00660682722462678,57.36559139784946,0.1463237968805335,58.93179357632624,0.17774234596994815,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,1,,entr,964,1625,455,47.19917012448133,2756,7443.8855989999975,7594.377013000001,8.232218470690338,2.0010445158602144,2.7009744553701007,0.006635549626291178,57.36559139784946,0.1463237968805335,58.9622641509434,0.17815562038376473,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,,std,1026,1571,498,48.53801169590643,2694,1534.2599030000006,1384.1532890000067,8.41433503430155,0.41243545779569907,0.569509986265776,0.0013676247728615033,56.424731182795696,0.12732349912962873,58.314773570898296,0.1631156642389079,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,,var,902,1637,440,48.78048780487805,2818,1514.4806630000003,1384.1532890000067,8.236339356299231,0.407118457795699,0.5374310372604685,0.0013499933474238673,56.424731182795696,0.12732349912962873,58.09084457061746,0.15997861481930511,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,2,,entr,932,1612,445,47.74678111587983,2788,1498.2604850000016,1384.1532890000067,8.02471613737313,0.40275819489247355,0.5373961567431856,0.0013355349042657265,56.424731182795696,0.12732349912962873,57.81922525107605,0.154205265819654,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,,std,1098,1511,542,49.362477231329684,2622,-4089.6208149999984,5261.130259000003,7.20629050633728,-1.0993604341397845,-1.5597333390541566,-0.003870393795176474,55.564516129032256,0.11313994790698016,57.627765064836,0.15411348642055883,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,,var,1007,1555,495,49.15590863952334,2713,-4911.193112000001,5261.130259000003,7.207334642224049,-1.320213202150538,-1.810244420199042,-0.004725524064982772,55.564516129032256,0.11313994790698016,57.31662366384077,0.1475006406747523,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,3,,entr,1038,1555,526,50.67437379576107,2682,-1860.340639000001,5261.130259000003,7.557915351012847,-0.5000915696236562,-0.6936393135719615,-0.0017752579336958625,55.564516129032256,0.11313994790698016,57.97912005965698,0.16112157978127156,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,,std,770,1631,374,48.57142857142857,2950,10870.866700999999,-7713.672399000002,5.642458655350838,2.922275994892473,3.685039559661017,0.01442349709651281,54.48924731182796,0.1114584252721185,55.288135593220346,0.12788041941315387,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,,var,651,1688,312,47.926267281105986,3069,-3900.1632929999996,-7713.672399000002,5.573719092059376,-1.0484309927419353,-1.2708254457478005,-0.0039166697311477485,54.48924731182796,0.1114584252721185,55.00162919517758,0.1197979207120125,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,4,,entr,760,1646,379,49.868421052631575,2960,10874.011194,-7713.672399000002,5.823076623782007,2.9231212887096776,3.6736524304054057,0.014427659911134592,54.48924731182796,0.1114584252721185,55.60810810810811,0.13619974830554427,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,5,,std,749,1711,372,49.66622162883845,2971,19455.002514,5000.320515,7.602425522529257,5.229839385483871,6.548301081790643,0.032184059906349455,56.12903225806451,0.12678673518098713,57.59003702457085,0.15786795945494758,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,5,,var,599,1794,305,50.918196994991646,3121,4587.254931999999,5000.320515,7.818317668434765,1.2331330462365588,1.4698029259852607,0.004616005666234539,56.12903225806451,0.12678673518098713,57.48157641781481,0.15441587783099184,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.25,5,,entr,719,1728,359,49.93045897079277,3001,14993.619258,5000.320515,7.735547512855452,4.0305428112903225,4.996207683438854,0.02353547975509254,56.12903225806451,0.12678673518098713,57.58080639786738,0.15654929391535868,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.5,1,,std,945,1648,487,51.53439153439153,2775,13868.584079,7545.1612589999995,8.991089978478284,3.7281139997311827,4.997687956396397,0.014342655797316872,56.612903225806456,0.13195416358693945,59.38738738738739,0.18683021632906033,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.5,1,,var,865,1683,442,51.09826589595375,2855,13874.008459000002,7545.1612589999995,8.898330043157603,3.7295721663978503,4.859547621366025,0.014348262784752607,56.612903225806456,0.13195416358693945,58.9492119089317,0.17818793135313063,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.5,1,,entr,904,1667,465,51.43805309734514,2816,13863.768651999999,7545.1612589999995,8.888602356929209,3.7268195301075266,4.923213299715909,0.014337667979130863,56.612903225806456,0.13195416358693945,59.19744318181818,0.1829095881570845,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.5,2,,std,639,1794,295,46.165884194053206,3081,7903.613788000002,10891.525027000003,8.710956562859273,2.124627362365592,2.565275491074327,0.007963731728810515,57.47311827956989,0.14904043191462338,58.22784810126582,0.16434143128519813,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.5,2,,var,603,1808,273,45.27363184079602,3117,7886.044418000001,10891.525027000003,8.440009679073729,2.1199044134408607,2.530011042027591,0.007946026855913132,57.47311827956989,0.14904043191462338,58.00449149823548,0.15986566164530494,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.5,2,,entr,599,1819,280,46.744574290484145,3121,7963.537269000001,10891.525027000003,8.939829130536815,2.140735825,2.551597971483499,0.008024076146809202,57.47311827956989,0.14904043191462338,58.28260173021468,0.16542836719184853,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.5,3,,std,697,1768,328,47.05882352941176,3023,11637.913508000001,23780.879853000002,8.997393370559166,3.12847137311828,3.8497894502150185,0.012060413920877653,57.446236559139784,0.15234160575963918,58.484948726430694,0.1748715400061564,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.5,3,,var,676,1786,325,48.07692307692308,3044,11695.920354,23780.879853000002,9.10443934316124,3.1440646112903226,3.8422865814717477,0.012120547686815619,57.446236559139784,0.15234160575963918,58.67279894875165,0.17776283956282204,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.5,3,,entr,659,1789,311,47.192716236722305,3061,11675.585216999996,23780.879853000002,8.968620449392617,3.138598176612902,3.814304219862789,0.012099471120629562,57.446236559139784,0.15234160575963918,58.44495262985953,0.1739024939188135,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.5,4,,std,662,1812,311,46.97885196374622,3058,6578.909667000001,14239.254277,9.97878966730727,1.7685241040322583,2.151376607913669,0.006793558797472898,58.14516129032258,0.16297140009823163,59.254414650098106,0.18516477633915215,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.5,4,,var,651,1811,299,45.92933947772657,3069,5532.895562000003,14239.254277,9.898987054821609,1.4873375166666676,1.8028333535353547,0.005701135627927003,58.14516129032258,0.16297140009823163,59.00944933202997,0.18025815467040202,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.5,4,,entr,625,1829,291,46.56,3095,5545.2109150000015,14239.254277,10.174246760228966,1.490648095430108,1.791667500807755,0.005713824196411743,58.14516129032258,0.16297140009823163,59.09531502423263,0.18198977959038118,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.5,5,,std,547,1784,243,44.424131627056674,3173,15853.380428000004,19822.527547,7.249082495486659,4.261661405376345,4.99633798550268,0.017037201018066266,56.12903225806451,0.1272458776452066,56.22439331862591,0.1302373831752565,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.5,5,,var,536,1789,237,44.21641791044777,3184,15835.362825000004,19822.527547,7.304722743955617,4.256817963709678,4.973417972675881,0.01701783767028301,56.12903225806451,0.1272458776452066,56.187185929648244,0.1293774470681282,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.5,5,,entr,515,1800,227,44.07766990291262,3205,15843.227341000007,19822.527547,7.285096919095205,4.25893208091398,4.943284661778473,0.01702628937504404,56.12903225806451,0.1272458776452066,56.16224648985959,0.12871729836156445,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.95,1,,std,443,1899,213,48.081264108352144,3277,17350.449865000006,28625.995835,9.358930716233576,4.66409942607527,5.294613935001528,0.016805231782923827,57.23118279569892,0.14335000005974272,57.949343912114735,0.15751476773875744,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.95,1,,var,404,1922,197,48.76237623762376,3316,17372.576618000006,28625.995835,9.828828667853468,4.670047477956991,5.23901586791315,0.016826668071382254,57.23118279569892,0.14335000005974272,57.96139927623643,0.15781829953862958,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.95,1,,entr,428,1912,211,49.29906542056075,3292,17374.115203,28625.995835,9.850237894872922,4.670461076075269,5.2776777651883355,0.016828158942583542,57.23118279569892,0.14335000005974272,58.080194410692584,0.16015319766569588,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.95,2,,std,258,2009,122,47.286821705426355,3462,5244.723915000001,5186.366420999999,10.134001595489458,1.4098720201612907,1.5149404722703643,0.004675075893628578,57.66129032258065,0.1540426031840698,58.03004043905256,0.16172787504029001,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.95,2,,var,231,2022,108,46.75324675324675,3489,5242.169210000005,5186.366420999999,10.20602222589358,1.4091852715053776,1.5024847262826038,0.004672798384063872,57.66129032258065,0.1540426031840698,57.953568357695616,0.16016590413481344,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.95,2,,entr,242,2019,116,47.93388429752066,3478,5247.403985000003,5186.366420999999,10.212231500859366,1.4105924690860223,1.5087418013226,0.004677464822036268,57.66129032258065,0.1540426031840698,58.05060379528465,0.16201709152699628,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.95,3,,std,361,1963,170,47.091412742382275,3359,21485.951963,21588.838775000004,10.941300027856443,5.77579353844086,6.396532290264959,0.019155598289321927,57.90322580645161,0.15653110969899833,58.44001190830605,0.1680785710034644,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.95,3,,var,346,1971,163,47.10982658959538,3374,21529.759169000004,21588.838775000004,11.072682159411094,5.7875696690860226,6.381078591879077,0.019194571125567883,57.90322580645161,0.15653110969899833,58.4173088322466,0.16747672463081723,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.95,3,,entr,350,1969,165,47.14285714285714,3370,21527.222062,21588.838775000004,11.05289648386951,5.786887651075269,6.3878997216617215,0.01919230926474177,57.90322580645161,0.15653110969899833,58.42729970326409,0.16776497556099235,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.95,4,,std,432,1847,211,48.842592592592595,3288,13336.611565999998,14085.936187,6.84204136879441,3.5851106360215046,4.056147069951337,0.012261882198205854,55.59139784946237,0.12287922787257656,56.173965936739656,0.13533507175966505,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.95,4,,var,404,1867,203,50.24752475247525,3316,13403.786642,14085.936187,6.955229437545297,3.6031684521505376,4.042155199638118,0.012323616606485944,55.59139784946237,0.12287922787257656,56.30277442702051,0.13711117943408282,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.95,4,,entr,407,1865,204,50.122850122850124,3313,13396.033021999998,14085.936187,6.906741471662192,3.601084145698924,4.043475104738906,0.012316485586728017,55.59139784946237,0.12287922787257656,56.29338967702988,0.13697913056225827,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.95,5,,std,451,1842,211,46.78492239467849,3269,11441.287046999996,11537.350868999994,8.437953000075913,3.075614797580644,3.499934856836952,0.01039103221303668,55.96774193548387,0.11671169669689489,56.34750688283879,0.1244273876724364,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.95,5,,var,444,1847,209,47.072072072072075,3276,11443.249776999997,11537.350868999994,8.576546619764764,3.0761424131720423,3.4930554874847366,0.010392814389140475,55.96774193548387,0.11671169669689489,56.37973137973138,0.12553531596531584,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.95,5,,entr,446,1846,210,47.08520179372198,3274,11443.361065999998,11537.350868999994,8.504054846490192,3.076172329569892,3.49522329444105,0.010392915676733247,55.96774193548387,0.11671169669689489,56.383628588882104,0.12560996352839135,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.9,1,,std,564,1837,272,48.226950354609926,3156,23678.257646,28625.355353000003,9.54536937398341,6.365123023118279,7.50261649112801,0.02150413355846749,57.23118279569892,0.1433318377440643,58.20659062103929,0.16244256887322472,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.9,1,,var,543,1845,259,47.697974217311234,3177,23662.274398,28625.355353000003,9.49550238241114,6.360826451075269,7.44799320050362,0.021489570287903745,57.23118279569892,0.1433318377440643,58.07365439093485,0.15965702028456027,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
Adv-ALSTM,stocknet,0.9,1,,entr,552,1842,265,48.007246376811594,3168,26438.985695999996,28625.355353000003,9.54952186807043,7.107254219354838,8.345639424242423,0.023728872256879825,57.23118279569892,0.1433318377440643,58.14393939393939,0.16119814693493528,100.0,21585.955813,5.802676293817204,0.01924456118077938,11.548503636747625,57.822580645161295
