method,dataset,dropout,avg total val predicted return,avg total tes predicted return,avg val predicted return,avg tes predicted return,avg val sharpe ratio,avg tes sharpe ratio,prob,prob measure
Adv-ALSTM,kdd17,0.5,1.0413940018912393,2.2046300519028037,0.00012904510556273102,0.0002980035214791571,0.013218767458545642,0.029326173054271057,0.3,std
Adv-ALSTM,kdd17,0.5,0.4988445461163923,1.942992411990641,6.181468972941665e-05,0.00026263752527583685,0.009099242464220673,0.035299303426015546,0.2,std
Adv-ALSTM,kdd17,0.5,0.20364431763583135,0.8852018390873664,2.523473576652185e-05,0.00011965420912237988,0.005948930417316565,0.024855477623660763,0.1,std
Adv-ALSTM,kdd17,0.5,0.0,0.0,0.0,0.0,,,0.0,std
Adv-ALSTM,kdd17,0.5,-0.05860405869145724,8.037461415684204,-7.261965141444514e-06,0.0010864370661914306,-0.0003705777660608792,0.05454037427482447,1.0,var
Adv-ALSTM,kdd17,0.5,-0.05860405869145724,8.037461415684204,-7.261965141444514e-06,0.0010864370661914306,-0.0003705777660608792,0.05454037427482447,0.9,var
Adv-ALSTM,kdd17,0.5,-0.05860405869145724,8.037461415684204,-7.261965141444514e-06,0.0010864370661914306,-0.0003705777660608792,0.05454037427482447,0.8,var
Adv-ALSTM,kdd17,0.5,-0.05860405869145724,8.037461415684204,-7.261965141444514e-06,0.0010864370661914306,-0.0003705777660608792,0.05454037427482447,0.7,var
Adv-ALSTM,kdd17,0.5,-0.05860405869145724,8.037461415684204,-7.261965141444514e-06,0.0010864370661914306,-0.0003705777660608792,0.05454037427482447,0.6,var
Adv-ALSTM,kdd17,0.5,-0.05860405869145724,8.037461415684204,-7.261965141444514e-06,0.0010864370661914306,-0.0003705777660608792,0.05454037427482447,0.5,var
Adv-ALSTM,kdd17,0.5,-0.05860405869145724,8.037461415684204,-7.261965141444514e-06,0.0010864370661914306,-0.0003705777660608792,0.05454037427482447,0.4,var
Adv-ALSTM,kdd17,0.5,-0.05860405869145724,8.037461415684204,-7.261965141444514e-06,0.0010864370661914306,-0.0003705777660608792,0.05454037427482447,0.3,var
Adv-ALSTM,kdd17,0.5,1.505733488319979,5.234214507321786,0.0001865840753804187,0.0007075175057207064,0.01250424550520305,0.04607064113725652,0.2,var
Adv-ALSTM,kdd17,0.5,1.2498198163178045,2.332698821923399,0.00015487234402946772,0.00031531479074390365,0.015157881702563554,0.02912854724761043,0.1,var
Adv-ALSTM,kdd17,0.5,0.0,0.0,0.0,0.0,,,0.0,var
Adv-ALSTM,kdd17,0.5,-0.05860405869145724,8.037461415684204,-7.261965141444514e-06,0.0010864370661914306,-0.0003705777660608792,0.05454037427482447,1.0,entr
Adv-ALSTM,kdd17,0.5,-0.05860405869145724,8.037461415684204,-7.261965141444514e-06,0.0010864370661914306,-0.0003705777660608792,0.05454037427482447,0.9,entr
Adv-ALSTM,kdd17,0.5,-0.05860405869145724,8.037461415684204,-7.261965141444514e-06,0.0010864370661914306,-0.0003705777660608792,0.05454037427482447,0.8,entr
Adv-ALSTM,kdd17,0.5,-0.05860405869145724,8.037461415684204,-7.261965141444514e-06,0.0010864370661914306,-0.0003705777660608792,0.05454037427482447,0.7,entr
Adv-ALSTM,kdd17,0.5,1.32918555008486,5.446087828535827,0.00016470700744545972,0.000736156775957803,0.010844311315739583,0.047227213791194815,0.6,entr
Adv-ALSTM,kdd17,0.5,1.4369467835710092,4.2078405082384895,0.00017806032014510646,0.0005687808202539186,0.013862632182113258,0.042397047470496656,0.5,entr
Adv-ALSTM,kdd17,0.5,1.900662102110066,2.876435801813351,0.00023552194573854597,0.0003888126252789066,0.021560918967868086,0.033144352017028825,0.4,entr
Adv-ALSTM,kdd17,0.5,0.4570307990265961,2.370886785075645,5.663330842956581e-05,0.0003204767214214173,0.006098082436678059,0.03302417714177647,0.3,entr
Adv-ALSTM,kdd17,0.5,0.5228076026217718,2.1459453693720913,6.478408954420965e-05,0.00029007101505435136,0.008832851060602765,0.036840522794871565,0.2,entr
Adv-ALSTM,kdd17,0.5,0.29799089465070433,1.2686960691075044,3.692576141892247e-05,0.00017149176386962753,0.00686816505130034,0.02903877662427725,0.1,entr
Adv-ALSTM,kdd17,0.5,0.0,0.0,0.0,0.0,,,0.0,entr
