method,dataset,dropout,total val trading days skipped,total val trading days successful,total val trading days successfuly skipped,ratio of val trading days successfully skipped over total,total val trading days,total val log return,avg val log return,val sharpe ratio,val acc,val mcc,total tes trading days skipped,total tes trading days successful,total tes trading days successfuly skipped,ratio of tes trading days successfully skipped over total,total tes trading days,total tes log return,avg tes log return,tes sharpe ratio,tes acc,tes mcc,run,prob,prob measure,val acc filtered,val mcc filtered,tes acc filtered,tes mcc filtered,val gt acc,tes gt acc
Adv-ALSTM,kdd17,0.5,4575,1710,2322,0.5075409836065574,8070,-1.9285902474691352,-0.00023898268246209855,-0.018739057713919833,49.13258983890954,0.03808016326438247,4142,1789,2007,0.4845485272815065,7398,4.7008495561584995,0.0006354216756094214,0.04705351672300943,52.89267369559341,0.010486707152203331,1,0.4,std,77.57125154894672,0.5886474946766497,79.76480129764802,0.6287546899387189,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,6016,990,3043,0.5058178191489362,8070,-1.6598531137679804,-0.00020568192239999757,-0.020947807805709387,49.13258983890954,0.03808016326438247,5517,1058,2651,0.4805147725212978,7398,3.2090256996294175,0.00043376935653276796,0.04203636486473466,52.89267369559341,0.010486707152203331,1,0.3,std,86.7905824039653,0.63829312524111,88.6050283860503,0.6907417701149207,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,7000,525,3562,0.5088571428571429,8070,-0.688754163979028,-8.534748004696753e-05,-0.011701392688360557,49.13258983890954,0.03808016326438247,6378,601,3055,0.4789902790843525,7398,2.443310446966484,0.00033026634860320144,0.04292706021091588,52.89267369559341,0.010486707152203331,1,0.2,std,93.24659231722428,0.6706452988250671,94.25520410921871,0.7353752355761347,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,7674,195,3906,0.5089913995308835,8070,-0.34505747044312246,-4.275805086036214e-05,-0.009483585056127515,49.13258983890954,0.03808016326438247,6988,251,3315,0.47438465941614194,7398,1.3663593891576673,0.00018469307774502127,0.036594916893405965,52.89267369559341,0.010486707152203331,1,0.1,std,97.52168525402726,0.6813509454338077,97.85077047850771,0.7603205424606984,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,8070,0,4107,0.5089219330855018,8070,0.0,0.0,,49.13258983890954,0.03808016326438247,7398,0,3474,0.46958637469586373,7398,0.0,0.0,,52.89267369559341,0.010486707152203331,1,0.0,std,100.0,0.0,100.0,0.0,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.8644072425348979,0.00010711366078499354,0.005466082027839499,49.13258983890954,0.03808016326438247,50,3924,50,1.0,7398,8.43430008971914,0.0011400784116949363,0.05724179851941221,52.89267369559341,0.010486707152203331,1,1.0,var,49.13258983890954,0.03808016326438247,52.89267369559341,0.010486707152203331,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.8644072425348979,0.00010711366078499354,0.005466082027839499,49.13258983890954,0.03808016326438247,50,3924,50,1.0,7398,8.43430008971914,0.0011400784116949363,0.05724179851941221,52.89267369559341,0.010486707152203331,1,0.9,var,49.13258983890954,0.03808016326438247,52.89267369559341,0.010486707152203331,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.8644072425348979,0.00010711366078499354,0.005466082027839499,49.13258983890954,0.03808016326438247,50,3924,50,1.0,7398,8.43430008971914,0.0011400784116949363,0.05724179851941221,52.89267369559341,0.010486707152203331,1,0.8,var,49.13258983890954,0.03808016326438247,52.89267369559341,0.010486707152203331,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.8644072425348979,0.00010711366078499354,0.005466082027839499,49.13258983890954,0.03808016326438247,50,3924,50,1.0,7398,8.43430008971914,0.0011400784116949363,0.05724179851941221,52.89267369559341,0.010486707152203331,1,0.7,var,49.13258983890954,0.03808016326438247,52.89267369559341,0.010486707152203331,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.8644072425348979,0.00010711366078499354,0.005466082027839499,49.13258983890954,0.03808016326438247,50,3924,50,1.0,7398,8.43430008971914,0.0011400784116949363,0.05724179851941221,52.89267369559341,0.010486707152203331,1,0.6,var,49.13258983890954,0.03808016326438247,52.89267369559341,0.010486707152203331,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.8644072425348979,0.00010711366078499354,0.005466082027839499,49.13258983890954,0.03808016326438247,50,3924,50,1.0,7398,8.43430008971914,0.0011400784116949363,0.05724179851941221,52.89267369559341,0.010486707152203331,1,0.5,var,49.13258983890954,0.03808016326438247,52.89267369559341,0.010486707152203331,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.8644072425348979,0.00010711366078499354,0.005466082027839499,49.13258983890954,0.03808016326438247,50,3924,50,1.0,7398,8.43430008971914,0.0011400784116949363,0.05724179851941221,52.89267369559341,0.010486707152203331,1,0.4,var,49.13258983890954,0.03808016326438247,52.89267369559341,0.010486707152203331,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.8644072425348979,0.00010711366078499354,0.005466082027839499,49.13258983890954,0.03808016326438247,50,3924,50,1.0,7398,8.43430008971914,0.0011400784116949363,0.05724179851941221,52.89267369559341,0.010486707152203331,1,0.3,var,49.13258983890954,0.03808016326438247,52.89267369559341,0.010486707152203331,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,3420,2259,1716,0.5017543859649123,8070,-2.5894779185837544,-0.00032087706549984563,-0.021722633300029142,49.13258983890954,0.03808016326438247,3108,2338,1522,0.4897039897039897,7398,5.858203967923979,0.0007918632019361961,0.051694817518573924,52.89267369559341,0.010486707152203331,1,0.2,var,69.91325898389096,0.5291340996334204,73.1278723979454,0.5700532266707586,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,5776,1097,2910,0.503808864265928,8070,-2.1373062553622093,-0.00026484588046619696,-0.025456125204364924,49.13258983890954,0.03808016326438247,5313,1168,2557,0.48127235083756825,7398,3.741243994447082,0.0005057101911931714,0.04555162169014498,52.89267369559341,0.010486707152203331,1,0.1,var,85.09293680297397,0.6268196382314415,87.32089753987565,0.6827154528227254,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,8070,0,4107,0.5089219330855018,8070,0.0,0.0,,49.13258983890954,0.03808016326438247,7398,0,3474,0.46958637469586373,7398,0.0,0.0,,52.89267369559341,0.010486707152203331,1,0.0,var,100.0,0.0,100.0,0.0,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.8644072425348979,0.00010711366078499354,0.005466082027839499,49.13258983890954,0.03808016326438247,50,3924,50,1.0,7398,8.43430008971914,0.0011400784116949363,0.05724179851941221,52.89267369559341,0.010486707152203331,1,1.0,entr,49.13258983890954,0.03808016326438247,52.89267369559341,0.010486707152203331,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.8644072425348979,0.00010711366078499354,0.005466082027839499,49.13258983890954,0.03808016326438247,50,3924,50,1.0,7398,8.43430008971914,0.0011400784116949363,0.05724179851941221,52.89267369559341,0.010486707152203331,1,0.9,entr,49.13258983890954,0.03808016326438247,52.89267369559341,0.010486707152203331,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.8644072425348979,0.00010711366078499354,0.005466082027839499,49.13258983890954,0.03808016326438247,50,3924,50,1.0,7398,8.43430008971914,0.0011400784116949363,0.05724179851941221,52.89267369559341,0.010486707152203331,1,0.8,entr,49.13258983890954,0.03808016326438247,52.89267369559341,0.010486707152203331,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.8644072425348979,0.00010711366078499354,0.005466082027839499,49.13258983890954,0.03808016326438247,50,3924,50,1.0,7398,8.43430008971914,0.0011400784116949363,0.05724179851941221,52.89267369559341,0.010486707152203331,1,0.7,entr,49.13258983890954,0.03808016326438247,52.89267369559341,0.010486707152203331,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,3282,2331,1650,0.5027422303473492,8070,-2.5454926719934976,-0.00031542660123835164,-0.02105808903776134,49.13258983890954,0.03808016326438247,2978,2420,1474,0.4949630624580255,7398,6.2877114055094605,0.0008499204387009274,0.054620689038437184,52.89267369559341,0.010486707152203331,1,0.6,entr,69.09541511771995,0.522129815536432,72.43849689105164,0.5632884850927274,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,4575,1710,2322,0.5075409836065574,8070,-1.9285902474691352,-0.00023898268246209855,-0.018739057713919833,49.13258983890954,0.03808016326438247,4142,1789,2007,0.4845485272815065,7398,4.7008495561584995,0.0006354216756094214,0.04705351672300943,52.89267369559341,0.010486707152203331,1,0.5,entr,77.57125154894672,0.5886474946766497,79.76480129764802,0.6287546899387189,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,5434,1274,2745,0.5051527419948473,8070,-1.813169206206559,-0.00022468019903427002,-0.020253226398228817,49.13258983890954,0.03808016326438247,4955,1354,2385,0.48133198789101916,7398,3.7908818247929346,0.0005124198195178338,0.04283521005707588,52.89267369559341,0.010486707152203331,1,0.4,entr,82.96158612143742,0.6184275483189815,85.00946201676129,0.6667420448824277,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,6182,910,3129,0.5061468780329991,8070,-1.5662537945005122,-0.00019408349374231874,-0.020364320162659433,49.13258983890954,0.03808016326438247,5673,992,2741,0.483165873435572,7398,3.8406063969660895,0.0005191411728799796,0.05240802579194393,52.89267369559341,0.010486707152203331,1,0.3,entr,87.85625774473358,0.6432868946834593,89.83509056501757,0.704669835252416,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,6800,624,3461,0.5089705882352941,8070,-0.8139773026230885,-0.00010086459759889573,-0.012865006893472648,49.13258983890954,0.03808016326438247,6217,688,2981,0.47949171626186265,7398,2.8449129043472503,0.0003845516226476413,0.04613269828901032,52.89267369559341,0.010486707152203331,1,0.2,entr,92.00743494423791,0.6673475752435937,93.21438226547716,0.7260233120154731,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,7435,315,3787,0.5093476798924008,8070,-0.3954044062778822,-4.899682853505356e-05,-0.008451676937578248,49.13258983890954,0.03808016326438247,6763,380,3219,0.47597220168564247,7398,1.752074247807489,0.00023683079856819263,0.03883439362075236,52.89267369559341,0.010486707152203331,1,0.1,entr,96.04708798017349,0.6833736884416914,96.52608813192755,0.7492697715937171,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,8070,0,4107,0.5089219330855018,8070,0.0,0.0,,49.13258983890954,0.03808016326438247,7398,0,3474,0.46958637469586373,7398,0.0,0.0,,52.89267369559341,0.010486707152203331,1,0.0,entr,100.0,0.0,100.0,0.0,99.52618453865337,99.14262384322264
