method,dataset,dropout,total val trading days skipped,total val trading days successful,total val trading days successfuly skipped,ratio of val trading days successfully skipped over total,total val trading days,total val log return,avg val log return,val sharpe ratio,val acc,val mcc,total tes trading days skipped,total tes trading days successful,total tes trading days successfuly skipped,ratio of tes trading days successfully skipped over total,total tes trading days,total tes log return,avg tes log return,tes sharpe ratio,tes acc,tes mcc,run,prob,prob measure,val acc filtered,val mcc filtered,tes acc filtered,tes mcc filtered,val gt acc,tes gt acc
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,1.0,std,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,0.9,std,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,0.8,std,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,0.7,std,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,0.6,std,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,84,3947,68,0.8095238095238095,8070,0.620461017739488,7.68848844782513e-05,0.003931253880718041,49.13258983890954,0.03579739224459398,75,3901,59,0.7866666666666666,7398,7.919356029889888,0.0010704725641916583,0.05379556927802992,52.798053527980535,-0.006264238666842166,4,0.5,std,49.355638166047086,0.07236364760423517,52.93322519599892,0.039377097554924766,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,4591,1740,2368,0.5157917664996733,8070,-0.6025903477307787,-7.467042722810145e-05,-0.00583429534076855,49.13258983890954,0.03579739224459398,4318,1709,2110,0.4886521537748958,7398,5.985880263795437,0.0008091214198155497,0.061335479461245984,52.798053527980535,-0.006264238666842166,4,0.4,std,78.31474597273854,0.599309516045995,81.1705866450392,0.6412775210726722,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,6278,903,3218,0.5125836253583944,8070,-0.10506461246480991,-1.301915891757248e-05,-0.001414789403619672,49.13258983890954,0.03579739224459398,5734,949,2766,0.4823857690966167,7398,3.1164570417270183,0.0004212566966378776,0.04108560321824784,52.798053527980535,-0.006264238666842166,4,0.3,std,88.97149938042132,0.6617779417540235,90.20005406866721,0.7043050211578412,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,7192,446,3675,0.5109844271412681,8070,0.1897794082500076,2.351665529739871e-05,0.003667055595684058,49.13258983890954,0.03579739224459398,6556,507,3146,0.4798657718120805,7398,2.6880351208448534,0.0003633461909765955,0.049114832116470934,52.798053527980535,-0.006264238666842166,4,0.2,std,94.67162329615861,0.6875190815803149,95.45823195458232,0.7485593326575373,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,7736,172,3945,0.5099534643226473,8070,0.41901376218524244,5.192239927946003e-05,0.012959963474065337,49.13258983890954,0.03579739224459398,7061,196,3340,0.47302081858093753,7398,0.8598260234107221,0.00011622411779004084,0.023950380711693954,52.798053527980535,-0.006264238666842166,4,0.1,std,98.01734820322181,0.6953510531259093,98.09407948094079,0.7350946388637072,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,8070,0,4107,0.5089219330855018,8070,0.0,0.0,,49.13258983890954,0.03579739224459398,7398,0,3481,0.4705325763719924,7398,0.0,0.0,,52.798053527980535,-0.006264238666842166,4,0.0,std,100.0,0.0,100.0,0.0,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,1.0,var,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,0.9,var,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,0.8,var,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,0.7,var,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,0.6,var,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,0.5,var,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,0.4,var,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,0.3,var,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,3328,2343,1708,0.5132211538461539,8070,-0.4014223324847983,-4.974254429799236e-05,-0.0033359322719677133,49.13258983890954,0.03579739224459398,3194,2303,1580,0.4946775203506575,7398,7.019609139780488,0.0009488522762612176,0.06215699763741428,52.798053527980535,-0.006264238666842166,4,0.2,var,70.07434944237917,0.5329408687117259,73.84428223844283,0.5768206165880714,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,6034,1029,3100,0.5137553861451774,8070,-0.1478303952428514,-1.8318512421666842e-05,-0.0018652479589275472,49.13258983890954,0.03579739224459398,5501,1059,2643,0.48045809852754046,7398,3.317744502859432,0.00044846505851033145,0.04130795530674203,52.798053527980535,-0.006264238666842166,4,0.1,var,87.4721189591078,0.6547308837142651,88.49689105163557,0.6880522776013452,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,8070,0,4107,0.5089219330855018,8070,0.0,0.0,,49.13258983890954,0.03579739224459398,7398,0,3481,0.4705325763719924,7398,0.0,0.0,,52.798053527980535,-0.006264238666842166,4,0.0,var,100.0,0.0,100.0,0.0,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,1.0,entr,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,0.9,entr,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,0.8,entr,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,50,3963,50,1.0,8070,0.6612304876945396,8.193686340700615e-05,0.004181267237298692,49.13258983890954,0.03579739224459398,50,3917,50,1.0,7398,8.02593084903397,0.0010848784602641214,0.05446185194929301,52.798053527980535,-0.006264238666842166,4,0.7,entr,49.13258983890954,0.03579739224459398,52.798053527980535,-0.006264238666842166,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,3186,2416,1639,0.5144381669805399,8070,-0.37202801325361445,-4.6100125558068705e-05,-0.003053046603934485,49.13258983890954,0.03579739224459398,3042,2373,1498,0.49243918474687703,7398,6.693973128929617,0.0009048355135076531,0.05824037568489042,52.798053527980535,-0.006264238666842166,4,0.6,entr,69.2193308550186,0.5251022091182094,72.69532306028657,0.5645856709416741,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,4591,1740,2368,0.5157917664996733,8070,-0.6025903477307787,-7.467042722810145e-05,-0.00583429534076855,49.13258983890954,0.03579739224459398,4318,1709,2110,0.4886521537748958,7398,5.985880263795437,0.0008091214198155497,0.061335479461245984,52.798053527980535,-0.006264238666842166,4,0.5,entr,78.31474597273854,0.599309516045995,81.1705866450392,0.6412775210726722,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,5604,1243,2884,0.5146324054246967,8070,-0.2497583551660847,-3.0948990726900206e-05,-0.0028802837250963688,49.13258983890954,0.03579739224459398,5129,1244,2456,0.4788457789042698,7398,3.6629068024563702,0.0004951212222839105,0.042680120635388695,52.798053527980535,-0.006264238666842166,4,0.4,entr,84.75836431226766,0.6397525435062346,85.95566369288997,0.6686987125010654,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,6457,820,3314,0.5132414433947654,8070,-0.004544127224250127,-5.63088875371763e-07,-6.388038015877067e-05,49.13258983890954,0.03579739224459398,5880,872,2835,0.48214285714285715,7398,3.054469848128188,0.0004128777842833452,0.04190776514167272,52.798053527980535,-0.006264238666842166,4,0.3,entr,90.19826517967782,0.6710026455982738,91.1462557447959,0.7114322101202878,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,7054,515,3606,0.5111993195350156,8070,0.22808341456428122,2.826312448132357e-05,0.004086879773872922,49.13258983890954,0.03579739224459398,6389,595,3067,0.48004382532477696,7398,2.8930267661865896,0.00039105525360727083,0.047923145039434366,52.798053527980535,-0.006264238666842166,4,0.2,entr,93.84138785625774,0.6856762918912648,94.37685861043525,0.7360735104269626,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,7549,262,3848,0.5097363889256855,8070,0.30092537727893764,3.728938999739004e-05,0.007118653273885093,49.13258983890954,0.03579739224459398,6869,314,3266,0.47546950065511717,7398,1.4364854799572502,0.0001941721384100095,0.03324290575411406,52.798053527980535,-0.006264238666842166,4,0.1,entr,96.81536555142503,0.6875801005843017,97.09380913760477,0.7465344634765494,99.52618453865337,99.14262384322264
Adv-ALSTM,kdd17,0.5,8070,0,4107,0.5089219330855018,8070,0.0,0.0,,49.13258983890954,0.03579739224459398,7398,0,3481,0.4705325763719924,7398,0.0,0.0,,52.798053527980535,-0.006264238666842166,4,0.0,entr,100.0,0.0,100.0,0.0,99.52618453865337,99.14262384322264
