method,dataset,dropout,avg total val predicted return,avg total tes predicted return,avg val predicted return,avg tes predicted return,avg val sharpe ratio,avg tes sharpe ratio,prob,prob measure
Adv-ALSTM,kdd17,0.5,-2.5454926719934976,6.2877114055094605,-0.00031542660123835164,0.0008499204387009274,-0.02105808903776134,0.054620689038437184,0.6,entr
Adv-ALSTM,kdd17,0.5,-1.9285902474691352,4.7008495561584995,-0.00023898268246209855,0.0006354216756094214,-0.018739057713919833,0.04705351672300943,0.5,entr
Adv-ALSTM,kdd17,0.5,-1.813169206206559,3.7908818247929346,-0.00022468019903427002,0.0005124198195178338,-0.020253226398228817,0.04283521005707588,0.4,entr
Adv-ALSTM,kdd17,0.5,-1.5662537945005122,3.8406063969660895,-0.00019408349374231874,0.0005191411728799796,-0.020364320162659433,0.05240802579194393,0.3,entr
Adv-ALSTM,kdd17,0.5,-0.8139773026230885,2.8449129043472503,-0.00010086459759889573,0.0003845516226476413,-0.012865006893472648,0.04613269828901032,0.2,entr
Adv-ALSTM,kdd17,0.5,-0.3954044062778822,1.752074247807489,-4.899682853505356e-05,0.00023683079856819263,-0.008451676937578248,0.03883439362075236,0.1,entr
Adv-ALSTM,kdd17,0.5,0.0,0.0,0.0,0.0,,,0.0,entr
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,1.0,std
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,0.9,std
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,0.8,std
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,0.7,std
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,0.6,std
Adv-ALSTM,kdd17,0.5,0.840257712234734,8.157318927862335,0.00010412115393243295,0.0011026384060370824,0.005324094932615753,0.05542273733121254,0.5,std
Adv-ALSTM,kdd17,0.5,-1.265590297599957,5.343364909976968,-0.0001568265548451,0.0007222715477124856,-0.012286676527344192,0.0541944980921277,0.4,std
Adv-ALSTM,kdd17,0.5,-0.8824588631163952,3.162741370678218,-0.00010935054065878502,0.0004275130265853228,-0.01118129860466453,0.04156098404149125,0.3,std
Adv-ALSTM,kdd17,0.5,-0.2494873778645102,2.5656727839056686,-3.091541237478441e-05,0.0003468062697898985,-0.00401716854633825,0.046020946163693406,0.2,std
Adv-ALSTM,kdd17,0.5,0.03697814587105999,1.1130927062841947,4.582174209548945e-06,0.00015045859776753105,0.001738189208968911,0.03027264880254996,0.1,std
Adv-ALSTM,kdd17,0.5,0.0,0.0,0.0,0.0,,,0.0,std
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,1.0,var
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,0.9,var
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,0.8,var
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,0.7,var
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,0.6,var
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,0.5,var
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,0.4,var
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,0.3,var
Adv-ALSTM,kdd17,0.5,-1.4954501255342763,6.438906553852233,-0.00018530980489891898,0.0008703577390987069,-0.012529282785998427,0.0569259075779941,0.2,var
Adv-ALSTM,kdd17,0.5,-1.1425683253025303,3.529494248653257,-0.0001415821964439319,0.0004770876248517514,-0.013660686581646236,0.043429788498443506,0.1,var
Adv-ALSTM,kdd17,0.5,0.0,0.0,0.0,0.0,,,0.0,var
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,1.0,entr
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,0.9,entr
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,0.8,entr
Adv-ALSTM,kdd17,0.5,0.7628188651147187,8.230115469376553,9.452526209599984e-05,0.0011124784359795288,0.004823674632569095,0.055851825234352614,0.7,entr
Adv-ALSTM,kdd17,0.5,-1.458760342623556,6.490842267219539,-0.00018076336339821017,0.0008773779761042902,-0.012055567820847914,0.0564305323616638,0.6,entr
Adv-ALSTM,kdd17,0.5,-1.265590297599957,5.343364909976968,-0.0001568265548451,0.0007222715477124856,-0.012286676527344192,0.0541944980921277,0.5,entr
Adv-ALSTM,kdd17,0.5,-1.0314637806863218,3.726894313624652,-0.0001278145948805851,0.0005037705209008721,-0.011566755061662593,0.042757665346232286,0.4,entr
Adv-ALSTM,kdd17,0.5,-0.7853989608623811,3.4475381225471384,-9.732329130884525e-05,0.00046600947858166245,-0.010214100271409102,0.047157895466808326,0.3,entr
Adv-ALSTM,kdd17,0.5,-0.2929469440294037,2.86896983526692,-3.630073655878608e-05,0.00038780343812745607,-0.004389063559799863,0.047027921664222344,0.2,entr
Adv-ALSTM,kdd17,0.5,-0.04723951449947228,1.5942798638823696,-5.853719268831757e-06,0.00021550146848910108,-0.0006665118318465771,0.036038649687433214,0.1,entr
Adv-ALSTM,kdd17,0.5,0.0,0.0,0.0,0.0,,,0.0,entr
