method,dataset,test acc,test mcc,test ll,test rs,test ps,test avg prob,valid acc,valid mcc,valid ll,valid rs,valid ps,valid avg prob,prob measure,dropout,run,prob confidence threshold,iterations,run save path,total test predictions,filtered test predictions,filtered test predictions sucessfully,filtered test predictions sucessful ratio,test success score,test failure score,test score,total valid predictions,filtered valid predictions,filtered valid predictions sucessfully,filtered valid predictions sucessful ratio,valid success score,valid failure score,valid score
Adv-ALSTM,stocknet,56.03656897015327,0.1181345082710567,7.040994417093628,0.6428945988463556,0.5623853211009174,0.08221184462308884,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.0914403572678566,std,0.9,5,0.5,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3719,1,1,1.0,2085,1635,0.5604838709677419,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.08221184462308884,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.0914403572678566,std,0.9,5,0.4,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.08221184462308884,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.0914403572678566,std,0.9,5,0.3,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.08221184462308884,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.0914403572678566,std,0.9,5,0.2,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.08221184462308884,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.0914403572678566,std,0.9,5,0.1,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.08221184462308884,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.0914403572678566,std,0.9,5,0.0,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,58.57203933304831,0.16600995865395365,6.636832337646525,0.6509357200976403,0.5970149253731343,0.02608169987797737,54.95436766623207,0.10436197401176343,7.214222233718198,0.57856093979442,0.49373433583959897,0.029349133372306824,var,0.9,5,1.0,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,2339,1381,667,0.4829833454018827,2037,1683,0.5475806451612903,1534,1021,470,0.4603330068560235,1313,1242,0.513894324853229
Adv-ALSTM,stocknet,56.98273250530143,0.13754667767283088,6.8899160658219065,0.6451803666469544,0.5709052851909995,0.02608169987797737,55.525606469002696,0.12607755628424608,7.119011548437313,0.6319514661274014,0.49960031974420466,0.029349133372306824,var,0.9,5,0.9,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3301,419,216,0.5155131264916468,2097,1623,0.5637096774193548,2226,329,171,0.5197568389057751,1407,1148,0.5506849315068493
Adv-ALSTM,stocknet,56.24135067810684,0.12302270439065321,7.007929575730328,0.646070460704607,0.5622641509433962,0.02608169987797737,54.79838709677419,0.11352918793470387,7.234838930205,0.6330608537693007,0.4929278642149929,0.029349133372306824,var,0.9,5,0.8,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3613,107,55,0.514018691588785,2087,1633,0.5610215053763441,2480,75,40,0.5333333333333333,1399,1156,0.5475538160469667
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.02608169987797737,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.029349133372306824,var,0.9,5,0.7,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.02608169987797737,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.029349133372306824,var,0.9,5,0.6,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.02608169987797737,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.029349133372306824,var,0.9,5,0.5,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.02608169987797737,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.029349133372306824,var,0.9,5,0.4,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.02608169987797737,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.029349133372306824,var,0.9,5,0.3,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.02608169987797737,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.029349133372306824,var,0.9,5,0.2,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.02608169987797737,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.029349133372306824,var,0.9,5,0.1,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.02608169987797737,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.029349133372306824,var,0.9,5,0.0,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,58.57203933304831,0.16600995865395365,6.636832337646525,0.6509357200976403,0.5970149253731343,0.08809142721484298,54.95436766623207,0.10436197401176343,7.214222233718198,0.57856093979442,0.49373433583959897,0.0987462401531223,entr,0.9,5,1.0,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,2339,1381,667,0.4829833454018827,2037,1683,0.5475806451612903,1534,1021,470,0.4603330068560235,1313,1242,0.513894324853229
Adv-ALSTM,stocknet,57.40868366643694,0.14322139706531142,6.822404277891565,0.6472919418758256,0.582639714625446,0.08809142721484298,55.73347107438017,0.12655335109044474,7.08700033400424,0.6231386025200458,0.5074626865671642,0.0987462401531223,entr,0.9,5,0.9,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,2902,818,400,0.4889975550122249,2066,1654,0.5553763440860215,1936,619,304,0.4911147011308562,1383,1172,0.5412915851272015
Adv-ALSTM,stocknet,57.17098785690844,0.13911068720490483,6.860086352073219,0.6479140328697851,0.5781161872532431,0.08809142721484298,55.533790401567096,0.12503403620123094,7.118058604311413,0.6322089227421109,0.5047784535186794,0.0987462401531223,entr,0.9,5,0.8,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3047,673,331,0.4918276374442793,2073,1647,0.557258064516129,2042,513,253,0.49317738791423,1387,1168,0.5428571428571428
Adv-ALSTM,stocknet,57.17411691153485,0.14122557629928117,6.859544332678084,0.64411943936624,0.5735214324470971,0.08809142721484298,55.52963135790947,0.12676068624140288,7.118170833342894,0.6336842105263157,0.4987572493786247,0.0987462401531223,entr,0.9,5,0.7,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3199,521,266,0.510556621880998,2095,1625,0.5631720430107527,2143,412,208,0.5048543689320388,1398,1157,0.5471624266144814
Adv-ALSTM,stocknet,56.77438482063445,0.13293916328315855,6.923387592318792,0.6431870669745958,0.5701125895598772,0.08809142721484298,55.55555555555556,0.12689530809299343,7.114133574379403,0.633761105626851,0.5003897116134061,0.0987462401531223,entr,0.9,5,0.6,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3373,347,178,0.5129682997118156,2093,1627,0.5626344086021505,2277,278,149,0.5359712230215827,1414,1141,0.5534246575342465
Adv-ALSTM,stocknet,56.38176638176638,0.12610297451791225,6.985574792762775,0.6452513966480447,0.5631399317406144,0.08809142721484298,55.434782608695656,0.12601646594462457,7.132966208119065,0.638758231420508,0.49889786921381335,0.0987462401531223,entr,0.9,5,0.5,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3510,210,105,0.5,2084,1636,0.5602150537634408,2392,163,95,0.5828220858895705,1421,1134,0.5561643835616439
Adv-ALSTM,stocknet,56.20860927152318,0.1223212581487464,7.013101428451136,0.646677471636953,0.5619718309859155,0.08809142721484298,54.80885311871228,0.11363835679207396,7.233183512025684,0.6334841628959276,0.4936530324400564,0.0987462401531223,entr,0.9,5,0.4,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3624,96,49,0.5104166666666666,2086,1634,0.560752688172043,2485,70,38,0.5428571428571428,1400,1155,0.547945205479452
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.08809142721484298,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.0987462401531223,entr,0.9,5,0.3,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.08809142721484298,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.0987462401531223,entr,0.9,5,0.2,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.08809142721484298,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.0987462401531223,entr,0.9,5,0.1,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,56.02150537634408,0.11778517342949694,7.04343449800246,0.6425576519916143,0.5623853211009174,0.08809142721484298,54.55968688845401,0.10862365158370302,7.273084774969151,0.6321334503950834,0.49247606019151846,0.0987462401531223,entr,0.9,5,0.0,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.9/5,3720,0,0,0.0,2084,1636,0.5602150537634408,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,60.19971469329529,0.21958226192268604,6.392572432997344,0.47746090156393745,0.6586294416243654,0.12502774596214294,57.870722433460074,0.17010436779007143,6.743803737281402,0.6650326797385621,0.5383597883597884,0.14657051861286163,std,0.75,1,1.0,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,2103,1617,746,0.4613481756338899,2012,1708,0.5408602150537635,1315,1240,607,0.48951612903225805,1368,1187,0.5354207436399218
Adv-ALSTM,stocknet,60.35848270112547,0.22021098747672008,6.365360601487989,0.5016025641025641,0.6554973821989529,0.12502774596214294,57.21889554224884,0.16362357045864398,6.846281602076515,0.6735294117647059,0.5210466439135382,0.14657051861286163,std,0.75,1,0.9,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,2399,1321,632,0.4784254352763058,2080,1640,0.5591397849462365,1503,1052,518,0.4923954372623574,1378,1177,0.539334637964775
Adv-ALSTM,stocknet,59.44237918215614,0.19598354847440408,6.510204264089529,0.5065406976744186,0.6284941388638413,0.12502774596214294,56.044600938967136,0.14160902034310135,7.033833622022981,0.669260700389105,0.5108910891089109,0.14657051861286163,std,0.75,1,0.8,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,2690,1030,492,0.47766990291262135,2091,1629,0.5620967741935484,1704,851,412,0.48413631022326675,1367,1188,0.5350293542074364
Adv-ALSTM,stocknet,58.84365378036264,0.18293012446482665,6.605185705792451,0.5133333333333333,0.6194690265486725,0.12502774596214294,55.316919853326354,0.1274591850988876,7.15033321070884,0.6616279069767442,0.5030946065428824,0.14657051861286163,std,0.75,1,0.7,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,2923,797,380,0.4767879548306148,2100,1620,0.5645161290322581,1909,646,308,0.47678018575851394,1364,1191,0.5338551859099804
Adv-ALSTM,stocknet,58.74921036007581,0.18003968542578075,6.619538083832558,0.520935960591133,0.6157205240174672,0.12502774596214294,55.26943252265141,0.12614171583671369,7.158267651447873,0.653475935828877,0.4987755102040816,0.14657051861286163,std,0.75,1,0.6,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3166,554,277,0.5,2137,1583,0.5744623655913978,2097,458,223,0.4868995633187773,1382,1173,0.5409001956947163
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.12502774596214294,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.14657051861286163,std,0.75,1,0.5,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.12502774596214294,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.14657051861286163,std,0.75,1,0.4,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.12502774596214294,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.14657051861286163,std,0.75,1,0.3,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.12502774596214294,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.14657051861286163,std,0.75,1,0.2,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.12502774596214294,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.14657051861286163,std,0.75,1,0.1,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.12502774596214294,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.14657051861286163,std,0.75,1,0.0,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,60.19971469329529,0.21958226192268604,6.392572432997344,0.47746090156393745,0.6586294416243654,0.046655602753162384,57.870722433460074,0.17010436779007143,6.743803737281402,0.6650326797385621,0.5383597883597884,0.05571328476071358,var,0.75,1,1.0,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,2103,1617,746,0.4613481756338899,2012,1708,0.5408602150537635,1315,1240,607,0.48951612903225805,1368,1187,0.5354207436399218
Adv-ALSTM,stocknet,58.79158180583842,0.18143143053693225,6.6133831955507745,0.513262599469496,0.6172248803827751,0.046655602753162384,55.16528925619835,0.12462892275139992,7.174677755960755,0.657439446366782,0.49956178790534617,0.05571328476071358,var,0.75,1,0.9,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,2946,774,369,0.47674418604651164,2101,1619,0.5647849462365592,1936,619,293,0.47334410339256866,1361,1194,0.5326810176125245
Adv-ALSTM,stocknet,58.240768537976585,0.16997850194806766,6.700936261185374,0.5189504373177842,0.6112637362637363,0.046655602753162384,55.3715308863026,0.1284491655422218,7.1419775725585035,0.649390243902439,0.4949651432997676,0.05571328476071358,var,0.75,1,0.8,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3331,389,192,0.493573264781491,2132,1588,0.5731182795698925,2234,321,164,0.5109034267912772,1401,1154,0.5483365949119374
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.046655602753162384,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.05571328476071358,var,0.75,1,0.7,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.046655602753162384,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.05571328476071358,var,0.75,1,0.6,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.046655602753162384,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.05571328476071358,var,0.75,1,0.5,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.046655602753162384,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.05571328476071358,var,0.75,1,0.4,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.046655602753162384,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.05571328476071358,var,0.75,1,0.3,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.046655602753162384,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.05571328476071358,var,0.75,1,0.2,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.046655602753162384,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.05571328476071358,var,0.75,1,0.1,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.046655602753162384,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.05571328476071358,var,0.75,1,0.0,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,60.19971469329529,0.21958226192268604,6.392572432997344,0.47746090156393745,0.6586294416243654,0.14675553422187815,57.870722433460074,0.17010436779007143,6.743803737281402,0.6650326797385621,0.5383597883597884,0.17416867054889837,entr,0.75,1,1.0,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,2103,1617,746,0.4613481756338899,2012,1708,0.5408602150537635,1315,1240,607,0.48951612903225805,1368,1187,0.5354207436399218
Adv-ALSTM,stocknet,59.968165539196185,0.20945404185846322,6.426988131251422,0.5042405551272167,0.6430678466076696,0.14675553422187815,56.826801517067004,0.15585082251495308,6.909049678165309,0.6703910614525139,0.517799352750809,0.17416867054889837,entr,0.75,1,0.9,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,2513,1207,577,0.4780447390223695,2084,1636,0.5602150537634408,1582,973,478,0.49126413155190135,1377,1178,0.5389432485322896
Adv-ALSTM,stocknet,59.12568306010929,0.18918910746549938,6.560636662438059,0.507473309608541,0.6237970253718286,0.14675553422187815,55.80331618067467,0.1359259997722212,7.07272872793941,0.6645649432534678,0.5096711798839458,0.17416867054889837,entr,0.75,1,0.8,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,2745,975,461,0.4728205128205128,2084,1636,0.5602150537634408,1749,806,388,0.4813895781637717,1364,1191,0.5338551859099804
Adv-ALSTM,stocknet,58.86426592797784,0.18269619498607756,6.601762197849831,0.512542372881356,0.6171428571428571,0.14675553422187815,55.70433851098018,0.1354633254772404,7.088230845119849,0.6654761904761904,0.5058823529411764,0.17416867054889837,entr,0.75,1,0.7,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,2888,832,395,0.47475961538461536,2095,1625,0.5631720430107527,1867,688,334,0.48546511627906974,1374,1181,0.5377690802348336
Adv-ALSTM,stocknet,58.833278090818695,0.18216360383991864,6.606404441336279,0.5180878552971576,0.6178736517719569,0.14675553422187815,55.07537688442211,0.1216917489281337,7.189428331863947,0.6528555431131019,0.4995715509854327,0.17416867054889837,entr,0.75,1,0.6,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3017,703,341,0.4850640113798009,2116,1604,0.5688172043010753,1990,565,267,0.4725663716814159,1363,1192,0.5334637964774951
Adv-ALSTM,stocknet,58.74921036007581,0.18003968542578075,6.619538083832558,0.520935960591133,0.6157205240174672,0.14675553422187815,55.26943252265141,0.12614171583671369,7.158267651447873,0.653475935828877,0.4987755102040816,0.17416867054889837,entr,0.75,1,0.5,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3166,554,277,0.5,2137,1583,0.5744623655913978,2097,458,223,0.4868995633187773,1382,1173,0.5409001956947163
Adv-ALSTM,stocknet,58.07314897413024,0.16673278701570632,6.727819451291833,0.5178777393310265,0.6100543478260869,0.14675553422187815,55.16629711751663,0.12466249279782274,7.1747557102973145,0.648539778449144,0.49310872894333846,0.17416867054889837,entr,0.75,1,0.4,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3363,357,173,0.484593837535014,2126,1594,0.571505376344086,2255,300,150,0.5,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.14675553422187815,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.17416867054889837,entr,0.75,1,0.3,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.14675553422187815,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.17416867054889837,entr,0.75,1,0.2,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.14675553422187815,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.17416867054889837,entr,0.75,1,0.1,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
Adv-ALSTM,stocknet,57.446236559139784,0.1529366964090863,6.827634546096615,0.5167714884696016,0.5986642380085003,0.14675553422187815,54.55968688845401,0.1070542667459265,7.2736349453898175,0.6251097453906936,0.49239280774550487,0.17416867054889837,entr,0.75,1,0.0,500,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.75/1,3720,0,0,0.0,2137,1583,0.5744623655913978,2555,0,0,0.0,1394,1161,0.5455968688845401
