method,dataset,test acc,test mcc,test ll,test rs,test ps,test avg prob,valid acc,valid mcc,valid ll,valid rs,valid ps,valid avg prob,prob measure,dropout,run,prob confidence threshold,iterations,run save path,total test predictions,filtered test predictions,filtered test predictions sucessfully,filtered test predictions sucessful ratio,test success score,test failure score,test score,total valid predictions,filtered valid predictions,filtered valid predictions sucessfully,filtered valid predictions sucessful ratio,valid success score,valid failure score,valid score
Adv-ALSTM,stocknet,56.12903225806451,0.12678673518098713,7.039187045507542,0.49947589098532497,0.5846625766871165,0.26542676232509443,54.52054794520548,0.09756284477299966,7.2831068774725445,0.5838454784899034,0.49150036954915005,0.26772925123935853,entr,0.25,5,0.1,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.25/5,3720,0,0,0.0,2088,1632,0.5612903225806452,2555,0,0,0.0,1393,1162,0.5452054794520548
Adv-ALSTM,stocknet,56.12903225806451,0.12678673518098713,7.039187045507542,0.49947589098532497,0.5846625766871165,0.26542676232509443,54.52054794520548,0.09756284477299966,7.2831068774725445,0.5838454784899034,0.49150036954915005,0.26772925123935853,entr,0.25,5,0.0,1000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.25/5,3720,0,0,0.0,2088,1632,0.5612903225806452,2555,0,0,0.0,1393,1162,0.5452054794520548
Adv-ALSTM,stocknet,62.48266296809986,0.2476119005880763,6.015276859024866,0.6363636363636364,0.6524633821571239,0.18385730683803558,56.11164581328201,0.14372259052186226,7.02137204049527,0.7016460905349794,0.5230061349693251,0.17895770072937012,std,0.5,1,1.0,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,1442,2278,1073,0.47102721685689203,1974,1746,0.5306451612903226,1039,1516,707,0.4663588390501319,1290,1265,0.5048923679060665
Adv-ALSTM,stocknet,62.13538800220143,0.23981307368357885,6.070755311992718,0.6372950819672131,0.6506276150627615,0.18385730683803558,56.7987567987568,0.15345946925583195,6.913112128623816,0.686046511627907,0.5294871794871795,0.17895770072937012,std,0.5,1,0.9,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,1817,1903,926,0.4866001050972149,2055,1665,0.5524193548387096,1287,1268,607,0.47870662460567825,1338,1217,0.5236790606653621
Adv-ALSTM,stocknet,61.12662942271881,0.21944966591230616,6.231453794396354,0.6345311130587205,0.6339754816112084,0.18385730683803558,56.81969394544245,0.1526156149758511,6.91039148252644,0.6780626780626781,0.5294771968854283,0.17895770072937012,std,0.5,1,0.8,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,2148,1572,779,0.4955470737913486,2092,1628,0.5623655913978495,1503,1052,514,0.48859315589353614,1368,1187,0.5354207436399218
Adv-ALSTM,stocknet,60.33653846153846,0.20501680905026828,6.358007378398617,0.6219325153374233,0.6200305810397554,0.18385730683803558,56.210283073368,0.14094393777899505,7.008532418673065,0.6586599241466498,0.5163528245787908,0.17895770072937012,std,0.5,1,0.7,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,2496,1224,624,0.5098039215686274,2130,1590,0.5725806451612904,1731,824,405,0.49150485436893204,1378,1177,0.539334637964775
Adv-ALSTM,stocknet,59.12712157949428,0.18152841948446738,6.552690090214797,0.6011944260119443,0.6101010101010101,0.18385730683803558,55.25,0.11835464850260297,7.163824477255352,0.6288546255506607,0.5057573073516386,0.17895770072937012,std,0.5,1,0.6,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,2887,833,434,0.5210084033613446,2141,1579,0.5755376344086022,2000,555,268,0.4828828828828829,1373,1182,0.5373776908023483
Adv-ALSTM,stocknet,56.628125840279644,0.13225506162611939,6.953111704269647,0.5715783953854221,0.5779427359490986,0.18385730683803558,54.445750097924005,0.09887546955131139,7.294024596996891,0.5963060686015831,0.4905933429811867,0.17895770072937012,std,0.5,1,0.5,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3719,1,1,1.0,2107,1613,0.5663978494623656,2553,2,0,0.0,1390,1165,0.5440313111545988
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.18385730683803558,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.17895770072937012,std,0.5,1,0.4,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.18385730683803558,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.17895770072937012,std,0.5,1,0.3,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.18385730683803558,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.17895770072937012,std,0.5,1,0.2,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.18385730683803558,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.17895770072937012,std,0.5,1,0.1,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.18385730683803558,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.17895770072937012,std,0.5,1,0.0,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,62.48266296809986,0.2476119005880763,6.015276859024866,0.6363636363636364,0.6524633821571239,0.07040529698133469,56.11164581328201,0.14372259052186226,7.02137204049527,0.7016460905349794,0.5230061349693251,0.06859921663999557,var,0.5,1,1.0,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,1442,2278,1073,0.47102721685689203,1974,1746,0.5306451612903226,1039,1516,707,0.4663588390501319,1290,1265,0.5048923679060665
Adv-ALSTM,stocknet,60.304449648711945,0.2044314749152553,6.36339496100536,0.6196868008948546,0.6210762331838565,0.07040529698133469,55.85738539898133,0.13283457822027975,7.065427623297046,0.6514215080346106,0.5141463414634146,0.06859921663999557,var,0.5,1,0.9,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,2562,1158,597,0.5155440414507773,2142,1578,0.5758064516129032,1767,788,383,0.4860406091370558,1370,1185,0.5362035225048923
Adv-ALSTM,stocknet,58.21039127645927,0.1635097994047675,6.6992846125207635,0.5919254658385094,0.5959974984365228,0.07040529698133469,55.37534754402225,0.11982977213693909,7.144197477854664,0.6225641025641026,0.5049916805324459,0.06859921663999557,var,0.5,1,0.8,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3118,602,311,0.5166112956810631,2126,1594,0.571505376344086,2158,397,200,0.5037783375314862,1395,1160,0.5459882583170255
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.07040529698133469,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.06859921663999557,var,0.5,1,0.7,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.07040529698133469,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.06859921663999557,var,0.5,1,0.6,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.07040529698133469,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.06859921663999557,var,0.5,1,0.5,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.07040529698133469,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.06859921663999557,var,0.5,1,0.4,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.07040529698133469,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.06859921663999557,var,0.5,1,0.3,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.07040529698133469,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.06859921663999557,var,0.5,1,0.2,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.07040529698133469,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.06859921663999557,var,0.5,1,0.1,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.07040529698133469,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.06859921663999557,var,0.5,1,0.0,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,62.48266296809986,0.2476119005880763,6.015276859024866,0.6363636363636364,0.6524633821571239,0.21947069993656168,56.11164581328201,0.14372259052186226,7.02137204049527,0.7016460905349794,0.5230061349693251,0.21390375825233832,entr,0.5,1,1.0,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,1442,2278,1073,0.47102721685689203,1974,1746,0.5306451612903226,1039,1516,707,0.4663588390501319,1290,1265,0.5048923679060665
Adv-ALSTM,stocknet,61.58940397350994,0.22871429163210386,6.158295448799258,0.6325757575757576,0.6460348162475822,0.21947069993656168,56.965718453683444,0.15439177640670415,6.887092252007206,0.6811145510835913,0.5339805825242718,0.21390375825233832,entr,0.5,1,0.9,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,1963,1757,860,0.48947068867387594,2069,1651,0.5561827956989247,1371,1184,573,0.4839527027027027,1354,1201,0.5299412915851271
Adv-ALSTM,stocknet,60.47037539574853,0.20645302215110223,6.3365348482606505,0.6285226302305722,0.6263829787234042,0.21947069993656168,56.45684620376379,0.14598499335844548,6.968384710401015,0.6750348675034867,0.5249457700650759,0.21390375825233832,entr,0.5,1,0.8,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,2211,1509,740,0.49039098740888004,2077,1643,0.5583333333333333,1541,1014,492,0.48520710059171596,1362,1193,0.5330724070450098
Adv-ALSTM,stocknet,60.458452722063036,0.20735831013906014,6.338389251303399,0.6241190289741582,0.6212003117692907,0.21947069993656168,56.38297872340425,0.14459689150639285,6.980697709195166,0.663659793814433,0.5191532258064516,0.21390375825233832,entr,0.5,1,0.7,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,2443,1277,648,0.5074393108848865,2125,1595,0.571236559139785,1692,863,425,0.492468134414832,1379,1176,0.5397260273972603
Adv-ALSTM,stocknet,60.13615733736762,0.20139136095144167,6.390203290826081,0.6174545454545455,0.616557734204793,0.21947069993656168,55.766107200866266,0.13029916595075142,7.080382204468863,0.6457345971563981,0.5126999059266227,0.21390375825233832,entr,0.5,1,0.6,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,2644,1076,560,0.5204460966542751,2150,1570,0.5779569892473119,1847,708,346,0.4887005649717514,1376,1179,0.5385518590998043
Adv-ALSTM,stocknet,59.147609147609145,0.1819319212190621,6.549375673961251,0.601593625498008,0.6101010101010101,0.21947069993656168,55.31062124248497,0.1197792184803852,7.154043275989853,0.6298342541436464,0.5057675244010648,0.21390375825233832,entr,0.5,1,0.5,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,2886,834,435,0.5215827338129496,2142,1578,0.5758064516129032,1996,559,271,0.4847942754919499,1375,1180,0.538160469667319
Adv-ALSTM,stocknet,58.25396825396826,0.1643334875567802,6.692295969819275,0.5927518427518428,0.5967841682127396,0.21947069993656168,55.46910755148742,0.1218742808883769,7.129120887171493,0.6233502538071066,0.5049342105263158,0.21390375825233832,entr,0.5,1,0.4,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3150,570,299,0.5245614035087719,2134,1586,0.5736559139784946,2185,370,190,0.5135135135135135,1402,1153,0.5487279843444227
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.21947069993656168,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.21390375825233832,entr,0.5,1,0.3,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.21947069993656168,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.21390375825233832,entr,0.5,1,0.2,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.21947069993656168,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.21390375825233832,entr,0.5,1,0.1,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,56.612903225806456,0.13195416358693945,6.955575409563647,0.5712788259958071,0.5779427359490986,0.21947069993656168,54.48140900195695,0.0995980027246423,7.288314988795101,0.5970149253731343,0.4913294797687861,0.21390375825233832,entr,0.5,1,0.0,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/1,3720,0,0,0.0,2106,1614,0.5661290322580645,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,59.68143354902937,0.19384578971108252,6.464649911482227,0.5918762088974855,0.612,0.1329517960548401,55.563583815028906,0.1533925965517346,7.102379567447433,0.7776049766718507,0.51440329218107,0.1384933590888977,std,0.5,2,1.0,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,2009,1711,772,0.451198129748685,1971,1749,0.5298387096774193,1384,1171,548,0.46797608881298036,1317,1238,0.5154598825831702
Adv-ALSTM,stocknet,59.732988802756246,0.19459652022477314,6.456071548632368,0.5968280467445742,0.6126820908311911,0.1329517960548401,55.06970849176172,0.14259361289695519,7.181555483655489,0.772169167803547,0.5108303249097473,0.1384933590888977,std,0.5,2,0.9,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,2322,1398,647,0.46280400572246067,2034,1686,0.5467741935483871,1578,977,454,0.4646878198567042,1323,1232,0.5178082191780822
Adv-ALSTM,stocknet,59.443800695249124,0.1889493046667818,6.5024099369774815,0.5918674698795181,0.60741885625966,0.1329517960548401,54.871794871794876,0.13839644064886675,7.214235792880052,0.7552795031055901,0.5054031587697423,0.1384933590888977,std,0.5,2,0.8,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,2589,1131,532,0.47038019451812557,2071,1649,0.5567204301075269,1755,800,371,0.46375,1334,1221,0.5221135029354207
Adv-ALSTM,stocknet,59.32441942294159,0.18641000448557768,6.521197025999068,0.5938144329896907,0.6046186144156753,0.1329517960548401,54.90399584846912,0.14136104368440033,7.2091653683548165,0.7517162471395881,0.5019098548510313,0.1384933590888977,std,0.5,2,0.7,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,2842,878,426,0.48519362186788156,2112,1608,0.567741935483871,1927,628,294,0.4681528662420382,1352,1203,0.5291585127201566
Adv-ALSTM,stocknet,58.41552656697423,0.1680699168238862,6.666622089497656,0.5881987577639751,0.595223130106851,0.1329517960548401,55.12820512820513,0.14347484568798619,7.173991977262823,0.7445026178010471,0.5035410764872521,0.1384933590888977,std,0.5,2,0.6,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,3143,577,275,0.47660311958405543,2111,1609,0.5674731182795699,2106,449,218,0.48552338530066813,1379,1176,0.5397260273972603
Adv-ALSTM,stocknet,57.49260156039817,0.1494192092037199,6.814321714253212,0.5825904562139486,0.5862796833773087,0.1329517960548401,54.50274079874706,0.12540705343378417,7.276464368929233,0.7050043898156277,0.49294045426642114,0.1384933590888977,std,0.5,2,0.5,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,3717,3,2,0.6666666666666666,2139,1581,0.575,2554,1,1,1.0,1393,1162,0.5452054794520548
Adv-ALSTM,stocknet,57.47311827956989,0.14904043191462338,6.817444702181772,0.5822851153039832,0.5859704641350211,0.1329517960548401,54.48140900195695,0.1251088355497808,7.279856118577342,0.7050043898156277,0.49263803680981594,0.1384933590888977,std,0.5,2,0.4,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,3720,0,0,0.0,2138,1582,0.5747311827956989,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,57.47311827956989,0.14904043191462338,6.817444702181772,0.5822851153039832,0.5859704641350211,0.1329517960548401,54.48140900195695,0.1251088355497808,7.279856118577342,0.7050043898156277,0.49263803680981594,0.1384933590888977,std,0.5,2,0.3,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,3720,0,0,0.0,2138,1582,0.5747311827956989,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,57.47311827956989,0.14904043191462338,6.817444702181772,0.5822851153039832,0.5859704641350211,0.1329517960548401,54.48140900195695,0.1251088355497808,7.279856118577342,0.7050043898156277,0.49263803680981594,0.1384933590888977,std,0.5,2,0.2,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,3720,0,0,0.0,2138,1582,0.5747311827956989,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,57.47311827956989,0.14904043191462338,6.817444702181772,0.5822851153039832,0.5859704641350211,0.1329517960548401,54.48140900195695,0.1251088355497808,7.279856118577342,0.7050043898156277,0.49263803680981594,0.1384933590888977,std,0.5,2,0.1,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,3720,0,0,0.0,2138,1582,0.5747311827956989,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,57.47311827956989,0.14904043191462338,6.817444702181772,0.5822851153039832,0.5859704641350211,0.1329517960548401,54.48140900195695,0.1251088355497808,7.279856118577342,0.7050043898156277,0.49263803680981594,0.1384933590888977,std,0.5,2,0.0,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,3720,0,0,0.0,2138,1582,0.5747311827956989,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,59.68143354902937,0.19384578971108252,6.464649911482227,0.5918762088974855,0.612,0.050201740115880966,55.563583815028906,0.1533925965517346,7.102379567447433,0.7776049766718507,0.51440329218107,0.05365492403507233,var,0.5,2,1.0,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,2009,1711,772,0.451198129748685,1971,1749,0.5298387096774193,1384,1171,548,0.46797608881298036,1317,1238,0.5154598825831702
Adv-ALSTM,stocknet,59.22464520595362,0.1843337880120906,6.536995534832488,0.5947225981055481,0.602880658436214,0.050201740115880966,54.8469387755102,0.13925385784581584,7.218556018933965,0.7480314960629921,0.5015082956259427,0.05365492403507233,var,0.5,2,0.9,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,2889,831,404,0.4861612515042118,2115,1605,0.5685483870967742,1960,595,278,0.4672268907563025,1353,1202,0.5295499021526419
Adv-ALSTM,stocknet,57.86125416540442,0.15672266260109552,6.755288176015096,0.5865724381625441,0.5910979228486647,0.050201740115880966,54.5045045045045,0.13331097635738987,7.273883161995871,0.7348790322580645,0.49390243902439024,0.05365492403507233,var,0.5,2,0.8,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,3301,419,191,0.45584725536992843,2101,1619,0.5647849462365592,2220,335,153,0.45671641791044776,1363,1192,0.5334637964774951
Adv-ALSTM,stocknet,57.47311827956989,0.14904043191462338,6.817444702181772,0.5822851153039832,0.5859704641350211,0.050201740115880966,54.48140900195695,0.1251088355497808,7.279856118577342,0.7050043898156277,0.49263803680981594,0.05365492403507233,var,0.5,2,0.7,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,3720,0,0,0.0,2138,1582,0.5747311827956989,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,57.47311827956989,0.14904043191462338,6.817444702181772,0.5822851153039832,0.5859704641350211,0.050201740115880966,54.48140900195695,0.1251088355497808,7.279856118577342,0.7050043898156277,0.49263803680981594,0.05365492403507233,var,0.5,2,0.6,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,3720,0,0,0.0,2138,1582,0.5747311827956989,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,57.47311827956989,0.14904043191462338,6.817444702181772,0.5822851153039832,0.5859704641350211,0.050201740115880966,54.48140900195695,0.1251088355497808,7.279856118577342,0.7050043898156277,0.49263803680981594,0.05365492403507233,var,0.5,2,0.5,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,3720,0,0,0.0,2138,1582,0.5747311827956989,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,57.47311827956989,0.14904043191462338,6.817444702181772,0.5822851153039832,0.5859704641350211,0.050201740115880966,54.48140900195695,0.1251088355497808,7.279856118577342,0.7050043898156277,0.49263803680981594,0.05365492403507233,var,0.5,2,0.4,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,3720,0,0,0.0,2138,1582,0.5747311827956989,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,57.47311827956989,0.14904043191462338,6.817444702181772,0.5822851153039832,0.5859704641350211,0.050201740115880966,54.48140900195695,0.1251088355497808,7.279856118577342,0.7050043898156277,0.49263803680981594,0.05365492403507233,var,0.5,2,0.3,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,3720,0,0,0.0,2138,1582,0.5747311827956989,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,57.47311827956989,0.14904043191462338,6.817444702181772,0.5822851153039832,0.5859704641350211,0.050201740115880966,54.48140900195695,0.1251088355497808,7.279856118577342,0.7050043898156277,0.49263803680981594,0.05365492403507233,var,0.5,2,0.2,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,3720,0,0,0.0,2138,1582,0.5747311827956989,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,57.47311827956989,0.14904043191462338,6.817444702181772,0.5822851153039832,0.5859704641350211,0.050201740115880966,54.48140900195695,0.1251088355497808,7.279856118577342,0.7050043898156277,0.49263803680981594,0.05365492403507233,var,0.5,2,0.1,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,3720,0,0,0.0,2138,1582,0.5747311827956989,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,57.47311827956989,0.14904043191462338,6.817444702181772,0.5822851153039832,0.5859704641350211,0.050201740115880966,54.48140900195695,0.1251088355497808,7.279856118577342,0.7050043898156277,0.49263803680981594,0.05365492403507233,var,0.5,2,0.0,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,3720,0,0,0.0,2138,1582,0.5747311827956989,2555,0,0,0.0,1392,1163,0.5448140900195695
Adv-ALSTM,stocknet,59.68143354902937,0.19384578971108252,6.464649911482227,0.5918762088974855,0.612,0.1572682582676865,55.563583815028906,0.1533925965517346,7.102379567447433,0.7776049766718507,0.51440329218107,0.16622797201769712,entr,0.5,2,1.0,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,2009,1711,772,0.451198129748685,1971,1749,0.5298387096774193,1384,1171,548,0.46797608881298036,1317,1238,0.5154598825831702
Adv-ALSTM,stocknet,59.46830265848671,0.18941135461067904,6.4983705016489255,0.5926517571884984,0.60670482420278,0.1572682582676865,54.66101694915254,0.1335532747661584,7.247473127256013,0.7617801047120419,0.5065274151436031,0.16622797201769712,entr,0.5,2,0.9,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,2445,1275,591,0.46352941176470586,2045,1675,0.5497311827956989,1652,903,414,0.4584717607973422,1317,1238,0.5154598825831702
Adv-ALSTM,stocknet,59.18754745634016,0.18373121105091503,6.543234754486715,0.591246290801187,0.6033308099924299,0.1572682582676865,55.00279485746227,0.14195788649518717,7.193074640046964,0.7585365853658537,0.5061025223759154,0.16622797201769712,entr,0.5,2,0.8,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,2634,1086,507,0.46685082872928174,2066,1654,0.5553763440860215,1789,766,358,0.46736292428198434,1342,1213,0.5252446183953033
Adv-ALSTM,stocknet,59.30813124108416,0.18609946541453745,6.523787620871969,0.5934449093444909,0.6039744499645139,0.1572682582676865,54.957805907173,0.14199113486151974,7.200539583018065,0.7529002320185615,0.5031007751937985,0.16622797201769712,entr,0.5,2,0.7,2000,./experiment1/dropout/tmp/stocknet/Adv-ALSTM/0.5/2,2804,916,441,0.4814410480349345,2104,1616,0.5655913978494623,1896,659,309,0.46889226100151743,1351,1204,0.5287671232876713
