method,dataset,dropout,run,prob,prob measure,ticker filename,total return,avg return,total log return,avg log return,profit per trade,sharpe ratio,best benchmark log return,best benchmark profit per trade,best benchmark return,best benchmark sharpe ratio,total trading days skipped,total trading days profitable,total trading days,total trading days averted loss by skipping,std log return before trading,log return beats benchmark,sharpe ratio beats benchmark
Adv-ALSTM,stocknet,0.75,3,1.0,std,CHL.csv,6.755913999999997,0.15711427906976738,0.12407781201193811,0.0028855305119055374,0.3070869999999999,0.24489867399254248,0.22186123099582367,-31.088959,11.911041000000004,0.36727274442075736,21,11,22,7,0.8009292207395377,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,MRK.csv,-0.43803600000000387,-0.011838810810810915,-0.006315169165419184,-0.000170680247714032,-0.02433533333333355,-0.017423436144038105,0.05134645256056155,-34.56445700000002,2.4355429999999814,0.07264845299605427,19,10,18,8,0.9031921023569187,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,CODI.csv,0.9098840000000017,0.0216639047619048,0.06492275340663317,0.0015457798430150754,0.041358363636363714,0.15906127881534654,0.08908087303004439,-40.767378,1.2326219999999992,0.16293226624821489,20,13,22,9,0.1825142162941126,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,PICO.csv,-0.3999999999999986,-0.007407407407407381,-0.034827862865015026,-0.0006449604234262042,-0.01025641025641022,-0.027599858062731037,-0.1958395512214744,-56.05,-2.0499999999999967,-0.11535373252996688,15,19,39,6,0.3311524568616917,True,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,DUK.csv,1.176156000000013,0.030951473684210872,0.018400571194993092,0.0004842255577629761,0.0691856470588243,0.03292386975825497,0.08016932764230368,-32.66891100000001,5.331088999999992,0.12811296128913752,21,8,17,9,1.1040987641810165,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,PFE.csv,4.249744,0.1062436,0.13835216453139437,0.003458804113284859,0.1931701818181818,0.23374650423776622,0.1637599838964834,-34.900310999999995,5.099689000000005,0.223984130744793,18,14,22,11,0.5829551197165728,False,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,SRE.csv,9.12826600000001,0.22264063414634172,0.09452275785088642,0.0023054331183143028,0.43467933333333386,0.21968809557071595,0.08751677981526851,-32.89934499999998,8.100655000000017,0.13453633118645658,20,9,21,9,1.4818728063885318,True,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,NEE.csv,15.031418000000002,0.3955636315789474,0.15822084748466958,0.004163706512754463,0.7157818095238097,0.3188857355486518,0.1866483903250639,-20.220503000000008,17.779496999999992,0.332346244388768,17,13,21,9,1.4800700108495395,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,MMM.csv,12.326599000000016,0.3243841842105267,0.08538192082730744,0.002246892653350196,0.5136082916666673,0.20001605188878474,0.15622760735056698,-15.350511000000012,22.649488999999992,0.2483603424673469,14,13,24,8,2.461191366464516,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,EXC.csv,1.0165760000000006,0.02259057777777779,0.039793971263357986,0.0008843104725190663,0.03080533333333335,0.051251870933118865,0.07263416735501065,-43.07619699999999,1.9238030000000033,0.09112432750901894,12,17,33,7,0.46979219256152444,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,CHTR.csv,35.600037000000015,0.8476199285714289,0.19580953574241225,0.004662131803390768,1.5478276956521746,0.3080096270128349,0.04727678864857837,-33.74998399999998,8.250016000000016,0.05160822276523308,19,12,23,14,3.80980870103357,True,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,V.csv,8.042526999999978,0.1748375434782604,0.10537405222007909,0.0022907402656538933,0.3829774761904752,0.22845681144883376,0.07884750077436062,-39.864417000000024,6.135582999999982,0.1119288898273306,25,13,21,14,1.183778192428541,True,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,HD.csv,-2.7073119999999875,-0.07317059459459425,-0.021300460495622314,-0.0005756881215033058,-0.1082924799999995,-0.04410765078800493,-0.0007056032918476077,-37.324736,-0.3247360000000015,-0.0048517893994019365,12,15,25,5,1.7519681910673985,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,SNP.csv,2.2763519999999886,0.05173527272727247,0.037853246057632815,0.0008603010467643821,0.08129828571428531,0.04266116378849392,0.20265160099982996,-31.35790300000001,12.642096999999993,0.1847846983249891,16,13,28,4,1.5808235435273148,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,PCLN.csv,143.9998770000002,3.2727244772727317,0.1048529118026552,0.002383020722787618,6.85713700000001,0.12865137032560403,0.20697815902223024,234.3798810000003,278.3798810000003,0.2190294076830634,23,13,21,8,29.581255328332837,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,WFC.csv,6.28289199999999,0.14959266666666643,0.12202388822308449,0.002905330671978202,0.2416496923076919,0.28653756352888443,0.1070851043333993,-36.45527600000001,5.544723999999995,0.17773469484535753,16,12,26,6,0.7512614892667532,True,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,BUD.csv,-4.32160300000001,-0.10289530952380976,-0.036981729139824324,-0.0008805173604720078,-0.16005937037037074,-0.07899453734219924,-0.024976153710868386,-44.99555900000002,-2.9955590000000143,-0.04446282593976077,15,17,27,6,1.5332607418808566,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,CSCO.csv,0.385864999999999,0.009187261904761882,0.018081009546092486,0.00043050022728791635,0.01543459999999996,0.029214081862578074,0.0665426068031573,-40.381261,1.6187390000000048,0.08629711858227031,17,14,25,5,0.4472194200843096,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,LMT.csv,21.94642200000004,0.5352785853658547,0.10564613488196287,0.0025767349971210457,0.8778568800000016,0.24093046656838157,0.031144315691405067,-33.85863599999999,7.141364000000009,0.06323625355543494,16,10,25,8,2.7575175988591085,True,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,BCH.csv,7.582795999999988,0.17634409302325552,0.13592227917059954,0.003160983236525571,0.3296867826086951,0.29442189108115313,0.16616354624888813,-33.65625999999999,9.343740000000011,0.286515938662018,20,8,23,10,0.7875091406613065,False,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,MA.csv,3.3727870000000024,0.08431967500000007,0.03442592851481079,0.0008606482128702698,0.1533085000000001,0.07664113263926615,0.16902937569298998,-23.912559999999967,16.08744000000003,0.2811784434983167,18,12,22,6,1.4797751603250828,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,AMGN.csv,45.425509000000034,0.9665001914893624,0.3063846988867661,0.006518823380569492,1.419547156250001,0.43395677993034676,0.3532944495026053,4.8912660000000585,51.891266000000066,0.3848698439135576,15,16,32,4,3.0425052020601773,False,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,MSFT.csv,3.3760879999999958,0.0844021999999999,0.06401224262992469,0.0016003060657481174,0.24114914285714256,0.21011028093672518,-0.09934554556526333,-44.64610700000001,-4.646107000000008,-0.10913771011879436,26,7,14,15,1.0423668039311622,True,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,SLB.csv,11.523462999999992,0.24007214583333317,0.16442985594656595,0.0034256219988867908,0.41155224999999973,0.2305570362601192,0.03747257468042429,-45.44948800000002,2.5505119999999835,0.038043125783561324,20,16,28,14,1.3975483964230129,True,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,SO.csv,4.264768000000011,0.11846577777777807,0.10204639468892508,0.0028346220746923636,0.25086870588235355,0.2717224301043655,0.1816172031972788,-28.45132199999999,7.5486780000000095,0.3815107329416521,19,7,17,11,0.5861778359434446,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,TM.csv,15.439193000000017,0.3508907500000004,0.1302199245285847,0.002959543739286016,0.643299708333334,0.3318410206535971,0.11368601547229686,-30.56199400000001,13.438005999999987,0.19603226445495692,20,10,24,11,1.5794239271259691,True,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,JPM.csv,6.951040000000013,0.18292210526315825,0.1111275949493806,0.0029244103934047525,0.31595636363636426,0.2344104020874508,0.1122774100168112,-30.66065699999998,7.339343000000022,0.17259112668233165,16,11,22,6,1.1264809814306012,False,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,BP.csv,11.725870999999994,0.260574911111111,0.3990153194553734,0.008867007099008298,0.41878110714285693,0.5490094962846105,0.19347129724829848,-39.34562699999999,5.654373000000002,0.1909347281703692,17,15,28,8,0.6700936875778978,True,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,AMZN.csv,17.489928000000134,0.3643735000000028,0.03130758180179699,0.0006522412875374373,0.6726895384615437,0.04047599420640735,0.12666372191624256,24.33990200000023,72.33990200000022,0.12261868512160168,22,15,26,8,11.823798027071224,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,PG.csv,0.04264100000003168,0.001218314285715191,-0.002390507245335299,-6.830020700957998e-05,0.002030523809525318,0.001682839073330408,-0.04539380610295224,-38.034178999999966,-3.034178999999966,-0.09136947737113213,14,11,21,11,0.9314041389474046,True,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,ABB.csv,3.6970889999999947,0.08802592857142845,0.21622275581885525,0.005148160852829887,0.13692922222222204,0.5033666870442451,0.2424670932299139,-37.838451000000006,4.161548999999994,0.4566807131560662,15,13,27,5,0.23873885243947357,False,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,NVS.csv,-2.9253710000000126,-0.062241936170213036,-0.03585296193627138,-0.0007628289773674762,-0.0914178437500004,-0.0739817305572868,-0.02985923180610285,-49.40528999999995,-2.405289999999951,-0.05016110168377338,15,15,32,9,1.0148470798227354,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,HRG.csv,0.990000000000002,0.021063829787234086,0.08143777381295067,0.001732718591764908,0.038076923076923154,0.1548600976551512,0.13513396550728698,-45.290000000000006,1.7099999999999973,0.17102895839785962,21,15,26,7,0.21309055720260728,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,CELG.csv,35.35001199999999,0.6931374901960783,0.3024122768152031,0.00592965248657261,1.359615846153846,0.3219230432331759,0.308235505894547,-16.109997000000018,34.89000299999998,0.2117824225837117,25,12,26,11,3.296199299801852,False,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,UTX.csv,8.055413000000016,0.20654905128205167,0.09198420148185064,0.002358569268765401,0.503463312500001,0.2198271712461929,0.16699855625056026,-23.933673999999954,15.066326000000045,0.29191013642073194,23,10,16,10,1.3603119536338975,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,PM.csv,1.9299870000000112,0.052161810810811116,0.023085661454530157,0.0006239367960683826,0.10157826315789532,0.06300072930050524,0.059833932593945635,-32.38069099999996,4.6193090000000305,0.11111135197377514,18,13,19,6,1.103928568505851,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,PEP.csv,-1.6500279999999918,-0.04714365714285691,-0.017625414343305765,-0.0005035832669515933,-0.07500127272727236,-0.047411742448462364,0.033486757439179615,-31.90011700000001,3.0998829999999917,0.07478084645008945,13,11,22,5,1.166124179665225,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,UL.csv,0.7571179999999913,0.020462648648648413,0.019012331672507123,0.000513846801959652,0.03605323809523768,0.04144091063426316,0.10565373836756403,-32.799473000000006,4.200526999999987,0.18774922921662476,16,12,21,4,0.6113634721339817,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,NGG.csv,2.207549000000057,0.07358496666666857,0.031232949395866183,0.0010410983131955394,0.09198120833333571,0.06950048444708302,0.04299294457935148,-26.98135199999999,3.018648000000013,0.08952725632157284,6,12,24,2,1.1283675759937721,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,HON.csv,23.276577999999958,0.5968353333333323,0.24023357989006397,0.006159835381796512,0.8952529999999984,0.47957704539535595,0.2246347928818961,-17.165333000000075,21.834666999999925,0.3562742680604961,13,15,26,8,1.6564640432383413,True,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,BHP.csv,5.3972799999999985,0.09147932203389827,0.1725827996126608,0.002925132196824759,0.17410580645161286,0.16018467542355497,-0.08281587728577884,-60.332533,-1.3325329999999944,-0.03119307020180435,28,19,31,12,0.7181658098592543,True,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,TSM.csv,2.445535000000003,0.05822702380952388,0.11476899214164105,0.0027325950509914537,0.11116068181818196,0.26207314323261577,0.2756900891498596,-36.19418900000001,5.805810999999987,0.4391256889383662,20,7,22,7,0.34176589285061393,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,PTR.csv,19.43109299999999,0.3532925999999998,0.2674270959376226,0.004862310835229502,0.6477030999999996,0.2916923802579752,0.29255833479735466,-34.155747000000005,20.844252999999995,0.22722684503577015,25,13,30,10,1.7094981637036986,False,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,C.csv,5.030657999999995,0.1117923999999999,0.09751411202333804,0.0021669802671852897,0.2647714736842103,0.2068852227307998,0.11029128065311604,-39.063686,5.936313999999997,0.13607330523097524,26,10,19,9,0.9772792441064255,False,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,GOOG.csv,61.26007200000015,1.392274363636367,0.09157470782734027,0.002081243359712279,2.917146285714293,0.19537090343774857,0.19373161348915705,83.33020000000009,127.33020000000009,0.2267810126968089,23,12,21,7,12.644998208412606,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,BABA.csv,7.040009000000033,0.14080018000000066,0.11869108019904238,0.002373821603980848,0.1955558055555565,0.08381627552360783,0.21662779430129103,-35.01,14.990000000000002,0.15130649851185451,14,22,36,4,1.9498624937460667,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,PPL.csv,4.222246999999996,0.09178797826086947,0.13562872588113087,0.00294845056263328,0.20105938095238077,0.2813065778562146,0.2193830486690249,-39.11883399999999,6.881166000000008,0.3344386269929308,25,8,21,12,0.47097747844000176,False,False
Adv-ALSTM,stocknet,0.75,3,1.0,std,CMCSA.csv,2.6349989999999934,0.06756407692307675,0.08898222692846991,0.002281595562268459,0.11977268181818151,0.22621382857823055,0.10560667944621573,-35.87737800000001,3.1226219999999927,0.18058831285947485,17,8,22,10,0.4506953356760448,False,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,HSBC.csv,5.099295999999981,0.12141180952380907,0.1469107773791957,0.0034978756518856116,0.1961267692307685,0.32564384736228247,0.1282639491480705,-37.52070700000001,4.479292999999991,0.21492876361903368,16,14,26,10,0.5075291431961689,True,True
Adv-ALSTM,stocknet,0.75,3,1.0,std,ORCL.csv,6.114260000000009,0.13587244444444463,0.16479428110862399,0.0036620951357471997,0.21083655172413823,0.26629928781998874,0.1768007910530678,-38.39924600000001,6.600753999999995,0.2352791236266503,16,18,29,8,0.6403946193269465,False,True
Adv-ALSTM,stocknet,0.75,3,0.9,std,BSAC.csv,3.3027770000000007,0.07863754761904763,0.19485555392145343,0.004639417950510796,0.11795632142857146,0.29712199900379216,0.18511181254291426,-38.89684200000001,3.103157999999997,0.23727027721080626,14,15,28,7,0.31983895247917066,True,True
Adv-ALSTM,stocknet,0.75,3,0.9,std,KO.csv,-0.8677750000000017,-0.022836184210526363,-0.022720083536278822,-0.0005978969351652321,-0.037729347826087035,-0.053976602757705265,-0.03309057474970421,-39.325077000000014,-1.3250770000000145,-0.06846899564962179,15,13,23,9,0.5010593910406697,True,True
Adv-ALSTM,stocknet,0.75,3,0.9,std,UNH.csv,22.130774000000017,0.481103782608696,0.19291345961565848,0.0041937708612099665,0.763130137931035,0.25426483777993186,0.2357028470805197,-19.181622000000004,26.818378,0.2666056659810314,17,17,29,7,2.264623419854303,False,False
Adv-ALSTM,stocknet,0.75,3,0.9,std,CVX.csv,19.792220999999984,0.3472319473684208,0.2373430614315732,0.004163913358448653,0.7330452222222216,0.36172786231883913,0.17951025434178952,-41.56918500000003,15.430814999999967,0.15527027587287878,30,13,27,14,1.7505613880663193,True,True
Adv-ALSTM,stocknet,0.75,3,0.9,std,MDT.csv,10.839805000000041,0.29296770270270384,0.15437877245638412,0.00417239925557795,0.38713589285714434,0.31190229566842304,0.15708011051015044,-26.084015000000008,10.915984999999992,0.2799734459264706,9,18,28,6,1.057980709723207,False,True
Adv-ALSTM,stocknet,0.75,3,0.9,std,SPLP.csv,0.31692400000001086,0.008803444444444745,0.021303935623101462,0.0005917759895305961,0.014405636363636858,0.03809830337178664,0.027463257959489718,-35.60384399999999,0.396156000000012,0.0389049448937079,14,7,22,8,0.28299268104879904,False,False
